GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B18001,B2Y001
"G4804290","1950","Texas","480","Stephens","4290","Stephens","49","4290",10597,"Decrease 0% to 19%"
"G4804310","1950","Texas","480","Sterling","4310","Sterling","49","4310",1282,"Decrease 0% to 19%"
"G4804330","1950","Texas","480","Stonewall","4330","Stonewall","49","4330",3679,"Decrease 20% to 39%"
"G4804350","1950","Texas","480","Sutton","4350","Sutton","49","4350",3746,"Decrease 0% to 19%"
"G4804370","1950","Texas","480","Swisher","4370","Swisher","49","4370",8249,"Increase 20% to 39%"
"G4804390","1950","Texas","480","Tarrant","4390","Tarrant","49","4390",361253,"Increase 60% to 79%"
"G4804410","1950","Texas","480","Taylor","4410","Taylor","49","4410",63370,"Increase 40% to 59%"
"G4804430","1950","Texas","480","Terrell","4430","Terrell","49","4430",3189,"Increase 0% to 19%"
"G4804450","1950","Texas","480","Terry","4450","Terry","49","4450",13107,"Increase 0% to 19%"
"G4804470","1950","Texas","480","Throckmorton","4470","Throckmorton","49","4470",3618,"Decrease 0% to 19%"
"G4804490","1950","Texas","480","Titus","4490","Titus","49","4490",17302,"Decrease 0% to 19%"
"G4804510","1950","Texas","480","Tom Green","4510","Tom Green","49","4510",58929,"Increase 40% to 59%"
"G4804530","1950","Texas","480","Travis","4530","Travis","49","4530",160980,"Increase 40% to 59%"
"G4804550","1950","Texas","480","Trinity","4550","Trinity","49","4550",10040,"Decrease 20% to 39%"
"G4804570","1950","Texas","480","Tyler","4570","Tyler","49","4570",11292,"Decrease 0% to 19%"
"G4804590","1950","Texas","480","Upshur","4590","Upshur","49","4590",20822,"Decrease 20% to 39%"
"G4804610","1950","Texas","480","Upton","4610","Upton","49","4610",5307,"Increase 20% to 39%"
"G4804630","1950","Texas","480","Uvalde","4630","Uvalde","49","4630",16015,"Increase 20% to 39%"
"G4804650","1950","Texas","480","Val Verde","4650","Val Verde","49","4650",16635,"Increase 0% to 19%"
"G4804670","1950","Texas","480","Van Zandt","4670","Van Zandt","49","4670",22593,"Decrease 20% to 39%"
"G4804690","1950","Texas","480","Victoria","4690","Victoria","49","4690",31241,"Increase 20% to 39%"
"G4804710","1950","Texas","480","Walker","4710","Walker","49","4710",20163,"Increase 0% to 19%"
"G4804730","1950","Texas","480","Waller","4730","Waller","49","4730",11961,"Increase 0% to 19%"
"G4804750","1950","Texas","480","Ward","4750","Ward","49","4750",13346,"Increase 20% to 39%"
"G4804770","1950","Texas","480","Washington","4770","Washington","49","4770",20542,"Decrease 0% to 19%"
"G4804790","1950","Texas","480","Webb","4790","Webb","49","4790",56141,"Increase 20% to 39%"
"G4804810","1950","Texas","480","Wharton","4810","Wharton","49","4810",36077,"Decrease 0% to 19%"
"G4804830","1950","Texas","480","Wheeler","4830","Wheeler","49","4830",10317,"Decrease 0% to 19%"
"G4804850","1950","Texas","480","Wichita","4850","Wichita","49","4850",98493,"Increase 20% to 39%"
"G4804870","1950","Texas","480","Wilbarger","4870","Wilbarger","49","4870",20552,"Increase 0% to 19%"
"G4804890","1950","Texas","480","Willacy","4890","Willacy","49","4890",20920,"Increase 40% to 59%"
"G4804910","1950","Texas","480","Williamson","4910","Williamson","49","4910",38853,"Decrease 0% to 19%"
"G4804930","1950","Texas","480","Wilson","4930","Wilson","49","4930",14672,"Decrease 0% to 19%"
"G4804950","1950","Texas","480","Winkler","4950","Winkler","49","4950",10064,"Increase 60% to 79%"
"G4804970","1950","Texas","480","Wise","4970","Wise","49","4970",16141,"Decrease 0% to 19%"
"G4804990","1950","Texas","480","Wood","4990","Wood","49","4990",21308,"Decrease 0% to 19%"
"G4805010","1950","Texas","480","Yoakum","5010","Yoakum","49","5010",4339,"Decrease 0% to 19%"
"G4805030","1950","Texas","480","Young","5030","Young","49","5030",16810,"Decrease 0% to 19%"
"G4805050","1950","Texas","480","Zapata","5050","Zapata","49","5050",4405,"Increase 0% to 19%"
"G4805070","1950","Texas","480","Zavala","5070","Zavala","49","5070",11201,"Decrease 0% to 19%"
"G4900010","1950","Utah","490","Beaver","0010","Beaver","67","10",4856,"Decrease 0% to 19%"
"G4900030","1950","Utah","490","Box Elder","0030","Box Elder","67","30",19734,"Increase 0% to 19%"
"G4900050","1950","Utah","490","Cache","0050","Cache","67","50",33536,"Increase 0% to 19%"
"G4900070","1950","Utah","490","Carbon","0070","Carbon","67","70",24901,"Increase 20% to 39%"
"G4900090","1950","Utah","490","Daggett","0090","Daggett","67","90",364,"Decrease 20% to 39%"
"G4900110","1950","Utah","490","Davis","0110","Davis","67","110",30867,"Increase 80% to 99%"
"G4900130","1950","Utah","490","Duchesne","0130","Duchesne","67","130",8134,"Decrease 0% to 19%"
"G4900150","1950","Utah","490","Emery","0150","Emery","67","150",6304,"Decrease 0% to 19%"
"G4900170","1950","Utah","490","Garfield","0170","Garfield","67","170",4151,"Decrease 20% to 39%"
"G4900190","1950","Utah","490","Grand","0190","Grand","67","190",1903,"Decrease 0% to 19%"
"G4900210","1950","Utah","490","Iron","0210","Iron","67","210",9642,"Increase 0% to 19%"
"G4900230","1950","Utah","490","Juab","0230","Juab","67","230",5981,"Decrease 0% to 19%"
"G4900250","1950","Utah","490","Kane","0250","Kane","67","250",2299,"Decrease 0% to 19%"
"G4900270","1950","Utah","490","Millard","0270","Millard","67","270",9387,"Decrease 0% to 19%"
"G4900290","1950","Utah","490","Morgan","0290","Morgan","67","290",2519,"Decrease 0% to 19%"
"G4900310","1950","Utah","490","Piute","0310","Piute","67","310",1911,"Decrease 0% to 19%"
"G4900330","1950","Utah","490","Rich","0330","Rich","67","330",1673,"Decrease 0% to 19%"
"G4900350","1950","Utah","490","Salt Lake","0350","Salt Lake","67","350",274895,"Increase 20% to 39%"
"G4900370","1950","Utah","490","San Juan","0370","San Juan","67","370",5315,"Increase 0% to 19%"
"G4900390","1950","Utah","490","Sanpete","0390","Sanpete","67","390",13891,"Decrease 0% to 19%"
"G4900410","1950","Utah","490","Sevier","0410","Sevier","67","410",12072,"Decrease 0% to 19%"
"G4900430","1950","Utah","490","Summit","0430","Summit","67","430",6745,"Decrease 20% to 39%"
"G4900450","1950","Utah","490","Tooele","0450","Tooele","67","450",14636,"Increase 60% to 79%"
"G4900470","1950","Utah","490","Uintah","0470","Uintah","67","470",10300,"Increase 0% to 19%"
"G4900490","1950","Utah","490","Utah","0490","Utah","67","490",81912,"Increase 40% to 59%"
"G4900510","1950","Utah","490","Wasatch","0510","Wasatch","67","510",5574,"Decrease 0% to 19%"
"G4900530","1950","Utah","490","Washington","0530","Washington","67","530",9836,"Increase 0% to 19%"
"G4900550","1950","Utah","490","Wayne","0550","Wayne","67","550",2205,"Decrease 0% to 19%"
"G4900570","1950","Utah","490","Weber","0570","Weber","67","570",83319,"Increase 40% to 59%"
"G5000010","1950","Vermont","500","Addison","0010","Addison","6","10",19442,"Increase 0% to 19%"
"G5000030","1950","Vermont","500","Bennington","0030","Bennington","6","30",24115,"Increase 0% to 19%"
"G5000050","1950","Vermont","500","Caledonia","0050","Caledonia","6","50",24049,"Decrease 0% to 19%"
"G5000070","1950","Vermont","500","Chittenden","0070","Chittenden","6","70",62570,"Increase 20% to 39%"
"G5000090","1950","Vermont","500","Essex","0090","Essex","6","90",6257,"Decrease 0% to 19%"
"G5000110","1950","Vermont","500","Franklin","0110","Franklin","6","110",29894,"Increase 0% to 19%"
"G5000130","1950","Vermont","500","Grand Isle","0130","Grand Isle","6","130",3406,"Decrease 0% to 19%"
"G5000150","1950","Vermont","500","Lamoille","0150","Lamoille","6","150",11388,"Increase 0% to 19%"
"G5000170","1950","Vermont","500","Orange","0170","Orange","6","170",17027,"Decrease 0% to 19%"
"G5000190","1950","Vermont","500","Orleans","0190","Orleans","6","190",21190,"Decrease 0% to 19%"
"G5000210","1950","Vermont","500","Rutland","0210","Rutland","6","210",45905,"Increase 0% to 19%"
"G5000230","1950","Vermont","500","Washington","0230","Washington","6","230",42870,"Increase 0% to 19%"
"G5000250","1950","Vermont","500","Windham","0250","Windham","6","250",28749,"Increase 0% to 19%"
"G5000270","1950","Vermont","500","Windsor","0270","Windsor","6","270",40885,"Increase 0% to 19%"
"G5100010","1950","Virginia","510","Accomack","0010","Accomack","40","10",33832,"Increase 0% to 19%"
"G5100030","1950","Virginia","510","Albemarle","0030","Albemarle","40","30",26662,
"G5100050","1950","Virginia","510","Alleghany","0050","Alleghany","40","50",23139,
"G5100070","1950","Virginia","510","Amelia","0070","Amelia","40","70",7908,"Decrease 0% to 19%"
"G5100090","1950","Virginia","510","Amherst","0090","Amherst","40","90",20332,"Increase 0% to 19%"
"G5100110","1950","Virginia","510","Appomattox","0110","Appomattox","40","110",8764,"Decrease 0% to 19%"
"G5100130","1950","Virginia","510","Arlington","0130","Arlington","40","130",135449,
"G5100150","1950","Virginia","510","Augusta","0150","Augusta","40","150",34154,
"G5100170","1950","Virginia","510","Bath","0170","Bath","40","170",6296,"Decrease 0% to 19%"
"G5100190","1950","Virginia","510","Bedford","0190","Bedford","40","190",29627,"Decrease 0% to 19%"
"G5100210","1950","Virginia","510","Bland","0210","Bland","40","210",6436,"Decrease 0% to 19%"
"G5100230","1950","Virginia","510","Botetourt","0230","Botetourt","40","230",15766,"Decrease 0% to 19%"
"G5100250","1950","Virginia","510","Brunswick","0250","Brunswick","40","250",20136,"Increase 0% to 19%"
"G5100270","1950","Virginia","510","Buchanan","0270","Buchanan","40","270",35748,"Increase 0% to 19%"
"G5100290","1950","Virginia","510","Buckingham","0290","Buckingham","40","290",12288,"Decrease 0% to 19%"
"G5100310","1950","Virginia","510","Campbell","0310","Campbell","40","310",28877,
"G5100330","1950","Virginia","510","Caroline","0330","Caroline","40","330",12471,"Decrease 0% to 19%"
"G5100350","1950","Virginia","510","Carroll","0350","Carroll","40","350",26695,"Increase 0% to 19%"
"G5100360","1950","Virginia","510","Charles City","0360","Charles City","40","360",4676,"Increase 0% to 19%"
"G5100370","1950","Virginia","510","Charlotte","0370","Charlotte","40","370",14057,"Decrease 0% to 19%"
"G5100410","1950","Virginia","510","Chesterfield","0410","Chesterfield","40","410",40400,
"G5100430","1950","Virginia","510","Clarke","0430","Clarke","40","430",7074,"Decrease 0% to 19%"
"G5100450","1950","Virginia","510","Craig","0450","Craig","40","450",3452,"Decrease 0% to 19%"
"G5100470","1950","Virginia","510","Culpeper","0470","Culpeper","40","470",13242,"Decrease 0% to 19%"
"G5100490","1950","Virginia","510","Cumberland","0490","Cumberland","40","490",7252,"Decrease 0% to 19%"
"G5100510","1950","Virginia","510","Dickenson","0510","Dickenson","40","510",23393,"Increase 0% to 19%"
"G5100530","1950","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",18839,
"G5100550","1950","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",55028,
"G5100570","1950","Virginia","510","Essex","0570","Essex","40","570",6530,"Decrease 0% to 19%"
"G5100590","1950","Virginia","510","Fairfax","0590","Fairfax","40","590",98557,
"G5100610","1950","Virginia","510","Fauquier","0610","Fauquier","40","610",21248,"Increase 0% to 19%"
"G5100630","1950","Virginia","510","Floyd","0630","Floyd","40","630",11351,"Decrease 0% to 19%"
"G5100650","1950","Virginia","510","Fluvanna","0650","Fluvanna","40","650",7121,"Increase 0% to 19%"
"G5100670","1950","Virginia","510","Franklin","0670","Franklin","40","670",24560,"Decrease 0% to 19%"
"G5100690","1950","Virginia","510","Frederick","0690","Frederick","40","690",17537,
"G5100710","1950","Virginia","510","Giles","0710","Giles","40","710",18956,"Increase 20% to 39%"
"G5100730","1950","Virginia","510","Gloucester","0730","Gloucester","40","730",10343,"Increase 0% to 19%"
"G5100750","1950","Virginia","510","Goochland","0750","Goochland","40","750",8934,"Increase 0% to 19%"
"G5100770","1950","Virginia","510","Grayson","0770","Grayson","40","770",21379,"Decrease 0% to 19%"
"G5100790","1950","Virginia","510","Greene","0790","Greene","40","790",4745,"Decrease 0% to 19%"
"G5100810","1950","Virginia","510","Greensville","0810","Greensville","40","810",16319,"Increase 0% to 19%"
"G5100830","1950","Virginia","510","Halifax","0830","Halifax","40","830",41442,"Increase 0% to 19%"
"G5100850","1950","Virginia","510","Hanover","0850","Hanover","40","850",21985,"Increase 0% to 19%"
"G5100870","1950","Virginia","510","Henrico","0870","Henrico","40","870",57340,
"G5100890","1950","Virginia","510","Henry","0890","Henry","40","890",31219,
"G5100910","1950","Virginia","510","Highland","0910","Highland","40","910",4069,"Decrease 0% to 19%"
"G5100930","1950","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",14906,"Increase 0% to 19%"
"G5100950","1950","Virginia","510","James City","0950","James City","40","950",6317,
"G5100970","1950","Virginia","510","King And Queen","0970","King And Queen","40","970",6299,"Decrease 0% to 19%"
"G5100990","1950","Virginia","510","King George","0990","King George","40","990",6710,"Increase 20% to 39%"
"G5101010","1950","Virginia","510","King William","1010","King William","40","1010",7589,"Decrease 0% to 19%"
"G5101030","1950","Virginia","510","Lancaster","1030","Lancaster","40","1030",8640,"Decrease 0% to 19%"
"G5101050","1950","Virginia","510","Lee","1050","Lee","40","1050",36106,"Decrease 0% to 19%"
"G5101070","1950","Virginia","510","Loudoun","1070","Loudoun","40","1070",21147,"Increase 0% to 19%"
"G5101090","1950","Virginia","510","Louisa","1090","Louisa","40","1090",12826,"Decrease 0% to 19%"
"G5101110","1950","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",14116,"Increase 0% to 19%"
"G5101130","1950","Virginia","510","Madison","1130","Madison","40","1130",8273,"Decrease 0% to 19%"
"G5101150","1950","Virginia","510","Mathews","1150","Matthews","40","1150",7148,"No change"
"G5101170","1950","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",33497,"Increase 0% to 19%"
"G5101190","1950","Virginia","510","Middlesex","1190","Middlesex","40","1190",6715,"Increase 0% to 19%"
"G5101210","1950","Virginia","510","Montgomery","1210","Montgomery","40","1210",29780,
"G5101230","1950","Virginia","510","Nansemond","1230","Nansemond","40","1230",25238,
"G5101250","1950","Virginia","510","Nelson","1250","Nelson","40","1250",14042,"Decrease 0% to 19%"
"G5101270","1950","Virginia","510","New Kent","1270","New Kent","40","1270",3995,"Decrease 0% to 19%"
"G5101290","1950","Virginia","510","Norfolk","1290","Norfolk","40","1290",99937,
"G5101310","1950","Virginia","510","Northampton","1310","Northampton","40","1310",17300,"Decrease 0% to 19%"
"G5101330","1950","Virginia","510","Northumberland","1330","Northumberland","40","1330",10012,"Decrease 0% to 19%"
"G5101350","1950","Virginia","510","Nottoway","1350","Nottoway","40","1350",15479,"Decrease 0% to 19%"
"G5101370","1950","Virginia","510","Orange","1370","Orange","40","1370",12755,"Increase 0% to 19%"
"G5101390","1950","Virginia","510","Page","1390","Page","40","1390",15152,"Increase 0% to 19%"
"G5101410","1950","Virginia","510","Patrick","1410","Patrick","40","1410",15642,"Decrease 0% to 19%"
"G5101430","1950","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",66096,
"G5101450","1950","Virginia","510","Powhatan","1450","Powhatan","40","1450",5556,"Decrease 0% to 19%"
"G5101470","1950","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",15398,"Increase 0% to 19%"
"G5101490","1950","Virginia","510","Prince George","1490","Prince George","40","1490",19679,
"G5101510","1950","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",42277,"Increase 100% or more"
"G5101530","1950","Virginia","510","Prince William","1530","Prince William","40","1530",22612,"Increase 20% to 39%"
"G5101550","1950","Virginia","510","Pulaski","1550","Pulaski","40","1550",27758,"Increase 20% to 39%"
"G5101570","1950","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",6112,"Decrease 0% to 19%"
"G5101590","1950","Virginia","510","Richmond","1590","Richmond","40","1590",6189,"Decrease 0% to 19%"
"G5101610","1950","Virginia","510","Roanoke","1610","Roanoke","40","1610",41486,
"G5101630","1950","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",23359,
"G5101650","1950","Virginia","510","Rockingham","1650","Rockingham","40","1650",35079,
"G5101670","1950","Virginia","510","Russell","1670","Russell","40","1670",26818,"Increase 0% to 19%"
"G5101690","1950","Virginia","510","Scott","1690","Scott","40","1690",27640,"Increase 0% to 19%"
"G5101710","1950","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",21169,"Increase 0% to 19%"
"G5101730","1950","Virginia","510","Smyth","1730","Smyth","40","1730",30187,"Increase 0% to 19%"
"G5101750","1950","Virginia","510","Southampton","1750","Southampton","40","1750",26522,"Increase 0% to 19%"
"G5101770","1950","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",11920,
"G5101790","1950","Virginia","510","Stafford","1790","Stafford","40","1790",11902,"Increase 20% to 39%"
"G5101810","1950","Virginia","510","Surry","1810","Surry","40","1810",6220,"Increase 0% to 19%"
"G5101830","1950","Virginia","510","Sussex","1830","Sussex","40","1830",12785,"Increase 0% to 19%"
"G5101850","1950","Virginia","510","Tazewell","1850","Tazewell","40","1850",47512,"Increase 0% to 19%"
"G5101870","1950","Virginia","510","Warren","1870","Warren","40","1870",14801,"Increase 20% to 39%"
"G5101890","1950","Virginia","510","Warwick","1890","Warwick","40","1875",39875,
"G5101910","1950","Virginia","510","Washington","1910","Washington","40","1910",37536,
"G5101930","1950","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",10148,"Increase 0% to 19%"
