GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B18001,B2Y001
"G2902250","1950","Missouri","290","Webster","2250","Webster","34","2250",15072,"Decrease 0% to 19%"
"G2902270","1950","Missouri","290","Worth","2270","Worth","34","2270",5120,"Decrease 0% to 19%"
"G2902290","1950","Missouri","290","Wright","2290","Wright","34","2290",15834,"Decrease 0% to 19%"
"G2905100","1950","Missouri","290","St Louis City","5100","St Louis City","34","5100",856796,"Increase 0% to 19%"
"G3000010","1950","Montana","300","Beaverhead","0010","Beaverhead","64","10",6671,"Decrease 0% to 19%"
"G3000030","1950","Montana","300","Big Horn","0030","Big Horn","64","30",9824,"Decrease 0% to 19%"
"G3000050","1950","Montana","300","Blaine","0050","Blaine","64","50",8516,"Decrease 0% to 19%"
"G3000070","1950","Montana","300","Broadwater","0070","Broadwater","64","70",2922,"Decrease 0% to 19%"
"G3000090","1950","Montana","300","Carbon","0090","Carbon","64","90",10241,"Decrease 0% to 19%"
"G3000110","1950","Montana","300","Carter","0110","Carter","64","110",2798,"Decrease 0% to 19%"
"G3000130","1950","Montana","300","Cascade","0130","Cascade","64","130",53027,"Increase 20% to 39%"
"G3000150","1950","Montana","300","Chouteau","0150","Chouteau","64","150",6974,"Decrease 0% to 19%"
"G3000170","1950","Montana","300","Custer","0170","Custer","64","170",12661,"Increase 20% to 39%"
"G3000190","1950","Montana","300","Daniels","0190","Daniels","64","190",3946,"Decrease 0% to 19%"
"G3000210","1950","Montana","300","Dawson","0210","Dawson","64","210",9092,"Increase 0% to 19%"
"G3000230","1950","Montana","300","Deer Lodge","0230","Deer Lodge","64","230",16553,"Increase 20% to 39%"
"G3000250","1950","Montana","300","Fallon","0250","Fallon","64","250",3660,"Decrease 0% to 19%"
"G3000270","1950","Montana","300","Fergus","0270","Fergus","64","270",14015,"Decrease 0% to 19%"
"G3000290","1950","Montana","300","Flathead","0290","Flathead","64","290",31495,"Increase 20% to 39%"
"G3000310","1950","Montana","300","Gallatin","0310","Gallatin","64","310",21902,"Increase 0% to 19%"
"G3000330","1950","Montana","300","Garfield","0330","Garfield","64","330",2172,"Decrease 0% to 19%"
"G3000350","1950","Montana","300","Glacier","0350","Glacier","64","350",9645,"Increase 0% to 19%"
"G3000370","1950","Montana","300","Golden Valley","0370","Golden Valley","64","370",1337,"Decrease 0% to 19%"
"G3000390","1950","Montana","300","Granite","0390","Granite","64","390",2773,"Decrease 0% to 19%"
"G3000410","1950","Montana","300","Hill","0410","Hill","64","410",14285,"Increase 0% to 19%"
"G3000430","1950","Montana","300","Jefferson","0430","Jefferson","64","430",4014,"Decrease 0% to 19%"
"G3000450","1950","Montana","300","Judith Basin","0450","Judith Basin","64","450",3200,"Decrease 0% to 19%"
"G3000470","1950","Montana","300","Lake","0470","Lake","64","470",13835,"Increase 0% to 19%"
"G3000490","1950","Montana","300","Lewis And Clark","0490","Lewis And Clark","64","490",24540,"Increase 0% to 19%"
"G3000510","1950","Montana","300","Liberty","0510","Liberty","64","510",2180,"Decrease 0% to 19%"
"G3000530","1950","Montana","300","Lincoln","0530","Lincoln","64","530",8693,"Increase 0% to 19%"
"G3000550","1950","Montana","300","McCone","0550","Mccone","64","550",3258,"Decrease 0% to 19%"
"G3000570","1950","Montana","300","Madison","0570","Madison","64","570",5998,"Decrease 0% to 19%"
"G3000590","1950","Montana","300","Meagher","0590","Meagher","64","590",2079,"Decrease 0% to 19%"
"G3000610","1950","Montana","300","Mineral","0610","Mineral","64","610",2081,"Decrease 0% to 19%"
"G3000630","1950","Montana","300","Missoula","0630","Missoula","64","630",35493,"Increase 20% to 39%"
"G3000650","1950","Montana","300","Musselshell","0650","Musselshell","64","650",5408,"Decrease 0% to 19%"
"G3000670","1950","Montana","300","Park","0670","Park","64","670",11999,"Increase 0% to 19%"
"G3000690","1950","Montana","300","Petroleum","0690","Petroleum","64","690",1026,"Decrease 0% to 19%"
"G3000710","1950","Montana","300","Phillips","0710","Phillips","64","710",6334,"Decrease 0% to 19%"
"G3000730","1950","Montana","300","Pondera","0730","Pondera","64","730",6392,"Decrease 0% to 19%"
"G3000750","1950","Montana","300","Powder River","0750","Powder River","64","750",2693,"Decrease 0% to 19%"
"G3000770","1950","Montana","300","Powell","0770","Powell","64","770",6301,"Increase 0% to 19%"
"G3000790","1950","Montana","300","Prairie","0790","Prairie","64","790",2377,"Decrease 0% to 19%"
"G3000810","1950","Montana","300","Ravalli","0810","Ravalli","64","810",13101,"Increase 0% to 19%"
"G3000830","1950","Montana","300","Richland","0830","Richland","64","830",10366,"Increase 0% to 19%"
"G3000850","1950","Montana","300","Roosevelt","0850","Roosevelt","64","850",9580,"Decrease 0% to 19%"
"G3000870","1950","Montana","300","Rosebud","0870","Rosebud","64","870",6570,"Increase 0% to 19%"
"G3000890","1950","Montana","300","Sanders","0890","Sanders","64","890",6983,"Increase 0% to 19%"
"G3000910","1950","Montana","300","Sheridan","0910","Sheridan","64","910",6674,"Decrease 0% to 19%"
"G3000930","1950","Montana","300","Silver Bow","0930","Silver Bow","64","930",48422,"Decrease 0% to 19%"
"G3000950","1950","Montana","300","Stillwater","0950","Stillwater","64","950",5416,"Decrease 0% to 19%"
"G3000970","1950","Montana","300","Sweet Grass","0970","Sweet Grass","64","970",3621,"Decrease 0% to 19%"
"G3000990","1950","Montana","300","Teton","0990","Teton","64","990",7232,"Increase 0% to 19%"
"G3001010","1950","Montana","300","Toole","1010","Toole","64","1010",6867,"Increase 0% to 19%"
"G3001030","1950","Montana","300","Treasure","1030","Treasure","64","1030",1402,"Decrease 0% to 19%"
"G3001050","1950","Montana","300","Valley","1050","Valley","64","1050",11353,"Decrease 20% to 39%"
"G3001070","1950","Montana","300","Wheatland","1070","Wheatland","64","1070",3187,"Decrease 0% to 19%"
"G3001090","1950","Montana","300","Wibaux","1090","Wibaux","64","1090",1907,"Decrease 0% to 19%"
"G3001110","1950","Montana","300","Yellowstone","1110","Yellowstone","64","1110",55875,"Increase 20% to 39%"
"G3001130","1950","Montana","300","Yellowstone National Park","1130","Yellowstone National Park","64","1130",58,"No change"
"G3100010","1950","Nebraska","310","Adams","0010","Adams","35","10",28855,"Increase 0% to 19%"
"G3100030","1950","Nebraska","310","Antelope","0030","Antelope","35","30",11624,"Decrease 0% to 19%"
"G3100050","1950","Nebraska","310","Arthur","0050","Arthur","35","50",803,"Decrease 20% to 39%"
"G3100070","1950","Nebraska","310","Banner","0070","Banner","35","70",1325,"Decrease 0% to 19%"
"G3100090","1950","Nebraska","310","Blaine","0090","Blaine","35","90",1203,"Decrease 20% to 39%"
"G3100110","1950","Nebraska","310","Boone","0110","Boone","35","110",10721,"Decrease 0% to 19%"
"G3100130","1950","Nebraska","310","Box Butte","0130","Box Butte","35","130",12279,"Increase 0% to 19%"
"G3100150","1950","Nebraska","310","Boyd","0150","Boyd","35","150",4911,"Decrease 0% to 19%"
"G3100170","1950","Nebraska","310","Brown","0170","Brown","35","170",5164,"Decrease 0% to 19%"
"G3100190","1950","Nebraska","310","Buffalo","0190","Buffalo","35","190",25134,"Increase 0% to 19%"
"G3100210","1950","Nebraska","310","Burt","0210","Burt","35","210",11536,"Decrease 0% to 19%"
"G3100230","1950","Nebraska","310","Butler","0230","Butler","35","230",11432,"Decrease 0% to 19%"
"G3100250","1950","Nebraska","310","Cass","0250","Cass","35","250",16361,"Decrease 0% to 19%"
"G3100270","1950","Nebraska","310","Cedar","0270","Cedar","35","270",13843,"Decrease 0% to 19%"
"G3100290","1950","Nebraska","310","Chase","0290","Chase","35","290",5176,"Decrease 0% to 19%"
"G3100310","1950","Nebraska","310","Cherry","0310","Cherry","35","310",8397,"Decrease 0% to 19%"
"G3100330","1950","Nebraska","310","Cheyenne","0330","Cheyenne","35","330",12081,"Increase 20% to 39%"
"G3100350","1950","Nebraska","310","Clay","0350","Clay","35","350",8700,"Decrease 0% to 19%"
"G3100370","1950","Nebraska","310","Colfax","0370","Colfax","35","370",10010,"Decrease 0% to 19%"
"G3100390","1950","Nebraska","310","Cuming","0390","Cuming","35","390",12994,"Decrease 0% to 19%"
"G3100410","1950","Nebraska","310","Custer","0410","Custer","35","410",19170,"Decrease 0% to 19%"
"G3100430","1950","Nebraska","310","Dakota","0430","Dakota","35","430",10401,"Increase 0% to 19%"
"G3100450","1950","Nebraska","310","Dawes","0450","Dawes","35","450",9708,"Decrease 0% to 19%"
"G3100470","1950","Nebraska","310","Dawson","0470","Dawson","35","470",19393,"Increase 0% to 19%"
"G3100490","1950","Nebraska","310","Deuel","0490","Deuel","35","490",3330,"Decrease 0% to 19%"
"G3100510","1950","Nebraska","310","Dixon","0510","Dixon","35","510",9129,"Decrease 0% to 19%"
"G3100530","1950","Nebraska","310","Dodge","0530","Dodge","35","530",26265,"Increase 0% to 19%"
"G3100550","1950","Nebraska","310","Douglas","0550","Douglas","35","550",281020,"Increase 0% to 19%"
"G3100570","1950","Nebraska","310","Dundy","0570","Dundy","35","570",4354,"Decrease 0% to 19%"
"G3100590","1950","Nebraska","310","Fillmore","0590","Fillmore","35","590",9610,"Decrease 0% to 19%"
"G3100610","1950","Nebraska","310","Franklin","0610","Franklin","35","610",7096,"Decrease 0% to 19%"
"G3100630","1950","Nebraska","310","Frontier","0630","Frontier","35","630",5282,"Decrease 0% to 19%"
"G3100650","1950","Nebraska","310","Furnas","0650","Furnas","35","650",9385,"Decrease 0% to 19%"
"G3100670","1950","Nebraska","310","Gage","0670","Gage","35","670",28052,"Decrease 0% to 19%"
"G3100690","1950","Nebraska","310","Garden","0690","Garden","35","690",4114,"Decrease 0% to 19%"
"G3100710","1950","Nebraska","310","Garfield","0710","Garfield","35","710",2912,"Decrease 0% to 19%"
"G3100730","1950","Nebraska","310","Gosper","0730","Gosper","35","730",2734,"Decrease 20% to 39%"
"G3100750","1950","Nebraska","310","Grant","0750","Grant","35","750",1057,"Decrease 20% to 39%"
"G3100770","1950","Nebraska","310","Greeley","0770","Greeley","35","770",5575,"Decrease 0% to 19%"
"G3100790","1950","Nebraska","310","Hall","0790","Hall","35","790",32186,"Increase 0% to 19%"
"G3100810","1950","Nebraska","310","Hamilton","0810","Hamilton","35","810",8778,"Decrease 0% to 19%"
"G3100830","1950","Nebraska","310","Harlan","0830","Harlan","35","830",7189,"Increase 0% to 19%"
"G3100850","1950","Nebraska","310","Hayes","0850","Hayes","35","850",2404,"Decrease 0% to 19%"
"G3100870","1950","Nebraska","310","Hitchcock","0870","Hitchcock","35","870",5867,"Decrease 0% to 19%"
"G3100890","1950","Nebraska","310","Holt","0890","Holt","35","890",14859,"Decrease 0% to 19%"
"G3100910","1950","Nebraska","310","Hooker","0910","Hooker","35","910",1061,"Decrease 0% to 19%"
"G3100930","1950","Nebraska","310","Howard","0930","Howard","35","930",7226,"Decrease 0% to 19%"
"G3100950","1950","Nebraska","310","Jefferson","0950","Jefferson","35","950",13623,"Decrease 0% to 19%"
"G3100970","1950","Nebraska","310","Johnson","0970","Johnson","35","970",7251,"Decrease 0% to 19%"
"G3100990","1950","Nebraska","310","Kearney","0990","Kearney","35","990",6409,"Decrease 0% to 19%"
"G3101010","1950","Nebraska","310","Keith","1010","Keith","35","1010",7449,"Decrease 0% to 19%"
"G3101030","1950","Nebraska","310","Keya Paha","1030","Keya Paha","35","1030",2160,"Decrease 20% to 39%"
"G3101050","1950","Nebraska","310","Kimball","1050","Kimball","35","1050",4283,"Increase 0% to 19%"
"G3101070","1950","Nebraska","310","Knox","1070","Knox","35","1070",14820,"Decrease 0% to 19%"
"G3101090","1950","Nebraska","310","Lancaster","1090","Lancaster","35","1090",119742,"Increase 0% to 19%"
"G3101110","1950","Nebraska","310","Lincoln","1110","Lincoln","35","1110",27380,"Increase 0% to 19%"
"G3101130","1950","Nebraska","310","Logan","1130","Logan","35","1130",1357,"Decrease 20% to 39%"
"G3101150","1950","Nebraska","310","Loup","1150","Loup","35","1150",1348,"Decrease 20% to 39%"
"G3101170","1950","Nebraska","310","McPherson","1170","Mcpherson","35","1170",825,"Decrease 20% to 39%"
"G3101190","1950","Nebraska","310","Madison","1190","Madison","35","1190",24338,"Increase 0% to 19%"
"G3101210","1950","Nebraska","310","Merrick","1210","Merrick","35","1210",8812,"Decrease 0% to 19%"
"G3101230","1950","Nebraska","310","Morrill","1230","Morrill","35","1230",8263,"Decrease 0% to 19%"
"G3101250","1950","Nebraska","310","Nance","1250","Nance","35","1250",6512,"Decrease 0% to 19%"
"G3101270","1950","Nebraska","310","Nemaha","1270","Nemaha","35","1270",10973,"Decrease 0% to 19%"
"G3101290","1950","Nebraska","310","Nuckolls","1290","Nuckolls","35","1290",9609,"Decrease 0% to 19%"
"G3101310","1950","Nebraska","310","Otoe","1310","Otoe","35","1310",17056,"Decrease 0% to 19%"
"G3101330","1950","Nebraska","310","Pawnee","1330","Pawnee","35","1330",6744,"Decrease 20% to 39%"
"G3101350","1950","Nebraska","310","Perkins","1350","Perkins","35","1350",4809,"Decrease 0% to 19%"
"G3101370","1950","Nebraska","310","Phelps","1370","Phelps","35","1370",9048,"Increase 0% to 19%"
"G3101390","1950","Nebraska","310","Pierce","1390","Pierce","35","1390",9405,"Decrease 0% to 19%"
"G3101410","1950","Nebraska","310","Platte","1410","Platte","35","1410",19910,"Decrease 0% to 19%"
"G3101430","1950","Nebraska","310","Polk","1430","Polk","35","1430",8044,"Decrease 0% to 19%"
"G3101450","1950","Nebraska","310","Red Willow","1450","Red Willow","35","1450",12977,"Increase 0% to 19%"
"G3101470","1950","Nebraska","310","Richardson","1470","Richardson","35","1470",16886,"Decrease 0% to 19%"
"G3101490","1950","Nebraska","310","Rock","1490","Rock","35","1490",3026,"Decrease 20% to 39%"
"G3101510","1950","Nebraska","310","Saline","1510","Saline","35","1510",14046,"Decrease 0% to 19%"
"G3101530","1950","Nebraska","310","Sarpy","1530","Sarpy","35","1530",15693,"Increase 40% to 59%"
"G3101550","1950","Nebraska","310","Saunders","1550","Saunders","35","1550",16923,"Decrease 0% to 19%"
"G3101570","1950","Nebraska","310","Scotts Bluff","1570","Scotts Bluff","35","1570",33939,"Increase 0% to 19%"
"G3101590","1950","Nebraska","310","Seward","1590","Seward","35","1590",13155,"Decrease 0% to 19%"
"G3101610","1950","Nebraska","310","Sheridan","1610","Sheridan","35","1610",9539,"Decrease 0% to 19%"
"G3101630","1950","Nebraska","310","Sherman","1630","Sherman","35","1630",6421,"Decrease 0% to 19%"
"G3101650","1950","Nebraska","310","Sioux","1650","Sioux","35","1650",3124,"Decrease 20% to 39%"
"G3101670","1950","Nebraska","310","Stanton","1670","Stanton","35","1670",6387,"Decrease 0% to 19%"
"G3101690","1950","Nebraska","310","Thayer","1690","Thayer","35","1690",10563,"Decrease 0% to 19%"
"G3101710","1950","Nebraska","310","Thomas","1710","Thomas","35","1710",1206,"Decrease 20% to 39%"
"G3101730","1950","Nebraska","310","Thurston","1730","Thurston","35","1730",8590,"Decrease 0% to 19%"
"G3101750","1950","Nebraska","310","Valley","1750","Valley","35","1750",7252,"Decrease 0% to 19%"
"G3101770","1950","Nebraska","310","Washington","1770","Washington","35","1770",11511,"Decrease 0% to 19%"
"G3101790","1950","Nebraska","310","Wayne","1790","Wayne","35","1790",10129,"Increase 0% to 19%"
"G3101810","1950","Nebraska","310","Webster","1810","Webster","35","1810",7395,"Decrease 0% to 19%"
"G3101830","1950","Nebraska","310","Wheeler","1830","Wheeler","35","1830",1526,"Decrease 20% to 39%"
"G3101850","1950","Nebraska","310","York","1850","York","35","1850",14346,"Decrease 0% to 19%"
"G3200010","1950","Nevada","320","Churchill","0010","Churchill","65","10",6161,"Increase 0% to 19%"
"G3200030","1950","Nevada","320","Clark","0030","Clark","65","30",48289,"Increase 100% or more"
"G3200050","1950","Nevada","320","Douglas","0050","Douglas","65","50",2029,"Decrease 0% to 19%"
"G3200070","1950","Nevada","320","Elko","0070","Elko","65","70",11654,"Increase 0% to 19%"
"G3200090","1950","Nevada","320","Esmeralda","0090","Esmeralda","65","90",614,"Decrease 40% or more"
"G3200110","1950","Nevada","320","Eureka","0110","Eureka","65","110",896,"Decrease 20% to 39%"
"G3200130","1950","Nevada","320","Humboldt","0130","Humboldt","65","130",4838,"Increase 0% to 19%"
"G3200150","1950","Nevada","320","Lander","0150","Lander","65","150",1850,"Increase 0% to 19%"
"G3200170","1950","Nevada","320","Lincoln","0170","Lincoln","65","170",3837,"Decrease 0% to 19%"
"G3200190","1950","Nevada","320","Lyon","0190","Lyon","65","190",3679,"Decrease 0% to 19%"
"G3200210","1950","Nevada","320","Mineral","0210","Mineral","65","210",5560,"Increase 100% or more"
"G3200230","1950","Nevada","320","Nye","0230","Nye","65","230",3101,"Decrease 0% to 19%"
"G3200250","1950","Nevada","320","Ormsby","0250","Ormsby","65","250",4172,"Increase 20% to 39%"
"G3200270","1950","Nevada","320","Pershing","0270","Pershing","65","270",3103,"Increase 0% to 19%"
"G3200290","1950","Nevada","320","Storey","0290","Storey","65","290",671,"Decrease 40% or more"
"G3200310","1950","Nevada","320","Washoe","0310","Washoe","65","310",50205,"Increase 40% to 59%"
"G3200330","1950","Nevada","320","White Pine","0330","White Pine","65","330",9424,"Decrease 20% to 39%"
"G3300010","1950","New Hampshire","330","Belknap","0010","Belknap","4","10",26632,"Increase 0% to 19%"
"G3300030","1950","New Hampshire","330","Carroll","0030","Carroll","4","30",15868,"Increase 0% to 19%"
"G3300050","1950","New Hampshire","330","Cheshire","0050","Cheshire","4","50",38811,"Increase 0% to 19%"
"G3300070","1950","New Hampshire","330","Coos","0070","Coos","4","70",35932,"Decrease 0% to 19%"
"G3300090","1950","New Hampshire","330","Grafton","0090","Grafton","4","90",47923,"Increase 0% to 19%"
"G3300110","1950","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",156987,"Increase 0% to 19%"
"G3300130","1950","New Hampshire","330","Merrimack","0130","Merrimack","4","130",63022,"Increase 0% to 19%"
"G3300150","1950","New Hampshire","330","Rockingham","0150","Rockingham","4","150",70059,"Increase 20% to 39%"
"G3300170","1950","New Hampshire","330","Strafford","0170","Strafford","4","170",51567,"Increase 0% to 19%"
"G3300190","1950","New Hampshire","330","Sullivan","0190","Sullivan","4","190",26441,"Increase 0% to 19%"
"G3400010","1950","New Jersey","340","Atlantic","0010","Atlantic","12","10",132399,"Increase 0% to 19%"
"G3400030","1950","New Jersey","340","Bergen","0030","Bergen","12","30",539139,"Increase 20% to 39%"
"G3400050","1950","New Jersey","340","Burlington","0050","Burlington","12","50",135910,"Increase 40% to 59%"
"G3400070","1950","New Jersey","340","Camden","0070","Camden","12","70",300743,"Increase 0% to 19%"
"G3400090","1950","New Jersey","340","Cape May","0090","Cape May","12","90",37131,"Increase 20% to 39%"
"G3400110","1950","New Jersey","340","Cumberland","0110","Cumberland","12","110",88597,"Increase 20% to 39%"
"G3400130","1950","New Jersey","340","Essex","0130","Essex","12","130",905949,"Increase 0% to 19%"
"G3400150","1950","New Jersey","340","Gloucester","0150","Gloucester","12","150",91727,"Increase 20% to 39%"
"G3400170","1950","New Jersey","340","Hudson","0170","Hudson","12","170",647437,"Decrease 0% to 19%"
"G3400190","1950","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",42736,"Increase 0% to 19%"
"G3400210","1950","New Jersey","340","Mercer","0210","Mercer","12","210",229781,"Increase 0% to 19%"
"G3400230","1950","New Jersey","340","Middlesex","0230","Middlesex","12","230",264872,"Increase 20% to 39%"
"G3400250","1950","New Jersey","340","Monmouth","0250","Monmouth","12","250",225327,"Increase 20% to 39%"
"G3400270","1950","New Jersey","340","Morris","0270","Morris","12","270",164371,"Increase 20% to 39%"
"G3400290","1950","New Jersey","340","Ocean","0290","Ocean","12","290",56622,"Increase 40% to 59%"
"G3400310","1950","New Jersey","340","Passaic","0310","Passaic","12","310",337093,"Increase 0% to 19%"
"G3400330","1950","New Jersey","340","Salem","0330","Salem","12","330",49508,"Increase 0% to 19%"
"G3400350","1950","New Jersey","340","Somerset","0350","Somerset","12","350",99052,"Increase 20% to 39%"
"G3400370","1950","New Jersey","340","Sussex","0370","Sussex","12","370",34423,"Increase 0% to 19%"
"G3400390","1950","New Jersey","340","Union","0390","Union","12","390",398138,"Increase 20% to 39%"
"G3400410","1950","New Jersey","340","Warren","0410","Warren","12","410",54374,"Increase 0% to 19%"
"G3500010","1950","New Mexico","350","Bernalillo","0010","Bernalillo","66","10",145673,"Increase 100% or more"
"G3500030","1950","New Mexico","350","Catron","0030","Catron","66","30",3533,"Decrease 20% to 39%"
"G3500050","1950","New Mexico","350","Chaves","0050","Chaves","66","50",40605,"Increase 60% to 79%"
"G3500070","1950","New Mexico","350","Colfax","0070","Colfax","66","70",16761,"Decrease 0% to 19%"
"G3500090","1950","New Mexico","350","Curry","0090","Curry","66","90",23351,"Increase 20% to 39%"
"G3500110","1950","New Mexico","350","De Baca","0110","De Baca","66","110",3464,"Decrease 0% to 19%"
"G3500130","1950","New Mexico","350","Dona Ana","0130","Dona Ana","66","130",39557,"Increase 20% to 39%"
"G3500150","1950","New Mexico","350","Eddy","0150","Eddy","66","150",40640,"Increase 60% to 79%"
"G3500170","1950","New Mexico","350","Grant","0170","Grant","66","170",21649,"Increase 0% to 19%"
"G3500190","1950","New Mexico","350","Guadalupe","0190","Guadalupe","66","190",6772,"Decrease 20% to 39%"
"G3500210","1950","New Mexico","350","Harding","0210","Harding","66","210",3013,"Decrease 20% to 39%"
"G3500230","1950","New Mexico","350","Hidalgo","0230","Hidalgo","66","230",5095,"Increase 0% to 19%"
"G3500250","1950","New Mexico","350","Lea","0250","Lea","66","250",30717,"Increase 40% to 59%"
"G3500270","1950","New Mexico","350","Lincoln","0270","Lincoln","66","270",7409,"Decrease 0% to 19%"
"G3500280","1950","New Mexico","350","Los Alamos","0280","Los Alamos","66","280",10476,"No change"
"G3500290","1950","New Mexico","350","Luna","0290","Luna","66","290",8753,"Increase 20% to 39%"
"G3500310","1950","New Mexico","350","McKinley","0310","Mckinley","66","310",27451,"Increase 0% to 19%"
"G3500330","1950","New Mexico","350","Mora","0330","Mora","66","330",8720,"Decrease 20% to 39%"
"G3500350","1950","New Mexico","350","Otero","0350","Otero","66","350",14909,"Increase 40% to 59%"
"G3500370","1950","New Mexico","350","Quay","0370","Quay","66","370",13971,"Increase 0% to 19%"
"G3500390","1950","New Mexico","350","Rio Arriba","0390","Rio Arriba","66","390",24997,"Decrease 0% to 19%"
"G3500410","1950","New Mexico","350","Roosevelt","0410","Roosevelt","66","410",16409,"Increase 0% to 19%"
"G3500430","1950","New Mexico","350","Sandoval","0430","Sandoval","66","430",12438,"Decrease 0% to 19%"
"G3500450","1950","New Mexico","350","San Juan","0450","San Juan","66","450",18292,"Increase 0% to 19%"
"G3500470","1950","New Mexico","350","San Miguel","0470","San Miguel","66","470",26512,"Decrease 0% to 19%"
"G3500490","1950","New Mexico","350","Santa Fe","0490","Santa Fe","66","490",38153,"Increase 20% to 39%"
"G3500510","1950","New Mexico","350","Sierra","0510","Sierra","66","510",7186,"Increase 0% to 19%"
"G3500530","1950","New Mexico","350","Socorro","0530","Socorro","66","530",9670,"Decrease 0% to 19%"
"G3500550","1950","New Mexico","350","Taos","0550","Taos","66","550",17146,"Decrease 0% to 19%"
"G3500570","1950","New Mexico","350","Torrance","0570","Torrance","66","570",8012,"Decrease 20% to 39%"
"G3500590","1950","New Mexico","350","Union","0590","Union","66","590",7372,"Decrease 0% to 19%"
"G3500610","1950","New Mexico","350","Valencia","0610","Valencia","66","610",22481,"Increase 0% to 19%"
"G3600010","1950","New York","360","Albany","0010","Albany","13","10",239386,"Increase 0% to 19%"
"G3600030","1950","New York","360","Allegany","0030","Allegany","13","30",43784,"Increase 0% to 19%"
"G3600050","1950","New York","360","Bronx","0050","Bronx","13","50",1451277,"Increase 0% to 19%"
"G3600070","1950","New York","360","Broome","0070","Broome","13","70",184698,"Increase 0% to 19%"
"G3600090","1950","New York","360","Cattaraugus","0090","Cattaraugus","13","90",77901,"Increase 0% to 19%"
"G3600110","1950","New York","360","Cayuga","0110","Cayuga","13","110",70136,"Increase 0% to 19%"
"G3600130","1950","New York","360","Chautauqua","0130","Chautauqua","13","130",135189,"Increase 0% to 19%"
"G3600150","1950","New York","360","Chemung","0150","Chemung","13","150",86827,"Increase 0% to 19%"
"G3600170","1950","New York","360","Chenango","0170","Chenango","13","170",39138,"Increase 0% to 19%"
"G3600190","1950","New York","360","Clinton","0190","Clinton","13","190",53622,"Decrease 0% to 19%"
"G3600210","1950","New York","360","Columbia","0210","Columbia","13","210",43182,"Increase 0% to 19%"
"G3600230","1950","New York","360","Cortland","0230","Cortland","13","230",37158,"Increase 0% to 19%"
"G3600250","1950","New York","360","Delaware","0250","Delaware","13","250",44420,"Increase 0% to 19%"
"G3600270","1950","New York","360","Dutchess","0270","Dutchess","13","270",136781,"Increase 0% to 19%"
"G3600290","1950","New York","360","Erie","0290","Erie","13","290",899238,"Increase 0% to 19%"
"G3600310","1950","New York","360","Essex","0310","Essex","13","310",35086,"Increase 0% to 19%"
"G3600330","1950","New York","360","Franklin","0330","Franklin","13","330",44830,"Increase 0% to 19%"
"G3600350","1950","New York","360","Fulton","0350","Fulton","13","350",51021,"Increase 0% to 19%"
"G3600370","1950","New York","360","Genesee","0370","Genesee","13","370",47584,"Increase 0% to 19%"
"G3600390","1950","New York","360","Greene","0390","Greene","13","390",28745,"Increase 0% to 19%"
"G3600410","1950","New York","360","Hamilton","0410","Hamilton","13","410",4105,"Decrease 0% to 19%"
"G3600430","1950","New York","360","Herkimer","0430","Herkimer","13","430",61407,"Increase 0% to 19%"
"G3600450","1950","New York","360","Jefferson","0450","Jefferson","13","450",85521,"Increase 0% to 19%"
"G3600470","1950","New York","360","Kings","0470","Kings","13","470",2738175,"Increase 0% to 19%"
"G3600490","1950","New York","360","Lewis","0490","Lewis","13","490",22521,"Decrease 0% to 19%"
"G3600510","1950","New York","360","Livingston","0510","Livingston","13","510",40257,"Increase 0% to 19%"
"G3600530","1950","New York","360","Madison","0530","Madison","13","530",46214,"Increase 0% to 19%"
"G3600550","1950","New York","360","Monroe","0550","Monroe","13","550",487632,"Increase 0% to 19%"
"G3600570","1950","New York","360","Montgomery","0570","Montgomery","13","570",59594,"Increase 0% to 19%"
"G3600590","1950","New York","360","Nassau","0590","Nassau","13","590",672765,"Increase 60% to 79%"
"G3600610","1950","New York","360","New York","0610","New York","13","610",1960101,"Increase 0% to 19%"
"G3600630","1950","New York","360","Niagara","0630","Niagara","13","630",189992,"Increase 0% to 19%"
"G3600650","1950","New York","360","Oneida","0650","Oneida","13","650",222855,"Increase 0% to 19%"
"G3600670","1950","New York","360","Onondaga","0670","Onondaga","13","670",341719,"Increase 0% to 19%"
"G3600690","1950","New York","360","Ontario","0690","Ontario","13","690",60172,"Increase 0% to 19%"
"G3600710","1950","New York","360","Orange","0710","Orange","13","710",152255,"Increase 0% to 19%"
"G3600730","1950","New York","360","Orleans","0730","Orleans","13","730",29832,"Increase 0% to 19%"
"G3600750","1950","New York","360","Oswego","0750","Oswego","13","750",77181,"Increase 0% to 19%"
"G3600770","1950","New York","360","Otsego","0770","Otsego","13","770",50763,"Increase 0% to 19%"
"G3600790","1950","New York","360","Putnam","0790","Putnam","13","790",20307,"Increase 20% to 39%"
"G3600810","1950","New York","360","Queens","0810","Queens","13","810",1550849,"Increase 0% to 19%"
"G3600830","1950","New York","360","Rensselaer","0830","Rensselaer","13","830",132607,"Increase 0% to 19%"
"G3600850","1950","New York","360","Richmond","0850","Richmond","13","850",191555,"Increase 0% to 19%"
"G3600870","1950","New York","360","Rockland","0870","Rockland","13","870",89276,"Increase 20% to 39%"
"G3600890","1950","New York","360","St Lawrence","0890","St Lawrence","13","890",98897,"Increase 0% to 19%"
