GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BDP001,BEQ001
"G3100990","1930","Nebraska","310","Kearney","0990","Kearney","35","990",8094,8094
"G3101010","1930","Nebraska","310","Keith","1010","Keith","35","1010",6721,6721
"G3101030","1930","Nebraska","310","Keya Paha","1030","Keya Paha","35","1030",3203,3203
"G3101050","1930","Nebraska","310","Kimball","1050","Kimball","35","1050",4675,4675
"G3101070","1930","Nebraska","310","Knox","1070","Knox","35","1070",19110,19110
"G3101090","1930","Nebraska","310","Lancaster","1090","Lancaster","35","1090",100324,100324
"G3101110","1930","Nebraska","310","Lincoln","1110","Lincoln","35","1110",25627,25627
"G3101130","1930","Nebraska","310","Logan","1130","Logan","35","1130",2014,2014
"G3101150","1930","Nebraska","310","Loup","1150","Loup","35","1150",1818,1818
"G3101170","1930","Nebraska","310","McPherson","1170","Mcpherson","35","1170",1358,1358
"G3101190","1930","Nebraska","310","Madison","1190","Madison","35","1190",26037,26037
"G3101210","1930","Nebraska","310","Merrick","1210","Merrick","35","1210",10619,10619
"G3101230","1930","Nebraska","310","Morrill","1230","Morrill","35","1230",9950,9950
"G3101250","1930","Nebraska","310","Nance","1250","Nance","35","1250",8718,8718
"G3101270","1930","Nebraska","310","Nemaha","1270","Nemaha","35","1270",12356,12356
"G3101290","1930","Nebraska","310","Nuckolls","1290","Nuckolls","35","1290",12629,12629
"G3101310","1930","Nebraska","310","Otoe","1310","Otoe","35","1310",19901,19901
"G3101330","1930","Nebraska","310","Pawnee","1330","Pawnee","35","1330",9423,9423
"G3101350","1930","Nebraska","310","Perkins","1350","Perkins","35","1350",5834,5834
"G3101370","1930","Nebraska","310","Phelps","1370","Phelps","35","1370",9261,9261
"G3101390","1930","Nebraska","310","Pierce","1390","Pierce","35","1390",11080,11080
"G3101410","1930","Nebraska","310","Platte","1410","Platte","35","1410",21181,21181
"G3101430","1930","Nebraska","310","Polk","1430","Polk","35","1430",10092,10092
"G3101450","1930","Nebraska","310","Red Willow","1450","Red Willow","35","1450",13859,13859
"G3101470","1930","Nebraska","310","Richardson","1470","Richardson","35","1470",19826,19826
"G3101490","1930","Nebraska","310","Rock","1490","Rock","35","1490",3366,3366
"G3101510","1930","Nebraska","310","Saline","1510","Saline","35","1510",16356,16356
"G3101530","1930","Nebraska","310","Sarpy","1530","Sarpy","35","1530",10402,10402
"G3101550","1930","Nebraska","310","Saunders","1550","Saunders","35","1550",20167,20167
"G3101570","1930","Nebraska","310","Scotts Bluff","1570","Scotts Bluff","35","1570",28644,28644
"G3101590","1930","Nebraska","310","Seward","1590","Seward","35","1590",15938,15938
"G3101610","1930","Nebraska","310","Sheridan","1610","Sheridan","35","1610",10793,10793
"G3101630","1930","Nebraska","310","Sherman","1630","Sherman","35","1630",9122,9122
"G3101650","1930","Nebraska","310","Sioux","1650","Sioux","35","1650",4667,4667
"G3101670","1930","Nebraska","310","Stanton","1670","Stanton","35","1670",7809,7809
"G3101690","1930","Nebraska","310","Thayer","1690","Thayer","35","1690",13684,13684
"G3101710","1930","Nebraska","310","Thomas","1710","Thomas","35","1710",1510,1510
"G3101730","1930","Nebraska","310","Thurston","1730","Thurston","35","1730",10462,10462
"G3101750","1930","Nebraska","310","Valley","1750","Valley","35","1750",9533,9533
"G3101770","1930","Nebraska","310","Washington","1770","Washington","35","1770",12095,12095
"G3101790","1930","Nebraska","310","Wayne","1790","Wayne","35","1790",10566,10566
"G3101810","1930","Nebraska","310","Webster","1810","Webster","35","1810",10210,10210
"G3101830","1930","Nebraska","310","Wheeler","1830","Wheeler","35","1830",2335,2335
"G3101850","1930","Nebraska","310","York","1850","York","35","1850",17239,17239
"G3200010","1930","Nevada","320","Churchill","0010","Churchill","65","10",5075,5075
"G3200030","1930","Nevada","320","Clark","0030","Clark","65","30",8532,8532
"G3200050","1930","Nevada","320","Douglas","0050","Douglas","65","50",1840,1840
"G3200070","1930","Nevada","320","Elko","0070","Elko","65","70",9960,9960
"G3200090","1930","Nevada","320","Esmeralda","0090","Esmeralda","65","90",1077,1077
"G3200110","1930","Nevada","320","Eureka","0110","Eureka","65","110",1333,1333
"G3200130","1930","Nevada","320","Humboldt","0130","Humboldt","65","130",3795,3795
"G3200150","1930","Nevada","320","Lander","0150","Lander","65","150",1714,1714
"G3200170","1930","Nevada","320","Lincoln","0170","Lincoln","65","170",3601,3601
"G3200190","1930","Nevada","320","Lyon","0190","Lyon","65","190",3810,3810
"G3200210","1930","Nevada","320","Mineral","0210","Mineral","65","210",1863,1863
"G3200230","1930","Nevada","320","Nye","0230","Nye","65","230",3989,3989
"G3200250","1930","Nevada","320","Ormsby","0250","Ormsby","65","250",2221,2221
"G3200270","1930","Nevada","320","Pershing","0270","Pershing","65","270",2652,2652
"G3200290","1930","Nevada","320","Storey","0290","Storey","65","290",667,667
"G3200310","1930","Nevada","320","Washoe","0310","Washoe","65","310",27158,27158
"G3200330","1930","Nevada","320","White Pine","0330","White Pine","65","330",11771,11771
"G3300010","1930","New Hampshire","330","Belknap","0010","Belknap","4","10",22623,22623
"G3300030","1930","New Hampshire","330","Carroll","0030","Carroll","4","30",14277,14277
"G3300050","1930","New Hampshire","330","Cheshire","0050","Cheshire","4","50",33685,33685
"G3300070","1930","New Hampshire","330","Coos","0070","Coos","4","70",38959,38959
"G3300090","1930","New Hampshire","330","Grafton","0090","Grafton","4","90",42816,42816
"G3300110","1930","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",140165,140165
"G3300130","1930","New Hampshire","330","Merrimack","0130","Merrimack","4","130",56152,56152
"G3300150","1930","New Hampshire","330","Rockingham","0150","Rockingham","4","150",53750,53750
"G3300170","1930","New Hampshire","330","Strafford","0170","Strafford","4","170",38580,38580
"G3300190","1930","New Hampshire","330","Sullivan","0190","Sullivan","4","190",24286,24286
"G3400010","1930","New Jersey","340","Atlantic","0010","Atlantic","12","10",124823,124823
"G3400030","1930","New Jersey","340","Bergen","0030","Bergen","12","30",364977,364977
"G3400050","1930","New Jersey","340","Burlington","0050","Burlington","12","50",93541,93541
"G3400070","1930","New Jersey","340","Camden","0070","Camden","12","70",252312,252312
"G3400090","1930","New Jersey","340","Cape May","0090","Cape May","12","90",29486,29486
"G3400110","1930","New Jersey","340","Cumberland","0110","Cumberland","12","110",69895,69895
"G3400130","1930","New Jersey","340","Essex","0130","Essex","12","130",833513,833513
"G3400150","1930","New Jersey","340","Gloucester","0150","Gloucester","12","150",70802,70802
"G3400170","1930","New Jersey","340","Hudson","0170","Hudson","12","170",690730,690730
"G3400190","1930","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",34728,34728
"G3400210","1930","New Jersey","340","Mercer","0210","Mercer","12","210",187143,187143
"G3400230","1930","New Jersey","340","Middlesex","0230","Middlesex","12","230",212208,212208
"G3400250","1930","New Jersey","340","Monmouth","0250","Monmouth","12","250",147209,147209
"G3400270","1930","New Jersey","340","Morris","0270","Morris","12","270",110445,110445
"G3400290","1930","New Jersey","340","Ocean","0290","Ocean","12","290",33069,33069
"G3400310","1930","New Jersey","340","Passaic","0310","Passaic","12","310",302129,302129
"G3400330","1930","New Jersey","340","Salem","0330","Salem","12","330",36834,36834
"G3400350","1930","New Jersey","340","Somerset","0350","Somerset","12","350",65132,65132
"G3400370","1930","New Jersey","340","Sussex","0370","Sussex","12","370",27830,27830
"G3400390","1930","New Jersey","340","Union","0390","Union","12","390",305209,305209
"G3400410","1930","New Jersey","340","Warren","0410","Warren","12","410",49319,49319
"G3500010","1930","New Mexico","350","Bernalillo","0010","Bernalillo","66","10",45430,45430
"G3500030","1930","New Mexico","350","Catron","0030","Catron","66","30",3282,3282
"G3500050","1930","New Mexico","350","Chaves","0050","Chaves","66","50",19549,19549
"G3500070","1930","New Mexico","350","Colfax","0070","Colfax","66","70",19157,19157
"G3500090","1930","New Mexico","350","Curry","0090","Curry","66","90",15809,15809
"G3500110","1930","New Mexico","350","De Baca","0110","De Baca","66","110",2893,2893
"G3500130","1930","New Mexico","350","Dona Ana","0130","Dona Ana","66","130",27455,27455
"G3500150","1930","New Mexico","350","Eddy","0150","Eddy","66","150",15842,15842
"G3500170","1930","New Mexico","350","Grant","0170","Grant","66","170",19050,19050
"G3500190","1930","New Mexico","350","Guadalupe","0190","Guadalupe","66","190",7027,7027
"G3500210","1930","New Mexico","350","Harding","0210","Harding","66","210",4421,4421
"G3500230","1930","New Mexico","350","Hidalgo","0230","Hidalgo","66","230",5023,5023
"G3500250","1930","New Mexico","350","Lea","0250","Lea","66","250",6144,6144
"G3500270","1930","New Mexico","350","Lincoln","0270","Lincoln","66","270",7198,7198
"G3500290","1930","New Mexico","350","Luna","0290","Luna","66","290",6247,6247
"G3500310","1930","New Mexico","350","McKinley","0310","Mckinley","66","310",20643,20643
"G3500330","1930","New Mexico","350","Mora","0330","Mora","66","330",10322,10322
"G3500350","1930","New Mexico","350","Otero","0350","Otero","66","350",9779,9779
"G3500370","1930","New Mexico","350","Quay","0370","Quay","66","370",10828,10828
"G3500390","1930","New Mexico","350","Rio Arriba","0390","Rio Arriba","66","390",21381,21381
"G3500410","1930","New Mexico","350","Roosevelt","0410","Roosevelt","66","410",11109,11109
"G3500430","1930","New Mexico","350","Sandoval","0430","Sandoval","66","430",11144,11144
"G3500450","1930","New Mexico","350","San Juan","0450","San Juan","66","450",14701,14701
"G3500470","1930","New Mexico","350","San Miguel","0470","San Miguel","66","470",23636,23636
"G3500490","1930","New Mexico","350","Santa Fe","0490","Santa Fe","66","490",19567,19567
"G3500510","1930","New Mexico","350","Sierra","0510","Sierra","66","510",5184,5184
"G3500530","1930","New Mexico","350","Socorro","0530","Socorro","66","530",9611,9611
"G3500550","1930","New Mexico","350","Taos","0550","Taos","66","550",14394,14394
"G3500570","1930","New Mexico","350","Torrance","0570","Torrance","66","570",9269,9269
"G3500590","1930","New Mexico","350","Union","0590","Union","66","590",11036,11036
"G3500610","1930","New Mexico","350","Valencia","0610","Valencia","66","610",16186,16186
"G3600010","1930","New York","360","Albany","0010","Albany","13","10",211953,211953
"G3600030","1930","New York","360","Allegany","0030","Allegany","13","30",38025,38025
"G3600050","1930","New York","360","Bronx","0050","Bronx","13","50",1265258,1265258
"G3600070","1930","New York","360","Broome","0070","Broome","13","70",147022,147022
"G3600090","1930","New York","360","Cattaraugus","0090","Cattaraugus","13","90",72398,72398
"G3600110","1930","New York","360","Cayuga","0110","Cayuga","13","110",64751,64751
"G3600130","1930","New York","360","Chautauqua","0130","Chautauqua","13","130",126457,126457
"G3600150","1930","New York","360","Chemung","0150","Chemung","13","150",74680,74680
"G3600170","1930","New York","360","Chenango","0170","Chenango","13","170",34665,34665
"G3600190","1930","New York","360","Clinton","0190","Clinton","13","190",46687,46687
"G3600210","1930","New York","360","Columbia","0210","Columbia","13","210",41617,41617
"G3600230","1930","New York","360","Cortland","0230","Cortland","13","230",31709,31709
"G3600250","1930","New York","360","Delaware","0250","Delaware","13","250",41163,41163
"G3600270","1930","New York","360","Dutchess","0270","Dutchess","13","270",105462,105462
"G3600290","1930","New York","360","Erie","0290","Erie","13","290",762408,762408
"G3600310","1930","New York","360","Essex","0310","Essex","13","310",33959,33959
"G3600330","1930","New York","360","Franklin","0330","Franklin","13","330",45694,45694
"G3600350","1930","New York","360","Fulton","0350","Fulton","13","350",46560,46560
"G3600370","1930","New York","360","Genesee","0370","Genesee","13","370",44468,44468
"G3600390","1930","New York","360","Greene","0390","Greene","13","390",25808,25808
"G3600410","1930","New York","360","Hamilton","0410","Hamilton","13","410",3929,3929
"G3600430","1930","New York","360","Herkimer","0430","Herkimer","13","430",64006,64006
"G3600450","1930","New York","360","Jefferson","0450","Jefferson","13","450",83574,83574
"G3600470","1930","New York","360","Kings","0470","Kings","13","470",2560401,2560401
"G3600490","1930","New York","360","Lewis","0490","Lewis","13","490",23447,23447
"G3600510","1930","New York","360","Livingston","0510","Livingston","13","510",37560,37560
"G3600530","1930","New York","360","Madison","0530","Madison","13","530",39790,39790
"G3600550","1930","New York","360","Monroe","0550","Monroe","13","550",423881,423881
"G3600570","1930","New York","360","Montgomery","0570","Montgomery","13","570",60076,60076
"G3600590","1930","New York","360","Nassau","0590","Nassau","13","590",303053,303053
"G3600610","1930","New York","360","New York","0610","New York","13","610",1867312,1867312
"G3600630","1930","New York","360","Niagara","0630","Niagara","13","630",149329,149329
"G3600650","1930","New York","360","Oneida","0650","Oneida","13","650",198763,198763
"G3600670","1930","New York","360","Onondaga","0670","Onondaga","13","670",291606,291606
"G3600690","1930","New York","360","Ontario","0690","Ontario","13","690",54276,54276
"G3600710","1930","New York","360","Orange","0710","Orange","13","710",130383,130383
"G3600730","1930","New York","360","Orleans","0730","Orleans","13","730",28795,28795
"G3600750","1930","New York","360","Oswego","0750","Oswego","13","750",69645,69645
"G3600770","1930","New York","360","Otsego","0770","Otsego","13","770",46710,46710
"G3600790","1930","New York","360","Putnam","0790","Putnam","13","790",13744,13744
"G3600810","1930","New York","360","Queens","0810","Queens","13","810",1079129,1079129
"G3600830","1930","New York","360","Rensselaer","0830","Rensselaer","13","830",119781,119781
"G3600850","1930","New York","360","Richmond","0850","Richmond","13","850",158346,158346
"G3600870","1930","New York","360","Rockland","0870","Rockland","13","870",59599,59599
"G3600890","1930","New York","360","St Lawrence","0890","St Lawrence","13","890",90960,90960
"G3600910","1930","New York","360","Saratoga","0910","Saratoga","13","910",63314,63314
"G3600930","1930","New York","360","Schenectady","0930","Schenectady","13","930",125021,125021
"G3600950","1930","New York","360","Schoharie","0950","Schoharie","13","950",19667,19667
"G3600970","1930","New York","360","Schuyler","0970","Schuyler","13","970",12909,12909
"G3600990","1930","New York","360","Seneca","0990","Seneca","13","990",24983,24983
"G3601010","1930","New York","360","Steuben","1010","Steuben","13","1010",82671,82671
"G3601030","1930","New York","360","Suffolk","1030","Suffolk","13","1030",161055,161055
"G3601050","1930","New York","360","Sullivan","1050","Sullivan","13","1050",35272,35272
"G3601070","1930","New York","360","Tioga","1070","Tioga","13","1070",25480,25480
"G3601090","1930","New York","360","Tompkins","1090","Tompkins","13","1090",41490,41490
"G3601110","1930","New York","360","Ulster","1110","Ulster","13","1110",80155,80155
"G3601130","1930","New York","360","Warren","1130","Warren","13","1130",34174,34174
"G3601150","1930","New York","360","Washington","1150","Washington","13","1150",46482,46482
"G3601170","1930","New York","360","Wayne","1170","Wayne","13","1170",49995,49995
"G3601190","1930","New York","360","Westchester","1190","Westchester","13","1190",520947,520947
"G3601210","1930","New York","360","Wyoming","1210","Wyoming","13","1210",28764,28764
"G3601230","1930","New York","360","Yates","1230","Yates","13","1230",16848,16848
"G3700010","1930","North Carolina","370","Alamance","0010","Alamance","47","10",42140,42140
"G3700030","1930","North Carolina","370","Alexander","0030","Alexander","47","30",12922,12922
"G3700050","1930","North Carolina","370","Alleghany","0050","Alleghany","47","50",7186,7186
"G3700070","1930","North Carolina","370","Anson","0070","Anson","47","70",29349,29349
"G3700090","1930","North Carolina","370","Ashe","0090","Ashe","47","90",21019,21019
"G3700110","1930","North Carolina","370","Avery","0110","Avery","47","110",11803,11803
"G3700130","1930","North Carolina","370","Beaufort","0130","Beaufort","47","130",35026,35026
"G3700150","1930","North Carolina","370","Bertie","0150","Bertie","47","150",25844,25844
"G3700170","1930","North Carolina","370","Bladen","0170","Bladen","47","170",22389,22389
"G3700190","1930","North Carolina","370","Brunswick","0190","Brunswick","47","190",15818,15818
"G3700210","1930","North Carolina","370","Buncombe","0210","Buncombe","47","210",97937,97937
"G3700230","1930","North Carolina","370","Burke","0230","Burke","47","230",29410,29410
"G3700250","1930","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",44331,44331
"G3700270","1930","North Carolina","370","Caldwell","0270","Caldwell","47","270",28016,28016
"G3700290","1930","North Carolina","370","Camden","0290","Camden","47","290",5461,5461
"G3700310","1930","North Carolina","370","Carteret","0310","Carteret","47","310",16900,16900
"G3700330","1930","North Carolina","370","Caswell","0330","Caswell","47","330",18214,18214
"G3700350","1930","North Carolina","370","Catawba","0350","Catawba","47","350",43991,43991
"G3700370","1930","North Carolina","370","Chatham","0370","Chatham","47","370",24177,24177
"G3700390","1930","North Carolina","370","Cherokee","0390","Cherokee","47","390",16151,16151
"G3700410","1930","North Carolina","370","Chowan","0410","Chowan","47","410",11282,11282
"G3700430","1930","North Carolina","370","Clay","0430","Clay","47","430",5434,5434
"G3700450","1930","North Carolina","370","Cleveland","0450","Cleveland","47","450",51914,51914
"G3700470","1930","North Carolina","370","Columbus","0470","Columbus","47","470",37720,37720
"G3700490","1930","North Carolina","370","Craven","0490","Craven","47","490",30665,30665
"G3700510","1930","North Carolina","370","Cumberland","0510","Cumberland","47","510",45219,45219
"G3700530","1930","North Carolina","370","Currituck","0530","Currituck","47","530",6710,6710
"G3700550","1930","North Carolina","370","Dare","0550","Dare","47","550",5202,5202
"G3700570","1930","North Carolina","370","Davidson","0570","Davidson","47","570",47865,47865
"G3700590","1930","North Carolina","370","Davie","0590","Davie","47","590",14386,14386
"G3700610","1930","North Carolina","370","Duplin","0610","Duplin","47","610",35103,35103
"G3700630","1930","North Carolina","370","Durham","0630","Durham","47","630",67196,67196
"G3700650","1930","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",47894,47894
"G3700670","1930","North Carolina","370","Forsyth","0670","Forsyth","47","670",111681,111681
"G3700690","1930","North Carolina","370","Franklin","0690","Franklin","47","690",29456,29456
"G3700710","1930","North Carolina","370","Gaston","0710","Gaston","47","710",78093,78093
"G3700730","1930","North Carolina","370","Gates","0730","Gates","47","730",10551,10551
"G3700750","1930","North Carolina","370","Graham","0750","Graham","47","750",5841,5841
"G3700770","1930","North Carolina","370","Granville","0770","Granville","47","770",28723,28723
"G3700790","1930","North Carolina","370","Greene","0790","Greene","47","790",18656,18656
"G3700810","1930","North Carolina","370","Guilford","0810","Guilford","47","810",133010,133010
"G3700830","1930","North Carolina","370","Halifax","0830","Halifax","47","830",53246,53246
"G3700850","1930","North Carolina","370","Harnett","0850","Harnett","47","850",37911,37911
"G3700870","1930","North Carolina","370","Haywood","0870","Haywood","47","870",28273,28273
"G3700890","1930","North Carolina","370","Henderson","0890","Henderson","47","890",23404,23404
"G3700910","1930","North Carolina","370","Hertford","0910","Hertford","47","910",17542,17542
"G3700930","1930","North Carolina","370","Hoke","0930","Hoke","47","930",14244,14244
"G3700950","1930","North Carolina","370","Hyde","0950","Hyde","47","950",8550,8550
"G3700970","1930","North Carolina","370","Iredell","0970","Iredell","47","970",46693,46693
"G3700990","1930","North Carolina","370","Jackson","0990","Jackson","47","990",17519,17519
"G3701010","1930","North Carolina","370","Johnston","1010","Johnston","47","1010",57621,57621
"G3701030","1930","North Carolina","370","Jones","1030","Jones","47","1030",10428,10428
"G3701050","1930","North Carolina","370","Lee","1050","Lee","47","1050",16996,16996
"G3701070","1930","North Carolina","370","Lenoir","1070","Lenoir","47","1070",35716,35716
"G3701090","1930","North Carolina","370","Lincoln","1090","Lincoln","47","1090",22872,22872
"G3701110","1930","North Carolina","370","McDowell","1110","Mcdowell","47","1110",20336,20336
"G3701130","1930","North Carolina","370","Macon","1130","Macon","47","1130",13672,13672
"G3701150","1930","North Carolina","370","Madison","1150","Madison","47","1150",20306,20306
"G3701170","1930","North Carolina","370","Martin","1170","Martin","47","1170",23400,23400
"G3701190","1930","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",127971,127971
"G3701210","1930","North Carolina","370","Mitchell","1210","Mitchell","47","1210",13962,13962
"G3701230","1930","North Carolina","370","Montgomery","1230","Montgomery","47","1230",16218,16218
"G3701250","1930","North Carolina","370","Moore","1250","Moore","47","1250",28215,28215
"G3701270","1930","North Carolina","370","Nash","1270","Nash","47","1270",52782,52782
"G3701290","1930","North Carolina","370","New Hanover","1290","New Hanover","47","1290",43010,43010
"G3701310","1930","North Carolina","370","Northampton","1310","Northampton","47","1310",27161,27161
"G3701330","1930","North Carolina","370","Onslow","1330","Onslow","47","1330",15289,15289
"G3701350","1930","North Carolina","370","Orange","1350","Orange","47","1350",21171,21171
"G3701370","1930","North Carolina","370","Pamlico","1370","Pamlico","47","1370",9299,9299
"G3701390","1930","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",19143,19143
"G3701410","1930","North Carolina","370","Pender","1410","Pender","47","1410",15686,15686
"G3701430","1930","North Carolina","370","Perquimans","1430","Perquimans","47","1430",10668,10668
"G3701450","1930","North Carolina","370","Person","1450","Person","47","1450",22039,22039
"G3701470","1930","North Carolina","370","Pitt","1470","Pitt","47","1470",54466,54466
"G3701490","1930","North Carolina","370","Polk","1490","Polk","47","1490",10216,10216
"G3701510","1930","North Carolina","370","Randolph","1510","Randolph","47","1510",36259,36259
"G3701530","1930","North Carolina","370","Richmond","1530","Richmond","47","1530",34016,34016
"G3701550","1930","North Carolina","370","Robeson","1550","Robeson","47","1550",66512,66512
"G3701570","1930","North Carolina","370","Rockingham","1570","Rockingham","47","1570",51083,51083
"G3701590","1930","North Carolina","370","Rowan","1590","Rowan","47","1590",56665,56665
"G3701610","1930","North Carolina","370","Rutherford","1610","Rutherford","47","1610",40452,40452
"G3701630","1930","North Carolina","370","Sampson","1630","Sampson","47","1630",40082,40082
"G3701650","1930","North Carolina","370","Scotland","1650","Scotland","47","1650",20174,20174
"G3701670","1930","North Carolina","370","Stanly","1670","Stanly","47","1670",30216,30216
"G3701690","1930","North Carolina","370","Stokes","1690","Stokes","47","1690",22290,22290
"G3701710","1930","North Carolina","370","Surry","1710","Surry","47","1710",39749,39749
"G3701730","1930","North Carolina","370","Swain","1730","Swain","47","1730",11568,11568
"G3701750","1930","North Carolina","370","Transylvania","1750","Transylvania","47","1750",9589,9589
"G3701770","1930","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",5164,5164
"G3701790","1930","North Carolina","370","Union","1790","Union","47","1790",40979,40979
"G3701810","1930","North Carolina","370","Vance","1810","Vance","47","1810",27294,27294
"G3701830","1930","North Carolina","370","Wake","1830","Wake","47","1830",94757,94757
"G3701850","1930","North Carolina","370","Warren","1850","Warren","47","1850",23364,23364
"G3701870","1930","North Carolina","370","Washington","1870","Washington","47","1870",11603,11603
"G3701890","1930","North Carolina","370","Watauga","1890","Watauga","47","1890",15165,15165
"G3701910","1930","North Carolina","370","Wayne","1910","Wayne","47","1910",53013,53013
"G3701930","1930","North Carolina","370","Wilkes","1930","Wilkes","47","1930",36162,36162
"G3701950","1930","North Carolina","370","Wilson","1950","Wilson","47","1950",44914,44914
"G3701970","1930","North Carolina","370","Yadkin","1970","Yadkin","47","1970",18010,18010
"G3701990","1930","North Carolina","370","Yancey","1990","Yancey","47","1990",14486,14486
"G3800010","1930","North Dakota","380","Adams","0010","Adams","36","10",6343,6343
"G3800030","1930","North Dakota","380","Barnes","0030","Barnes","36","30",18804,18804
"G3800050","1930","North Dakota","380","Benson","0050","Benson","36","50",13327,13327
"G3800070","1930","North Dakota","380","Billings","0070","Billings","36","70",3140,3140
"G3800090","1930","North Dakota","380","Bottineau","0090","Bottineau","36","90",14853,14853
"G3800110","1930","North Dakota","380","Bowman","0110","Bowman","36","110",5119,5119
"G3800130","1930","North Dakota","380","Burke","0130","Burke","36","130",9998,9998
"G3800150","1930","North Dakota","380","Burleigh","0150","Burleigh","36","150",19769,19769
"G3800170","1930","North Dakota","380","Cass","0170","Cass","36","170",48735,48735
"G3800190","1930","North Dakota","380","Cavalier","0190","Cavalier","36","190",14554,14554
"G3800210","1930","North Dakota","380","Dickey","0210","Dickey","36","210",10877,10877
"G3800230","1930","North Dakota","380","Divide","0230","Divide","36","230",9636,9636
"G3800250","1930","North Dakota","380","Dunn","0250","Dunn","36","250",9566,9566
"G3800270","1930","North Dakota","380","Eddy","0270","Eddy","36","270",6346,6346
"G3800290","1930","North Dakota","380","Emmons","0290","Emmons","36","290",12467,12467
"G3800310","1930","North Dakota","380","Foster","0310","Foster","36","310",6353,6353
"G3800330","1930","North Dakota","380","Golden Valley","0330","Golden Valley","36","330",4122,4122
"G3800350","1930","North Dakota","380","Grand Forks","0350","Grand Forks","36","350",31956,31956
"G3800370","1930","North Dakota","380","Grant","0370","Grant","36","370",10134,10134
"G3800390","1930","North Dakota","380","Griggs","0390","Griggs","36","390",6889,6889
"G3800410","1930","North Dakota","380","Hettinger","0410","Hettinger","36","410",8796,8796
"G3800430","1930","North Dakota","380","Kidder","0430","Kidder","36","430",8031,8031
"G3800450","1930","North Dakota","380","LaMoure","0450","La Moure","36","450",11517,11517
"G3800470","1930","North Dakota","380","Logan","0470","Logan","36","470",8089,8089
"G3800490","1930","North Dakota","380","McHenry","0490","Mchenry","36","490",15439,15439
"G3800510","1930","North Dakota","380","McIntosh","0510","Mcintosh","36","510",9621,9621
"G3800530","1930","North Dakota","380","McKenzie","0530","Mckenzie","36","530",9709,9709
"G3800550","1930","North Dakota","380","McLean","0550","Mclean","36","550",17991,17991
"G3800570","1930","North Dakota","380","Mercer","0570","Mercer","36","570",9516,9516
"G3800590","1930","North Dakota","380","Morton","0590","Morton","36","590",19647,19647
"G3800610","1930","North Dakota","380","Mountrail","0610","Mountrail","36","610",13544,13544
"G3800630","1930","North Dakota","380","Nelson","0630","Nelson","36","630",10203,10203
"G3800650","1930","North Dakota","380","Oliver","0650","Oliver","36","650",4262,4262
"G3800670","1930","North Dakota","380","Pembina","0670","Pembina","36","670",14757,14757
"G3800690","1930","North Dakota","380","Pierce","0690","Pierce","36","690",9074,9074
"G3800710","1930","North Dakota","380","Ramsey","0710","Ramsey","36","710",16252,16252
"G3800730","1930","North Dakota","380","Ransom","0730","Ransom","36","730",10983,10983
"G3800750","1930","North Dakota","380","Renville","0750","Renville","36","750",7263,7263
"G3800770","1930","North Dakota","380","Richland","0770","Richland","36","770",21008,21008
"G3800790","1930","North Dakota","380","Rolette","0790","Rolette","36","790",10760,10760
"G3800810","1930","North Dakota","380","Sargent","0810","Sargent","36","810",9298,9298
"G3800830","1930","North Dakota","380","Sheridan","0830","Sheridan","36","830",7373,7373
"G3800850","1930","North Dakota","380","Sioux","0850","Sioux","36","850",4687,4687
"G3800870","1930","North Dakota","380","Slope","0870","Slope","36","870",4150,4150
"G3800890","1930","North Dakota","380","Stark","0890","Stark","36","890",15340,15340
"G3800910","1930","North Dakota","380","Steele","0910","Steele","36","910",6972,6972
"G3800930","1930","North Dakota","380","Stutsman","0930","Stutsman","36","930",26100,26100
"G3800950","1930","North Dakota","380","Towner","0950","Towner","36","950",8393,8393
"G3800970","1930","North Dakota","380","Traill","0970","Traill","36","970",12600,12600
"G3800990","1930","North Dakota","380","Walsh","0990","Walsh","36","990",20047,20047
"G3801010","1930","North Dakota","380","Ward","1010","Ward","36","1010",33597,33597
"G3801030","1930","North Dakota","380","Wells","1030","Wells","36","1030",13285,13285
"G3801050","1930","North Dakota","380","Williams","1050","Williams","36","1050",19553,19553
"G3900010","1930","Ohio","390","Adams","0010","Adams","24","10",20381,20381
"G3900030","1930","Ohio","390","Allen","0030","Allen","24","30",69419,69419
"G3900050","1930","Ohio","390","Ashland","0050","Ashland","24","50",26867,26867
"G3900070","1930","Ohio","390","Ashtabula","0070","Ashtabula","24","70",68361,68361
"G3900090","1930","Ohio","390","Athens","0090","Athens","24","90",44175,44175
"G3900110","1930","Ohio","390","Auglaize","0110","Auglaize","24","110",28034,28034
"G3900130","1930","Ohio","390","Belmont","0130","Belmont","24","130",94719,94719
"G3900150","1930","Ohio","390","Brown","0150","Brown","24","150",20148,20148
"G3900170","1930","Ohio","390","Butler","0170","Butler","24","170",114084,114084
"G3900190","1930","Ohio","390","Carroll","0190","Carroll","24","190",16057,16057
"G3900210","1930","Ohio","390","Champaign","0210","Champaign","24","210",24103,24103
