GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BDP001,BEQ001
"G3900230","1930","Ohio","390","Clark","0230","Clark","24","230",90936,90936
"G3900250","1930","Ohio","390","Clermont","0250","Clermont","24","250",29786,29786
"G3900270","1930","Ohio","390","Clinton","0270","Clinton","24","270",21547,21547
"G3900290","1930","Ohio","390","Columbiana","0290","Columbiana","24","290",86484,86484
"G3900310","1930","Ohio","390","Coshocton","0310","Coshocton","24","310",28976,28976
"G3900330","1930","Ohio","390","Crawford","0330","Crawford","24","330",35345,35345
"G3900350","1930","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",1201455,1201455
"G3900370","1930","Ohio","390","Darke","0370","Darke","24","370",38009,38009
"G3900390","1930","Ohio","390","Defiance","0390","Defiance","24","390",22714,22714
"G3900410","1930","Ohio","390","Delaware","0410","Delaware","24","410",26016,26016
"G3900430","1930","Ohio","390","Erie","0430","Erie","24","430",42133,42133
"G3900450","1930","Ohio","390","Fairfield","0450","Fairfield","24","450",44010,44010
"G3900470","1930","Ohio","390","Fayette","0470","Fayette","24","470",20755,20755
"G3900490","1930","Ohio","390","Franklin","0490","Franklin","24","490",361055,361055
"G3900510","1930","Ohio","390","Fulton","0510","Fulton","24","510",23477,23477
"G3900530","1930","Ohio","390","Gallia","0530","Gallia","24","530",23050,23050
"G3900550","1930","Ohio","390","Geauga","0550","Geauga","24","550",15414,15414
"G3900570","1930","Ohio","390","Greene","0570","Greene","24","570",33259,33259
"G3900590","1930","Ohio","390","Guernsey","0590","Guernsey","24","590",41486,41486
"G3900610","1930","Ohio","390","Hamilton","0610","Hamilton","24","610",589356,589356
"G3900630","1930","Ohio","390","Hancock","0630","Hancock","24","630",40404,40404
"G3900650","1930","Ohio","390","Hardin","0650","Hardin","24","650",27635,27635
"G3900670","1930","Ohio","390","Harrison","0670","Harrison","24","670",18844,18844
"G3900690","1930","Ohio","390","Henry","0690","Henry","24","690",22524,22524
"G3900710","1930","Ohio","390","Highland","0710","Highland","24","710",25416,25416
"G3900730","1930","Ohio","390","Hocking","0730","Hocking","24","730",20407,20407
"G3900750","1930","Ohio","390","Holmes","0750","Holmes","24","750",16726,16726
"G3900770","1930","Ohio","390","Huron","0770","Huron","24","770",33700,33700
"G3900790","1930","Ohio","390","Jackson","0790","Jackson","24","790",25040,25040
"G3900810","1930","Ohio","390","Jefferson","0810","Jefferson","24","810",88307,88307
"G3900830","1930","Ohio","390","Knox","0830","Knox","24","830",29338,29338
"G3900850","1930","Ohio","390","Lake","0850","Lake","24","850",41674,41674
"G3900870","1930","Ohio","390","Lawrence","0870","Lawrence","24","870",44541,44541
"G3900890","1930","Ohio","390","Licking","0890","Licking","24","890",59962,59962
"G3900910","1930","Ohio","390","Logan","0910","Logan","24","910",28981,28981
"G3900930","1930","Ohio","390","Lorain","0930","Lorain","24","930",109206,109206
"G3900950","1930","Ohio","390","Lucas","0950","Lucas","24","950",347709,347709
"G3900970","1930","Ohio","390","Madison","0970","Madison","24","970",20253,20253
"G3900990","1930","Ohio","390","Mahoning","0990","Mahoning","24","990",236142,236142
"G3901010","1930","Ohio","390","Marion","1010","Marion","24","1010",45420,45420
"G3901030","1930","Ohio","390","Medina","1030","Medina","24","1030",29677,29677
"G3901050","1930","Ohio","390","Meigs","1050","Meigs","24","1050",23961,23961
"G3901070","1930","Ohio","390","Mercer","1070","Mercer","24","1070",25096,25096
"G3901090","1930","Ohio","390","Miami","1090","Miami","24","1090",51301,51301
"G3901110","1930","Ohio","390","Monroe","1110","Monroe","24","1110",18426,18426
"G3901130","1930","Ohio","390","Montgomery","1130","Montgomery","24","1130",273481,273481
"G3901150","1930","Ohio","390","Morgan","1150","Morgan","24","1150",13583,13583
"G3901170","1930","Ohio","390","Morrow","1170","Morrow","24","1170",14489,14489
"G3901190","1930","Ohio","390","Muskingum","1190","Muskingum","24","1190",67398,67398
"G3901210","1930","Ohio","390","Noble","1210","Noble","24","1210",14961,14961
"G3901230","1930","Ohio","390","Ottawa","1230","Ottawa","24","1230",24109,24109
"G3901250","1930","Ohio","390","Paulding","1250","Paulding","24","1250",15301,15301
"G3901270","1930","Ohio","390","Perry","1270","Perry","24","1270",31445,31445
"G3901290","1930","Ohio","390","Pickaway","1290","Pickaway","24","1290",27238,27238
"G3901310","1930","Ohio","390","Pike","1310","Pike","24","1310",13876,13876
"G3901330","1930","Ohio","390","Portage","1330","Portage","24","1330",42682,42682
"G3901350","1930","Ohio","390","Preble","1350","Preble","24","1350",22455,22455
"G3901370","1930","Ohio","390","Putnam","1370","Putnam","24","1370",25074,25074
"G3901390","1930","Ohio","390","Richland","1390","Richland","24","1390",65902,65902
"G3901410","1930","Ohio","390","Ross","1410","Ross","24","1410",45181,45181
"G3901430","1930","Ohio","390","Sandusky","1430","Sandusky","24","1430",39731,39731
"G3901450","1930","Ohio","390","Scioto","1450","Scioto","24","1450",81221,81221
"G3901470","1930","Ohio","390","Seneca","1470","Seneca","24","1470",47941,47941
"G3901490","1930","Ohio","390","Shelby","1490","Shelby","24","1490",24924,24924
"G3901510","1930","Ohio","390","Stark","1510","Stark","24","1510",221784,221784
"G3901530","1930","Ohio","390","Summit","1530","Summit","24","1530",344131,344131
"G3901550","1930","Ohio","390","Trumbull","1550","Trumbull","24","1550",123063,123063
"G3901570","1930","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",68193,68193
"G3901590","1930","Ohio","390","Union","1590","Union","24","1590",19192,19192
"G3901610","1930","Ohio","390","Van Wert","1610","Van Wert","24","1610",26273,26273
"G3901630","1930","Ohio","390","Vinton","1630","Vinton","24","1630",10287,10287
"G3901650","1930","Ohio","390","Warren","1650","Warren","24","1650",27348,27348
"G3901670","1930","Ohio","390","Washington","1670","Washington","24","1670",42437,42437
"G3901690","1930","Ohio","390","Wayne","1690","Wayne","24","1690",47024,47024
"G3901710","1930","Ohio","390","Williams","1710","Williams","24","1710",24316,24316
"G3901730","1930","Ohio","390","Wood","1730","Wood","24","1730",50320,50320
"G3901750","1930","Ohio","390","Wyandot","1750","Wyandot","24","1750",19036,19036
"G4000010","1930","Oklahoma","400","Adair","0010","Adair","53","10",14756,14756
"G4000030","1930","Oklahoma","400","Alfalfa","0030","Alfalfa","53","30",15228,15228
"G4000050","1930","Oklahoma","400","Atoka","0050","Atoka","53","50",14533,14533
"G4000070","1930","Oklahoma","400","Beaver","0070","Beaver","53","70",11452,11452
"G4000090","1930","Oklahoma","400","Beckham","0090","Beckham","53","90",28991,28991
"G4000110","1930","Oklahoma","400","Blaine","0110","Blaine","53","110",20452,20452
"G4000130","1930","Oklahoma","400","Bryan","0130","Bryan","53","130",32277,32277
"G4000150","1930","Oklahoma","400","Caddo","0150","Caddo","53","150",50779,50779
"G4000170","1930","Oklahoma","400","Canadian","0170","Canadian","53","170",28115,28115
"G4000190","1930","Oklahoma","400","Carter","0190","Carter","53","190",41419,41419
"G4000210","1930","Oklahoma","400","Cherokee","0210","Cherokee","53","210",17470,17470
"G4000230","1930","Oklahoma","400","Choctaw","0230","Choctaw","53","230",24142,24142
"G4000250","1930","Oklahoma","400","Cimarron","0250","Cimarron","53","250",5408,5408
"G4000270","1930","Oklahoma","400","Cleveland","0270","Cleveland","53","270",24948,24948
"G4000290","1930","Oklahoma","400","Coal","0290","Coal","53","290",11521,11521
"G4000310","1930","Oklahoma","400","Comanche","0310","Comanche","53","310",34317,34317
"G4000330","1930","Oklahoma","400","Cotton","0330","Cotton","53","330",15442,15442
"G4000350","1930","Oklahoma","400","Craig","0350","Craig","53","350",18052,18052
"G4000370","1930","Oklahoma","400","Creek","0370","Creek","53","370",64115,64115
"G4000390","1930","Oklahoma","400","Custer","0390","Custer","53","390",27517,27517
"G4000410","1930","Oklahoma","400","Delaware","0410","Delaware","53","410",15370,15370
"G4000430","1930","Oklahoma","400","Dewey","0430","Dewey","53","430",13250,13250
"G4000450","1930","Oklahoma","400","Ellis","0450","Ellis","53","450",10541,10541
"G4000470","1930","Oklahoma","400","Garfield","0470","Garfield","53","470",45588,45588
"G4000490","1930","Oklahoma","400","Garvin","0490","Garvin","53","490",31401,31401
"G4000510","1930","Oklahoma","400","Grady","0510","Grady","53","510",47638,47638
"G4000530","1930","Oklahoma","400","Grant","0530","Grant","53","530",14150,14150
"G4000550","1930","Oklahoma","400","Greer","0550","Greer","53","550",20282,20282
"G4000570","1930","Oklahoma","400","Harmon","0570","Harmon","53","570",13834,13834
"G4000590","1930","Oklahoma","400","Harper","0590","Harper","53","590",7761,7761
"G4000610","1930","Oklahoma","400","Haskell","0610","Haskell","53","610",16216,16216
"G4000630","1930","Oklahoma","400","Hughes","0630","Hughes","53","630",30334,30334
"G4000650","1930","Oklahoma","400","Jackson","0650","Jackson","53","650",28910,28910
"G4000670","1930","Oklahoma","400","Jefferson","0670","Jefferson","53","670",17392,17392
"G4000690","1930","Oklahoma","400","Johnston","0690","Johnston","53","690",13082,13082
"G4000710","1930","Oklahoma","400","Kay","0710","Kay","53","710",50186,50186
"G4000730","1930","Oklahoma","400","Kingfisher","0730","Kingfisher","53","730",15960,15960
"G4000750","1930","Oklahoma","400","Kiowa","0750","Kiowa","53","750",29630,29630
"G4000770","1930","Oklahoma","400","Latimer","0770","Latimer","53","770",11184,11184
"G4000790","1930","Oklahoma","400","Le Flore","0790","Le Flore","53","790",42896,42896
"G4000810","1930","Oklahoma","400","Lincoln","0810","Lincoln","53","810",33738,33738
"G4000830","1930","Oklahoma","400","Logan","0830","Logan","53","830",27761,27761
"G4000850","1930","Oklahoma","400","Love","0850","Love","53","850",9639,9639
"G4000870","1930","Oklahoma","400","McClain","0870","Mcclain","53","870",21575,21575
"G4000890","1930","Oklahoma","400","McCurtain","0890","Mccurtain","53","890",34759,34759
"G4000910","1930","Oklahoma","400","McIntosh","0910","Mcintosh","53","910",24924,24924
"G4000930","1930","Oklahoma","400","Major","0930","Major","53","930",12206,12206
"G4000950","1930","Oklahoma","400","Marshall","0950","Marshall","53","950",11026,11026
"G4000970","1930","Oklahoma","400","Mayes","0970","Mayes","53","970",17883,17883
"G4000990","1930","Oklahoma","400","Murray","0990","Murray","53","990",12410,12410
"G4001010","1930","Oklahoma","400","Muskogee","1010","Muskogee","53","1010",66424,66424
"G4001030","1930","Oklahoma","400","Noble","1030","Noble","53","1030",15139,15139
"G4001050","1930","Oklahoma","400","Nowata","1050","Nowata","53","1050",13611,13611
"G4001070","1930","Oklahoma","400","Okfuskee","1070","Okfuskee","53","1070",29016,29016
"G4001090","1930","Oklahoma","400","Oklahoma","1090","Oklahoma","53","1090",221738,221738
"G4001110","1930","Oklahoma","400","Okmulgee","1110","Okmulgee","53","1110",56558,56558
"G4001130","1930","Oklahoma","400","Osage","1130","Osage","53","1130",47334,47334
"G4001150","1930","Oklahoma","400","Ottawa","1150","Ottawa","53","1150",38542,38542
"G4001170","1930","Oklahoma","400","Pawnee","1170","Pawnee","53","1170",19882,19882
"G4001190","1930","Oklahoma","400","Payne","1190","Payne","53","1190",36905,36905
"G4001210","1930","Oklahoma","400","Pittsburg","1210","Pittsburg","53","1210",50778,50778
"G4001230","1930","Oklahoma","400","Pontotoc","1230","Pontotoc","53","1230",32469,32469
"G4001250","1930","Oklahoma","400","Pottawatomie","1250","Pottowatomie","53","1250",66572,66572
"G4001270","1930","Oklahoma","400","Pushmataha","1270","Pushmataha","53","1270",14744,14744
"G4001290","1930","Oklahoma","400","Roger Mills","1290","Roger Mills","53","1290",14164,14164
"G4001310","1930","Oklahoma","400","Rogers","1310","Rogers","53","1310",18956,18956
"G4001330","1930","Oklahoma","400","Seminole","1330","Seminole","53","1330",79621,79621
"G4001350","1930","Oklahoma","400","Sequoyah","1350","Sequoyah","53","1350",19505,19505
"G4001370","1930","Oklahoma","400","Stephens","1370","Stephens","53","1370",33069,33069
"G4001390","1930","Oklahoma","400","Texas","1390","Texas","53","1390",14100,14100
"G4001410","1930","Oklahoma","400","Tillman","1410","Tillman","53","1410",24390,24390
"G4001430","1930","Oklahoma","400","Tulsa","1430","Tulsa","53","1430",187574,187574
"G4001450","1930","Oklahoma","400","Wagoner","1450","Wagoner","53","1450",22428,22428
"G4001470","1930","Oklahoma","400","Washington","1470","Washington","53","1470",27777,27777
"G4001490","1930","Oklahoma","400","Washita","1490","Washita","53","1490",29435,29435
"G4001510","1930","Oklahoma","400","Woods","1510","Woods","53","1510",17005,17005
"G4001530","1930","Oklahoma","400","Woodward","1530","Woodward","53","1530",15844,15844
"G4100010","1930","Oregon","410","Baker","0010","Baker","72","10",16754,16754
"G4100030","1930","Oregon","410","Benton","0030","Benton","72","30",16555,16555
"G4100050","1930","Oregon","410","Clackamas","0050","Clackamas","72","50",46205,46205
"G4100070","1930","Oregon","410","Clatsop","0070","Clatsop","72","70",21124,21124
"G4100090","1930","Oregon","410","Columbia","0090","Columbia","72","90",20047,20047
"G4100110","1930","Oregon","410","Coos","0110","Coos","72","110",28373,28373
"G4100130","1930","Oregon","410","Crook","0130","Crook","72","130",3336,3336
"G4100150","1930","Oregon","410","Curry","0150","Curry","72","150",3257,3257
"G4100170","1930","Oregon","410","Deschutes","0170","Deschutes","72","170",14749,14749
"G4100190","1930","Oregon","410","Douglas","0190","Douglas","72","190",21965,21965
"G4100210","1930","Oregon","410","Gilliam","0210","Gilliam","72","210",3467,3467
"G4100230","1930","Oregon","410","Grant","0230","Grant","72","230",5940,5940
"G4100250","1930","Oregon","410","Harney","0250","Harney","72","250",5920,5920
"G4100270","1930","Oregon","410","Hood River","0270","Hood River","72","270",8938,8938
"G4100290","1930","Oregon","410","Jackson","0290","Jackson","72","290",32918,32918
"G4100310","1930","Oregon","410","Jefferson","0310","Jefferson","72","310",2291,2291
"G4100330","1930","Oregon","410","Josephine","0330","Josephine","72","330",11498,11498
"G4100350","1930","Oregon","410","Klamath","0350","Klamath","72","350",32407,32407
"G4100370","1930","Oregon","410","Lake","0370","Lake","72","370",4833,4833
"G4100390","1930","Oregon","410","Lane","0390","Lane","72","390",54493,54493
"G4100410","1930","Oregon","410","Lincoln","0410","Lincoln","72","410",9903,9903
"G4100430","1930","Oregon","410","Linn","0430","Linn","72","430",24700,24700
"G4100450","1930","Oregon","410","Malheur","0450","Malheur","72","450",11269,11269
