GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A7L001,A81001
"G3000090","1920","Montana","300","Carbon","0090","Carbon","64","90",15279,15279
"G3000110","1920","Montana","300","Carter","0110","Carter","64","110",3972,3972
"G3000130","1920","Montana","300","Cascade","0130","Cascade","64","130",38836,38836
"G3000150","1920","Montana","300","Chouteau","0150","Chouteau","64","150",11051,11051
"G3000170","1920","Montana","300","Custer","0170","Custer","64","170",12194,12194
"G3000210","1920","Montana","300","Dawson","0210","Dawson","64","210",9239,9239
"G3000230","1920","Montana","300","Deer Lodge","0230","Deer Lodge","64","230",15323,15323
"G3000250","1920","Montana","300","Fallon","0250","Fallon","64","250",4548,4548
"G3000270","1920","Montana","300","Fergus","0270","Fergus","64","270",28344,28344
"G3000290","1920","Montana","300","Flathead","0290","Flathead","64","290",21705,21705
"G3000310","1920","Montana","300","Gallatin","0310","Gallatin","64","310",15864,15864
"G3000330","1920","Montana","300","Garfield","0330","Garfield","64","330",5368,5368
"G3000350","1920","Montana","300","Glacier","0350","Glacier","64","350",4178,4178
"G3000390","1920","Montana","300","Granite","0390","Granite","64","390",4167,4167
"G3000410","1920","Montana","300","Hill","0410","Hill","64","410",13958,13958
"G3000430","1920","Montana","300","Jefferson","0430","Jefferson","64","430",5203,5203
"G3000490","1920","Montana","300","Lewis And Clark","0490","Lewis And Clark","64","490",18660,18660
"G3000510","1920","Montana","300","Liberty","0510","Liberty","64","510",2416,2416
"G3000530","1920","Montana","300","Lincoln","0530","Lincoln","64","530",7797,7797
"G3000550","1920","Montana","300","McCone","0550","Mccone","64","550",4747,4747
"G3000570","1920","Montana","300","Madison","0570","Madison","64","570",7495,7495
"G3000590","1920","Montana","300","Meagher","0590","Meagher","64","590",2622,2622
"G3000610","1920","Montana","300","Mineral","0610","Mineral","64","610",2327,2327
"G3000630","1920","Montana","300","Missoula","0630","Missoula","64","630",24041,24041
"G3000650","1920","Montana","300","Musselshell","0650","Musselshell","64","650",12030,12030
"G3000670","1920","Montana","300","Park","0670","Park","64","670",11330,11330
"G3000710","1920","Montana","300","Phillips","0710","Phillips","64","710",9311,9311
"G3000730","1920","Montana","300","Pondera","0730","Pondera","64","730",5741,5741
"G3000750","1920","Montana","300","Powder River","0750","Powder River","64","750",3357,3357
"G3000770","1920","Montana","300","Powell","0770","Powell","64","770",6909,6909
"G3000790","1920","Montana","300","Prairie","0790","Prairie","64","790",3684,3684
"G3000810","1920","Montana","300","Ravalli","0810","Ravalli","64","810",10098,10098
"G3000830","1920","Montana","300","Richland","0830","Richland","64","830",8989,8989
"G3000850","1920","Montana","300","Roosevelt","0850","Roosevelt","64","850",10347,10347
"G3000870","1920","Montana","300","Rosebud","0870","Rosebud","64","870",8002,8002
"G3000890","1920","Montana","300","Sanders","0890","Sanders","64","890",4903,4903
"G3000910","1920","Montana","300","Sheridan","0910","Sheridan","64","910",13847,13847
"G3000930","1920","Montana","300","Silver Bow","0930","Silver Bow","64","930",60313,60313
"G3000950","1920","Montana","300","Stillwater","0950","Stillwater","64","950",7630,7630
"G3000970","1920","Montana","300","Sweet Grass","0970","Sweet Grass","64","970",4926,4926
"G3000990","1920","Montana","300","Teton","0990","Teton","64","990",5870,5870
"G3001010","1920","Montana","300","Toole","1010","Toole","64","1010",3724,3724
"G3001030","1920","Montana","300","Treasure","1030","Treasure","64","1030",1990,1990
"G3001050","1920","Montana","300","Valley","1050","Valley","64","1050",11542,11542
"G3001070","1920","Montana","300","Wheatland","1070","Wheatland","64","1070",5619,5619
"G3001090","1920","Montana","300","Wibaux","1090","Wibaux","64","1090",3113,3113
"G3001110","1920","Montana","300","Yellowstone","1110","Yellowstone","64","1110",29600,29600
"G3100010","1920","Nebraska","310","Adams","0010","Adams","35","10",22621,22621
"G3100030","1920","Nebraska","310","Antelope","0030","Antelope","35","30",15243,15243
"G3100050","1920","Nebraska","310","Arthur","0050","Arthur","35","50",1412,1412
"G3100070","1920","Nebraska","310","Banner","0070","Banner","35","70",1435,1435
"G3100090","1920","Nebraska","310","Blaine","0090","Blaine","35","90",1778,1778
"G3100110","1920","Nebraska","310","Boone","0110","Boone","35","110",14146,14146
"G3100130","1920","Nebraska","310","Box Butte","0130","Box Butte","35","130",8407,8407
"G3100150","1920","Nebraska","310","Boyd","0150","Boyd","35","150",8243,8243
"G3100170","1920","Nebraska","310","Brown","0170","Brown","35","170",6749,6749
"G3100190","1920","Nebraska","310","Buffalo","0190","Buffalo","35","190",23787,23787
"G3100210","1920","Nebraska","310","Burt","0210","Burt","35","210",12559,12559
"G3100230","1920","Nebraska","310","Butler","0230","Butler","35","230",14606,14606
"G3100250","1920","Nebraska","310","Cass","0250","Cass","35","250",18029,18029
"G3100270","1920","Nebraska","310","Cedar","0270","Cedar","35","270",16225,16225
"G3100290","1920","Nebraska","310","Chase","0290","Chase","35","290",4939,4939
"G3100310","1920","Nebraska","310","Cherry","0310","Cherry","35","310",11753,11753
"G3100330","1920","Nebraska","310","Cheyenne","0330","Cheyenne","35","330",8405,8405
"G3100350","1920","Nebraska","310","Clay","0350","Clay","35","350",14486,14486
"G3100370","1920","Nebraska","310","Colfax","0370","Colfax","35","370",11624,11624
"G3100390","1920","Nebraska","310","Cuming","0390","Cuming","35","390",13769,13769
"G3100410","1920","Nebraska","310","Custer","0410","Custer","35","410",26407,26407
"G3100430","1920","Nebraska","310","Dakota","0430","Dakota","35","430",7694,7694
"G3100450","1920","Nebraska","310","Dawes","0450","Dawes","35","450",10160,10160
"G3100470","1920","Nebraska","310","Dawson","0470","Dawson","35","470",16004,16004
"G3100490","1920","Nebraska","310","Deuel","0490","Deuel","35","490",3282,3282
"G3100510","1920","Nebraska","310","Dixon","0510","Dixon","35","510",11815,11815
"G3100530","1920","Nebraska","310","Dodge","0530","Dodge","35","530",23197,23197
"G3100550","1920","Nebraska","310","Douglas","0550","Douglas","35","550",204524,204524
"G3100570","1920","Nebraska","310","Dundy","0570","Dundy","35","570",4869,4869
"G3100590","1920","Nebraska","310","Fillmore","0590","Fillmore","35","590",13671,13671
"G3100610","1920","Nebraska","310","Franklin","0610","Franklin","35","610",10067,10067
"G3100630","1920","Nebraska","310","Frontier","0630","Frontier","35","630",8540,8540
"G3100650","1920","Nebraska","310","Furnas","0650","Furnas","35","650",11657,11657
"G3100670","1920","Nebraska","310","Gage","0670","Gage","35","670",29721,29721
"G3100690","1920","Nebraska","310","Garden","0690","Garden","35","690",4572,4572
"G3100710","1920","Nebraska","310","Garfield","0710","Garfield","35","710",3496,3496
"G3100730","1920","Nebraska","310","Gosper","0730","Gosper","35","730",4669,4669
"G3100750","1920","Nebraska","310","Grant","0750","Grant","35","750",1486,1486
"G3100770","1920","Nebraska","310","Greeley","0770","Greeley","35","770",8685,8685
"G3100790","1920","Nebraska","310","Hall","0790","Hall","35","790",23720,23720
"G3100810","1920","Nebraska","310","Hamilton","0810","Hamilton","35","810",13237,13237
"G3100830","1920","Nebraska","310","Harlan","0830","Harlan","35","830",9220,9220
"G3100850","1920","Nebraska","310","Hayes","0850","Hayes","35","850",3327,3327
"G3100870","1920","Nebraska","310","Hitchcock","0870","Hitchcock","35","870",6045,6045
"G3100890","1920","Nebraska","310","Holt","0890","Holt","35","890",17151,17151
"G3100910","1920","Nebraska","310","Hooker","0910","Hooker","35","910",1378,1378
"G3100930","1920","Nebraska","310","Howard","0930","Howard","35","930",10739,10739
"G3100950","1920","Nebraska","310","Jefferson","0950","Jefferson","35","950",16140,16140
"G3100970","1920","Nebraska","310","Johnson","0970","Johnson","35","970",8940,8940
"G3100990","1920","Nebraska","310","Kearney","0990","Kearney","35","990",8583,8583
"G3101010","1920","Nebraska","310","Keith","1010","Keith","35","1010",5294,5294
"G3101030","1920","Nebraska","310","Keya Paha","1030","Keya Paha","35","1030",3594,3594
"G3101050","1920","Nebraska","310","Kimball","1050","Kimball","35","1050",4498,4498
"G3101070","1920","Nebraska","310","Knox","1070","Knox","35","1070",18894,18894
"G3101090","1920","Nebraska","310","Lancaster","1090","Lancaster","35","1090",85902,85902
"G3101110","1920","Nebraska","310","Lincoln","1110","Lincoln","35","1110",23420,23420
"G3101130","1920","Nebraska","310","Logan","1130","Logan","35","1130",1596,1596
"G3101150","1920","Nebraska","310","Loup","1150","Loup","35","1150",1946,1946
"G3101170","1920","Nebraska","310","McPherson","1170","Mcpherson","35","1170",1692,1692
"G3101190","1920","Nebraska","310","Madison","1190","Madison","35","1190",22511,22511
"G3101210","1920","Nebraska","310","Merrick","1210","Merrick","35","1210",10763,10763
"G3101230","1920","Nebraska","310","Morrill","1230","Morrill","35","1230",9151,9151
"G3101250","1920","Nebraska","310","Nance","1250","Nance","35","1250",8712,8712
"G3101270","1920","Nebraska","310","Nemaha","1270","Nemaha","35","1270",12547,12547
"G3101290","1920","Nebraska","310","Nuckolls","1290","Nuckolls","35","1290",13236,13236
"G3101310","1920","Nebraska","310","Otoe","1310","Otoe","35","1310",19494,19494
"G3101330","1920","Nebraska","310","Pawnee","1330","Pawnee","35","1330",9578,9578
"G3101350","1920","Nebraska","310","Perkins","1350","Perkins","35","1350",3967,3967
"G3101370","1920","Nebraska","310","Phelps","1370","Phelps","35","1370",9900,9900
"G3101390","1920","Nebraska","310","Pierce","1390","Pierce","35","1390",10681,10681
"G3101410","1920","Nebraska","310","Platte","1410","Platte","35","1410",19464,19464
"G3101430","1920","Nebraska","310","Polk","1430","Polk","35","1430",10714,10714
"G3101450","1920","Nebraska","310","Red Willow","1450","Red Willow","35","1450",11434,11434
"G3101470","1920","Nebraska","310","Richardson","1470","Richardson","35","1470",18968,18968
"G3101490","1920","Nebraska","310","Rock","1490","Rock","35","1490",3703,3703
"G3101510","1920","Nebraska","310","Saline","1510","Saline","35","1510",16514,16514
"G3101530","1920","Nebraska","310","Sarpy","1530","Sarpy","35","1530",9370,9370
"G3101550","1920","Nebraska","310","Saunders","1550","Saunders","35","1550",20589,20589
"G3101570","1920","Nebraska","310","Scotts Bluff","1570","Scotts Bluff","35","1570",20710,20710
"G3101590","1920","Nebraska","310","Seward","1590","Seward","35","1590",15867,15867
"G3101610","1920","Nebraska","310","Sheridan","1610","Sheridan","35","1610",9625,9625
"G3101630","1920","Nebraska","310","Sherman","1630","Sherman","35","1630",8877,8877
"G3101650","1920","Nebraska","310","Sioux","1650","Sioux","35","1650",4528,4528
"G3101670","1920","Nebraska","310","Stanton","1670","Stanton","35","1670",7756,7756
"G3101690","1920","Nebraska","310","Thayer","1690","Thayer","35","1690",13976,13976
"G3101710","1920","Nebraska","310","Thomas","1710","Thomas","35","1710",1773,1773
"G3101730","1920","Nebraska","310","Thurston","1730","Thurston","35","1730",9589,9589
"G3101750","1920","Nebraska","310","Valley","1750","Valley","35","1750",9823,9823
"G3101770","1920","Nebraska","310","Washington","1770","Washington","35","1770",12180,12180
"G3101790","1920","Nebraska","310","Wayne","1790","Wayne","35","1790",9725,9725
"G3101810","1920","Nebraska","310","Webster","1810","Webster","35","1810",10922,10922
"G3101830","1920","Nebraska","310","Wheeler","1830","Wheeler","35","1830",2531,2531
"G3101850","1920","Nebraska","310","York","1850","York","35","1850",17146,17146
"G3200010","1920","Nevada","320","Churchill","0010","Churchill","65","10",4649,4649
"G3200030","1920","Nevada","320","Clark","0030","Clark","65","30",4859,4859
"G3200050","1920","Nevada","320","Douglas","0050","Douglas","65","50",1825,1825
"G3200070","1920","Nevada","320","Elko","0070","Elko","65","70",8083,8083
"G3200090","1920","Nevada","320","Esmeralda","0090","Esmeralda","65","90",2410,2410
"G3200110","1920","Nevada","320","Eureka","0110","Eureka","65","110",1350,1350
"G3200130","1920","Nevada","320","Humboldt","0130","Humboldt","65","130",3743,3743
"G3200150","1920","Nevada","320","Lander","0150","Lander","65","150",1484,1484
"G3200170","1920","Nevada","320","Lincoln","0170","Lincoln","65","170",2287,2287
"G3200190","1920","Nevada","320","Lyon","0190","Lyon","65","190",4078,4078
"G3200210","1920","Nevada","320","Mineral","0210","Mineral","65","210",1848,1848
"G3200230","1920","Nevada","320","Nye","0230","Nye","65","230",6504,6504
"G3200250","1920","Nevada","320","Ormsby","0250","Ormsby","65","250",2453,2453
"G3200270","1920","Nevada","320","Pershing","0270","Pershing","65","270",2803,2803
"G3200290","1920","Nevada","320","Storey","0290","Storey","65","290",1469,1469
"G3200310","1920","Nevada","320","Washoe","0310","Washoe","65","310",18627,18627
"G3200330","1920","Nevada","320","White Pine","0330","White Pine","65","330",8935,8935
"G3300010","1920","New Hampshire","330","Belknap","0010","Belknap","4","10",21178,21178
"G3300030","1920","New Hampshire","330","Carroll","0030","Carroll","4","30",15017,15017
"G3300050","1920","New Hampshire","330","Cheshire","0050","Cheshire","4","50",30975,30975
"G3300070","1920","New Hampshire","330","Coos","0070","Coos","4","70",36093,36093
"G3300090","1920","New Hampshire","330","Grafton","0090","Grafton","4","90",40572,40572
"G3300110","1920","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",135512,135512
"G3300130","1920","New Hampshire","330","Merrimack","0130","Merrimack","4","130",51770,51770
"G3300150","1920","New Hampshire","330","Rockingham","0150","Rockingham","4","150",52498,52498
"G3300170","1920","New Hampshire","330","Strafford","0170","Strafford","4","170",38546,38546
"G3300190","1920","New Hampshire","330","Sullivan","0190","Sullivan","4","190",20922,20922
"G3400010","1920","New Jersey","340","Atlantic","0010","Atlantic","12","10",83914,83914
"G3400030","1920","New Jersey","340","Bergen","0030","Bergen","12","30",210703,210703
"G3400050","1920","New Jersey","340","Burlington","0050","Burlington","12","50",81770,81770
"G3400070","1920","New Jersey","340","Camden","0070","Camden","12","70",190508,190508
"G3400090","1920","New Jersey","340","Cape May","0090","Cape May","12","90",19460,19460
"G3400110","1920","New Jersey","340","Cumberland","0110","Cumberland","12","110",61348,61348
"G3400130","1920","New Jersey","340","Essex","0130","Essex","12","130",652089,652089
"G3400150","1920","New Jersey","340","Gloucester","0150","Gloucester","12","150",48224,48224
"G3400170","1920","New Jersey","340","Hudson","0170","Hudson","12","170",629154,629154
"G3400190","1920","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",32885,32885
"G3400210","1920","New Jersey","340","Mercer","0210","Mercer","12","210",159881,159881
"G3400230","1920","New Jersey","340","Middlesex","0230","Middlesex","12","230",162334,162334
"G3400250","1920","New Jersey","340","Monmouth","0250","Monmouth","12","250",104925,104925
"G3400270","1920","New Jersey","340","Morris","0270","Morris","12","270",82694,82694
"G3400290","1920","New Jersey","340","Ocean","0290","Ocean","12","290",22155,22155
"G3400310","1920","New Jersey","340","Passaic","0310","Passaic","12","310",259174,259174
"G3400330","1920","New Jersey","340","Salem","0330","Salem","12","330",36572,36572
"G3400350","1920","New Jersey","340","Somerset","0350","Somerset","12","350",47991,47991
"G3400370","1920","New Jersey","340","Sussex","0370","Sussex","12","370",24905,24905
"G3400390","1920","New Jersey","340","Union","0390","Union","12","390",200157,200157
"G3400410","1920","New Jersey","340","Warren","0410","Warren","12","410",45057,45057
"G3500010","1920","New Mexico","350","Bernalillo","0010","Bernalillo","66","10",29855,29855
"G3500050","1920","New Mexico","350","Chaves","0050","Chaves","66","50",12075,12075
"G3500070","1920","New Mexico","350","Colfax","0070","Colfax","66","70",21550,21550
"G3500090","1920","New Mexico","350","Curry","0090","Curry","66","90",11236,11236
"G3500110","1920","New Mexico","350","De Baca","0110","De Baca","66","110",3196,3196
"G3500130","1920","New Mexico","350","Dona Ana","0130","Dona Ana","66","130",16548,16548
"G3500150","1920","New Mexico","350","Eddy","0150","Eddy","66","150",9116,9116
"G3500170","1920","New Mexico","350","Grant","0170","Grant","66","170",21939,21939
"G3500190","1920","New Mexico","350","Guadalupe","0190","Guadalupe","66","190",8015,8015
"G3500230","1920","New Mexico","350","Hidalgo","0230","Hidalgo","66","230",4338,4338
"G3500250","1920","New Mexico","350","Lea","0250","Lea","66","250",3545,3545
"G3500255","1920","New Mexico","350","Lea-Roosevelt [multi-county reporting area]","0255","Lea-Roosevelt (multi-county reporting area)","66","255",,
"G3500270","1920","New Mexico","350","Lincoln","0270","Lincoln","66","270",7823,7823
"G3500290","1920","New Mexico","350","Luna","0290","Luna","66","290",12270,12270
"G3500310","1920","New Mexico","350","McKinley","0310","Mckinley","66","310",13731,13731
"G3500330","1920","New Mexico","350","Mora","0330","Mora","66","330",13915,13915
"G3500350","1920","New Mexico","350","Otero","0350","Otero","66","350",7902,7902
"G3500370","1920","New Mexico","350","Quay","0370","Quay","66","370",10444,10444
"G3500390","1920","New Mexico","350","Rio Arriba","0390","Rio Arriba","66","390",19552,19552
"G3500410","1920","New Mexico","350","Roosevelt","0410","Roosevelt","66","410",6548,6548
"G3500430","1920","New Mexico","350","Sandoval","0430","Sandoval","66","430",8863,8863
"G3500450","1920","New Mexico","350","San Juan","0450","San Juan","66","450",8333,8333
"G3500470","1920","New Mexico","350","San Miguel","0470","San Miguel","66","470",22867,22867
"G3500490","1920","New Mexico","350","Santa Fe","0490","Santa Fe","66","490",15030,15030
"G3500510","1920","New Mexico","350","Sierra","0510","Sierra","66","510",4619,4619
"G3500530","1920","New Mexico","350","Socorro","0530","Socorro","66","530",14061,14061
"G3500550","1920","New Mexico","350","Taos","0550","Taos","66","550",12773,12773
"G3500570","1920","New Mexico","350","Torrance","0570","Torrance","66","570",9731,9731
"G3500590","1920","New Mexico","350","Union","0590","Union","66","590",16680,16680
"G3500610","1920","New Mexico","350","Valencia","0610","Valencia","66","610",13795,13795
"G3600010","1920","New York","360","Albany","0010","Albany","13","10",186106,186106
"G3600030","1920","New York","360","Allegany","0030","Allegany","13","30",36842,36842
"G3600050","1920","New York","360","Bronx","0050","Bronx","13","50",732016,732016
"G3600070","1920","New York","360","Broome","0070","Broome","13","70",113610,113610
"G3600090","1920","New York","360","Cattaraugus","0090","Cattaraugus","13","90",71323,71323
"G3600110","1920","New York","360","Cayuga","0110","Cayuga","13","110",65221,65221
"G3600130","1920","New York","360","Chautauqua","0130","Chautauqua","13","130",115348,115348
"G3600150","1920","New York","360","Chemung","0150","Chemung","13","150",65872,65872
"G3600170","1920","New York","360","Chenango","0170","Chenango","13","170",34969,34969
"G3600190","1920","New York","360","Clinton","0190","Clinton","13","190",43898,43898
"G3600210","1920","New York","360","Columbia","0210","Columbia","13","210",38930,38930
"G3600230","1920","New York","360","Cortland","0230","Cortland","13","230",29625,29625
"G3600250","1920","New York","360","Delaware","0250","Delaware","13","250",42774,42774
"G3600270","1920","New York","360","Dutchess","0270","Dutchess","13","270",91747,91747
"G3600290","1920","New York","360","Erie","0290","Erie","13","290",634688,634688
"G3600310","1920","New York","360","Essex","0310","Essex","13","310",31871,31871
"G3600330","1920","New York","360","Franklin","0330","Franklin","13","330",43541,43541
"G3600350","1920","New York","360","Fulton","0350","Fulton","13","350",44927,44927
"G3600370","1920","New York","360","Genesee","0370","Genesee","13","370",37976,37976
"G3600390","1920","New York","360","Greene","0390","Greene","13","390",25796,25796
"G3600410","1920","New York","360","Hamilton","0410","Hamilton","13","410",3970,3970
"G3600430","1920","New York","360","Herkimer","0430","Herkimer","13","430",64962,64962
"G3600450","1920","New York","360","Jefferson","0450","Jefferson","13","450",82250,82250
"G3600470","1920","New York","360","Kings","0470","Kings","13","470",2018356,2018356
"G3600490","1920","New York","360","Lewis","0490","Lewis","13","490",23704,23704
"G3600510","1920","New York","360","Livingston","0510","Livingston","13","510",36830,36830
"G3600530","1920","New York","360","Madison","0530","Madison","13","530",39535,39535
"G3600550","1920","New York","360","Monroe","0550","Monroe","13","550",352034,352034
"G3600570","1920","New York","360","Montgomery","0570","Montgomery","13","570",57928,57928
"G3600590","1920","New York","360","Nassau","0590","Nassau","13","590",126120,126120
"G3600610","1920","New York","360","New York","0610","New York","13","610",2284103,2284103
"G3600630","1920","New York","360","Niagara","0630","Niagara","13","630",118705,118705
"G3600650","1920","New York","360","Oneida","0650","Oneida","13","650",182833,182833
"G3600670","1920","New York","360","Onondaga","0670","Onondaga","13","670",241465,241465
"G3600690","1920","New York","360","Ontario","0690","Ontario","13","690",52652,52652
"G3600710","1920","New York","360","Orange","0710","Orange","13","710",119844,119844
"G3600730","1920","New York","360","Orleans","0730","Orleans","13","730",28619,28619
"G3600750","1920","New York","360","Oswego","0750","Oswego","13","750",71045,71045
"G3600770","1920","New York","360","Otsego","0770","Otsego","13","770",46200,46200
"G3600790","1920","New York","360","Putnam","0790","Putnam","13","790",10802,10802
"G3600810","1920","New York","360","Queens","0810","Queens","13","810",469042,469042
"G3600830","1920","New York","360","Rensselaer","0830","Rensselaer","13","830",113129,113129
"G3600850","1920","New York","360","Richmond","0850","Richmond","13","850",116531,116531
"G3600870","1920","New York","360","Rockland","0870","Rockland","13","870",45548,45548
"G3600890","1920","New York","360","St Lawrence","0890","St Lawrence","13","890",88121,88121
"G3600910","1920","New York","360","Saratoga","0910","Saratoga","13","910",60029,60029
"G3600930","1920","New York","360","Schenectady","0930","Schenectady","13","930",109363,109363
"G3600950","1920","New York","360","Schoharie","0950","Schoharie","13","950",21303,21303
"G3600970","1920","New York","360","Schuyler","0970","Schuyler","13","970",13098,13098
"G3600990","1920","New York","360","Seneca","0990","Seneca","13","990",24735,24735
"G3601010","1920","New York","360","Steuben","1010","Steuben","13","1010",80627,80627
"G3601030","1920","New York","360","Suffolk","1030","Suffolk","13","1030",110246,110246
"G3601050","1920","New York","360","Sullivan","1050","Sullivan","13","1050",33163,33163
"G3601070","1920","New York","360","Tioga","1070","Tioga","13","1070",24212,24212
"G3601090","1920","New York","360","Tompkins","1090","Tompkins","13","1090",35285,35285
"G3601110","1920","New York","360","Ulster","1110","Ulster","13","1110",74979,74979
"G3601130","1920","New York","360","Warren","1130","Warren","13","1130",31673,31673
"G3601150","1920","New York","360","Washington","1150","Washington","13","1150",44888,44888
"G3601170","1920","New York","360","Wayne","1170","Wayne","13","1170",48827,48827
"G3601190","1920","New York","360","Westchester","1190","Westchester","13","1190",344436,344436
"G3601210","1920","New York","360","Wyoming","1210","Wyoming","13","1210",30314,30314
"G3601230","1920","New York","360","Yates","1230","Yates","13","1230",16641,16641
"G3700010","1920","North Carolina","370","Alamance","0010","Alamance","47","10",32718,32718
"G3700030","1920","North Carolina","370","Alexander","0030","Alexander","47","30",12212,12212
"G3700050","1920","North Carolina","370","Alleghany","0050","Alleghany","47","50",7403,7403
"G3700070","1920","North Carolina","370","Anson","0070","Anson","47","70",28334,28334
"G3700090","1920","North Carolina","370","Ashe","0090","Ashe","47","90",21001,21001
"G3700110","1920","North Carolina","370","Avery","0110","Avery","47","110",10335,10335
"G3700130","1920","North Carolina","370","Beaufort","0130","Beaufort","47","130",31024,31024
"G3700150","1920","North Carolina","370","Bertie","0150","Bertie","47","150",23993,23993
"G3700170","1920","North Carolina","370","Bladen","0170","Bladen","47","170",19761,19761
"G3700190","1920","North Carolina","370","Brunswick","0190","Brunswick","47","190",14876,14876
"G3700210","1920","North Carolina","370","Buncombe","0210","Buncombe","47","210",64148,64148
"G3700230","1920","North Carolina","370","Burke","0230","Burke","47","230",23297,23297
"G3700250","1920","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",33730,33730
"G3700270","1920","North Carolina","370","Caldwell","0270","Caldwell","47","270",19984,19984
"G3700290","1920","North Carolina","370","Camden","0290","Camden","47","290",5382,5382
"G3700310","1920","North Carolina","370","Carteret","0310","Carteret","47","310",15384,15384
"G3700330","1920","North Carolina","370","Caswell","0330","Caswell","47","330",15759,15759
"G3700350","1920","North Carolina","370","Catawba","0350","Catawba","47","350",33839,33839
"G3700370","1920","North Carolina","370","Chatham","0370","Chatham","47","370",23814,23814
"G3700390","1920","North Carolina","370","Cherokee","0390","Cherokee","47","390",15242,15242
"G3700410","1920","North Carolina","370","Chowan","0410","Chowan","47","410",10649,10649
"G3700430","1920","North Carolina","370","Clay","0430","Clay","47","430",4646,4646
"G3700450","1920","North Carolina","370","Cleveland","0450","Cleveland","47","450",34272,34272
"G3700470","1920","North Carolina","370","Columbus","0470","Columbus","47","470",30124,30124
"G3700490","1920","North Carolina","370","Craven","0490","Craven","47","490",29048,29048
"G3700510","1920","North Carolina","370","Cumberland","0510","Cumberland","47","510",35064,35064
"G3700530","1920","North Carolina","370","Currituck","0530","Currituck","47","530",7268,7268
"G3700550","1920","North Carolina","370","Dare","0550","Dare","47","550",5115,5115
"G3700570","1920","North Carolina","370","Davidson","0570","Davidson","47","570",35201,35201
"G3700590","1920","North Carolina","370","Davie","0590","Davie","47","590",13578,13578
"G3700610","1920","North Carolina","370","Duplin","0610","Duplin","47","610",30223,30223
"G3700630","1920","North Carolina","370","Durham","0630","Durham","47","630",42219,42219
"G3700650","1920","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",37995,37995
"G3700670","1920","North Carolina","370","Forsyth","0670","Forsyth","47","670",77269,77269
"G3700690","1920","North Carolina","370","Franklin","0690","Franklin","47","690",26667,26667
"G3700710","1920","North Carolina","370","Gaston","0710","Gaston","47","710",51242,51242
"G3700730","1920","North Carolina","370","Gates","0730","Gates","47","730",10537,10537
"G3700750","1920","North Carolina","370","Graham","0750","Graham","47","750",4872,4872
"G3700770","1920","North Carolina","370","Granville","0770","Granville","47","770",26846,26846
"G3700790","1920","North Carolina","370","Greene","0790","Greene","47","790",16212,16212
"G3700810","1920","North Carolina","370","Guilford","0810","Guilford","47","810",79272,79272
"G3700830","1920","North Carolina","370","Halifax","0830","Halifax","47","830",43766,43766
"G3700850","1920","North Carolina","370","Harnett","0850","Harnett","47","850",28313,28313
"G3700870","1920","North Carolina","370","Haywood","0870","Haywood","47","870",23496,23496
"G3700890","1920","North Carolina","370","Henderson","0890","Henderson","47","890",18248,18248
"G3700910","1920","North Carolina","370","Hertford","0910","Hertford","47","910",16294,16294
"G3700930","1920","North Carolina","370","Hoke","0930","Hoke","47","930",11722,11722
"G3700950","1920","North Carolina","370","Hyde","0950","Hyde","47","950",8386,8386
"G3700970","1920","North Carolina","370","Iredell","0970","Iredell","47","970",37956,37956
"G3700990","1920","North Carolina","370","Jackson","0990","Jackson","47","990",13396,13396
"G3701010","1920","North Carolina","370","Johnston","1010","Johnston","47","1010",48998,48998
"G3701030","1920","North Carolina","370","Jones","1030","Jones","47","1030",9912,9912
"G3701050","1920","North Carolina","370","Lee","1050","Lee","47","1050",13400,13400
"G3701070","1920","North Carolina","370","Lenoir","1070","Lenoir","47","1070",29555,29555
"G3701090","1920","North Carolina","370","Lincoln","1090","Lincoln","47","1090",17862,17862
"G3701110","1920","North Carolina","370","McDowell","1110","Mcdowell","47","1110",16763,16763
"G3701130","1920","North Carolina","370","Macon","1130","Macon","47","1130",12887,12887
"G3701150","1920","North Carolina","370","Madison","1150","Madison","47","1150",20083,20083
"G3701170","1920","North Carolina","370","Martin","1170","Martin","47","1170",20828,20828
"G3701190","1920","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",80695,80695
"G3701210","1920","North Carolina","370","Mitchell","1210","Mitchell","47","1210",11278,11278
"G3701230","1920","North Carolina","370","Montgomery","1230","Montgomery","47","1230",14607,14607
"G3701250","1920","North Carolina","370","Moore","1250","Moore","47","1250",21388,21388
"G3701270","1920","North Carolina","370","Nash","1270","Nash","47","1270",41061,41061
"G3701290","1920","North Carolina","370","New Hanover","1290","New Hanover","47","1290",40620,40620
"G3701310","1920","North Carolina","370","Northampton","1310","Northampton","47","1310",23184,23184
"G3701330","1920","North Carolina","370","Onslow","1330","Onslow","47","1330",14703,14703
"G3701350","1920","North Carolina","370","Orange","1350","Orange","47","1350",17895,17895
"G3701370","1920","North Carolina","370","Pamlico","1370","Pamlico","47","1370",9060,9060
"G3701390","1920","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",17670,17670
"G3701410","1920","North Carolina","370","Pender","1410","Pender","47","1410",14788,14788
