GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A7L001,A81001
"G3701430","1920","North Carolina","370","Perquimans","1430","Perquimans","47","1430",11137,11137
"G3701450","1920","North Carolina","370","Person","1450","Person","47","1450",18973,18973
"G3701470","1920","North Carolina","370","Pitt","1470","Pitt","47","1470",45569,45569
"G3701490","1920","North Carolina","370","Polk","1490","Polk","47","1490",8832,8832
"G3701510","1920","North Carolina","370","Randolph","1510","Randolph","47","1510",30856,30856
"G3701530","1920","North Carolina","370","Richmond","1530","Richmond","47","1530",25567,25567
"G3701550","1920","North Carolina","370","Robeson","1550","Robeson","47","1550",54674,54674
"G3701570","1920","North Carolina","370","Rockingham","1570","Rockingham","47","1570",44149,44149
"G3701590","1920","North Carolina","370","Rowan","1590","Rowan","47","1590",44062,44062
"G3701610","1920","North Carolina","370","Rutherford","1610","Rutherford","47","1610",31426,31426
"G3701630","1920","North Carolina","370","Sampson","1630","Sampson","47","1630",36002,36002
"G3701650","1920","North Carolina","370","Scotland","1650","Scotland","47","1650",15600,15600
"G3701670","1920","North Carolina","370","Stanly","1670","Stanly","47","1670",27429,27429
"G3701690","1920","North Carolina","370","Stokes","1690","Stokes","47","1690",20575,20575
"G3701710","1920","North Carolina","370","Surry","1710","Surry","47","1710",32464,32464
"G3701730","1920","North Carolina","370","Swain","1730","Swain","47","1730",13224,13224
"G3701750","1920","North Carolina","370","Transylvania","1750","Transylvania","47","1750",9303,9303
"G3701770","1920","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",4849,4849
"G3701790","1920","North Carolina","370","Union","1790","Union","47","1790",36029,36029
"G3701810","1920","North Carolina","370","Vance","1810","Vance","47","1810",22799,22799
"G3701830","1920","North Carolina","370","Wake","1830","Wake","47","1830",75155,75155
"G3701850","1920","North Carolina","370","Warren","1850","Warren","47","1850",21593,21593
"G3701870","1920","North Carolina","370","Washington","1870","Washington","47","1870",11429,11429
"G3701890","1920","North Carolina","370","Watauga","1890","Watauga","47","1890",13477,13477
"G3701910","1920","North Carolina","370","Wayne","1910","Wayne","47","1910",43640,43640
"G3701930","1920","North Carolina","370","Wilkes","1930","Wilkes","47","1930",32644,32644
"G3701950","1920","North Carolina","370","Wilson","1950","Wilson","47","1950",36813,36813
"G3701970","1920","North Carolina","370","Yadkin","1970","Yadkin","47","1970",16391,16391
"G3701990","1920","North Carolina","370","Yancey","1990","Yancey","47","1990",15093,15093
"G3800010","1920","North Dakota","380","Adams","0010","Adams","36","10",5593,5593
"G3800030","1920","North Dakota","380","Barnes","0030","Barnes","36","30",18678,18678
"G3800050","1920","North Dakota","380","Benson","0050","Benson","36","50",13095,13095
"G3800070","1920","North Dakota","380","Billings","0070","Billings","36","70",3126,3126
"G3800075","1920","North Dakota","380","Billings-Sioux [multi-county reporting area]","0075","Billings-Sioux (multi-county reporting area)","36","75",,
"G3800090","1920","North Dakota","380","Bottineau","0090","Bottineau","36","90",15109,15109
"G3800110","1920","North Dakota","380","Bowman","0110","Bowman","36","110",4768,4768
"G3800130","1920","North Dakota","380","Burke","0130","Burke","36","130",9511,9511
"G3800150","1920","North Dakota","380","Burleigh","0150","Burleigh","36","150",15578,15578
"G3800170","1920","North Dakota","380","Cass","0170","Cass","36","170",41477,41477
"G3800190","1920","North Dakota","380","Cavalier","0190","Cavalier","36","190",15555,15555
"G3800210","1920","North Dakota","380","Dickey","0210","Dickey","36","210",10499,10499
"G3800230","1920","North Dakota","380","Divide","0230","Divide","36","230",9637,9637
"G3800250","1920","North Dakota","380","Dunn","0250","Dunn","36","250",8828,8828
"G3800270","1920","North Dakota","380","Eddy","0270","Eddy","36","270",6493,6493
"G3800290","1920","North Dakota","380","Emmons","0290","Emmons","36","290",11288,11288
"G3800310","1920","North Dakota","380","Foster","0310","Foster","36","310",6108,6108
"G3800330","1920","North Dakota","380","Golden Valley","0330","Golden Valley","36","330",4832,4832
"G3800350","1920","North Dakota","380","Grand Forks","0350","Grand Forks","36","350",28795,28795
"G3800370","1920","North Dakota","380","Grant","0370","Grant","36","370",9553,9553
"G3800390","1920","North Dakota","380","Griggs","0390","Griggs","36","390",7402,7402
"G3800410","1920","North Dakota","380","Hettinger","0410","Hettinger","36","410",7685,7685
"G3800430","1920","North Dakota","380","Kidder","0430","Kidder","36","430",7798,7798
"G3800450","1920","North Dakota","380","LaMoure","0450","La Moure","36","450",11564,11564
"G3800470","1920","North Dakota","380","Logan","0470","Logan","36","470",7723,7723
"G3800490","1920","North Dakota","380","McHenry","0490","Mchenry","36","490",15544,15544
"G3800510","1920","North Dakota","380","McIntosh","0510","Mcintosh","36","510",9010,9010
"G3800530","1920","North Dakota","380","McKenzie","0530","Mckenzie","36","530",9544,9544
"G3800550","1920","North Dakota","380","McLean","0550","Mclean","36","550",17266,17266
"G3800570","1920","North Dakota","380","Mercer","0570","Mercer","36","570",8224,8224
"G3800590","1920","North Dakota","380","Morton","0590","Morton","36","590",18714,18714
"G3800610","1920","North Dakota","380","Mountrail","0610","Mountrail","36","610",12140,12140
"G3800630","1920","North Dakota","380","Nelson","0630","Nelson","36","630",10362,10362
"G3800650","1920","North Dakota","380","Oliver","0650","Oliver","36","650",4425,4425
"G3800670","1920","North Dakota","380","Pembina","0670","Pembina","36","670",15177,15177
"G3800690","1920","North Dakota","380","Pierce","0690","Pierce","36","690",9283,9283
"G3800710","1920","North Dakota","380","Ramsey","0710","Ramsey","36","710",15427,15427
"G3800730","1920","North Dakota","380","Ransom","0730","Ransom","36","730",11618,11618
"G3800750","1920","North Dakota","380","Renville","0750","Renville","36","750",7776,7776
"G3800770","1920","North Dakota","380","Richland","0770","Richland","36","770",20887,20887
"G3800790","1920","North Dakota","380","Rolette","0790","Rolette","36","790",10061,10061
"G3800810","1920","North Dakota","380","Sargent","0810","Sargent","36","810",9655,9655
"G3800830","1920","North Dakota","380","Sheridan","0830","Sheridan","36","830",7935,7935
"G3800850","1920","North Dakota","380","Sioux","0850","Sioux","36","850",3308,3308
"G3800870","1920","North Dakota","380","Slope","0870","Slope","36","870",4940,4940
"G3800890","1920","North Dakota","380","Stark","0890","Stark","36","890",13542,13542
"G3800910","1920","North Dakota","380","Steele","0910","Steele","36","910",7401,7401
"G3800930","1920","North Dakota","380","Stutsman","0930","Stutsman","36","930",24575,24575
"G3800950","1920","North Dakota","380","Towner","0950","Towner","36","950",8327,8327
"G3800970","1920","North Dakota","380","Traill","0970","Traill","36","970",12210,12210
"G3800990","1920","North Dakota","380","Walsh","0990","Walsh","36","990",19078,19078
"G3801010","1920","North Dakota","380","Ward","1010","Ward","36","1010",28811,28811
"G3801030","1920","North Dakota","380","Wells","1030","Wells","36","1030",12957,12957
"G3801050","1920","North Dakota","380","Williams","1050","Williams","36","1050",17980,17980
"G3900010","1920","Ohio","390","Adams","0010","Adams","24","10",22403,22403
"G3900030","1920","Ohio","390","Allen","0030","Allen","24","30",68223,68223
"G3900050","1920","Ohio","390","Ashland","0050","Ashland","24","50",24627,24627
"G3900070","1920","Ohio","390","Ashtabula","0070","Ashtabula","24","70",65545,65545
"G3900090","1920","Ohio","390","Athens","0090","Athens","24","90",50430,50430
"G3900110","1920","Ohio","390","Auglaize","0110","Auglaize","24","110",29527,29527
"G3900130","1920","Ohio","390","Belmont","0130","Belmont","24","130",93193,93193
"G3900150","1920","Ohio","390","Brown","0150","Brown","24","150",22621,22621
"G3900170","1920","Ohio","390","Butler","0170","Butler","24","170",87025,87025
"G3900190","1920","Ohio","390","Carroll","0190","Carroll","24","190",15942,15942
"G3900210","1920","Ohio","390","Champaign","0210","Champaign","24","210",25071,25071
"G3900230","1920","Ohio","390","Clark","0230","Clark","24","230",80728,80728
"G3900250","1920","Ohio","390","Clermont","0250","Clermont","24","250",28291,28291
"G3900270","1920","Ohio","390","Clinton","0270","Clinton","24","270",23036,23036
"G3900290","1920","Ohio","390","Columbiana","0290","Columbiana","24","290",83131,83131
"G3900310","1920","Ohio","390","Coshocton","0310","Coshocton","24","310",29595,29595
"G3900330","1920","Ohio","390","Crawford","0330","Crawford","24","330",36054,36054
"G3900350","1920","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",943495,943495
"G3900370","1920","Ohio","390","Darke","0370","Darke","24","370",42911,42911
"G3900390","1920","Ohio","390","Defiance","0390","Defiance","24","390",24549,24549
"G3900410","1920","Ohio","390","Delaware","0410","Delaware","24","410",26013,26013
"G3900430","1920","Ohio","390","Erie","0430","Erie","24","430",39789,39789
"G3900450","1920","Ohio","390","Fairfield","0450","Fairfield","24","450",40484,40484
"G3900470","1920","Ohio","390","Fayette","0470","Fayette","24","470",21518,21518
"G3900490","1920","Ohio","390","Franklin","0490","Franklin","24","490",283951,283951
"G3900510","1920","Ohio","390","Fulton","0510","Fulton","24","510",23445,23445
"G3900530","1920","Ohio","390","Gallia","0530","Gallia","24","530",23311,23311
"G3900550","1920","Ohio","390","Geauga","0550","Geauga","24","550",15036,15036
"G3900570","1920","Ohio","390","Greene","0570","Greene","24","570",31221,31221
"G3900590","1920","Ohio","390","Guernsey","0590","Guernsey","24","590",45352,45352
"G3900610","1920","Ohio","390","Hamilton","0610","Hamilton","24","610",493678,493678
"G3900630","1920","Ohio","390","Hancock","0630","Hancock","24","630",38394,38394
"G3900650","1920","Ohio","390","Hardin","0650","Hardin","24","650",29167,29167
"G3900670","1920","Ohio","390","Harrison","0670","Harrison","24","670",19625,19625
"G3900690","1920","Ohio","390","Henry","0690","Henry","24","690",23362,23362
"G3900710","1920","Ohio","390","Highland","0710","Highland","24","710",27610,27610
"G3900730","1920","Ohio","390","Hocking","0730","Hocking","24","730",23291,23291
"G3900750","1920","Ohio","390","Holmes","0750","Holmes","24","750",16965,16965
"G3900770","1920","Ohio","390","Huron","0770","Huron","24","770",32424,32424
"G3900790","1920","Ohio","390","Jackson","0790","Jackson","24","790",27342,27342
"G3900810","1920","Ohio","390","Jefferson","0810","Jefferson","24","810",77580,77580
"G3900830","1920","Ohio","390","Knox","0830","Knox","24","830",29580,29580
"G3900850","1920","Ohio","390","Lake","0850","Lake","24","850",28667,28667
"G3900870","1920","Ohio","390","Lawrence","0870","Lawrence","24","870",39540,39540
"G3900890","1920","Ohio","390","Licking","0890","Licking","24","890",56426,56426
"G3900910","1920","Ohio","390","Logan","0910","Logan","24","910",30104,30104
"G3900930","1920","Ohio","390","Lorain","0930","Lorain","24","930",90612,90612
"G3900950","1920","Ohio","390","Lucas","0950","Lucas","24","950",275721,275721
"G3900970","1920","Ohio","390","Madison","0970","Madison","24","970",19662,19662
"G3900990","1920","Ohio","390","Mahoning","0990","Mahoning","24","990",186310,186310
"G3901010","1920","Ohio","390","Marion","1010","Marion","24","1010",42004,42004
"G3901030","1920","Ohio","390","Medina","1030","Medina","24","1030",26067,26067
"G3901050","1920","Ohio","390","Meigs","1050","Meigs","24","1050",26189,26189
"G3901070","1920","Ohio","390","Mercer","1070","Mercer","24","1070",26872,26872
"G3901090","1920","Ohio","390","Miami","1090","Miami","24","1090",48428,48428
"G3901110","1920","Ohio","390","Monroe","1110","Monroe","24","1110",20660,20660
"G3901130","1920","Ohio","390","Montgomery","1130","Montgomery","24","1130",209532,209532
"G3901150","1920","Ohio","390","Morgan","1150","Morgan","24","1150",14555,14555
"G3901170","1920","Ohio","390","Morrow","1170","Morrow","24","1170",15570,15570
"G3901190","1920","Ohio","390","Muskingum","1190","Muskingum","24","1190",57980,57980
"G3901210","1920","Ohio","390","Noble","1210","Noble","24","1210",17849,17849
"G3901230","1920","Ohio","390","Ottawa","1230","Ottawa","24","1230",22193,22193
"G3901250","1920","Ohio","390","Paulding","1250","Paulding","24","1250",18736,18736
"G3901270","1920","Ohio","390","Perry","1270","Perry","24","1270",36098,36098
"G3901290","1920","Ohio","390","Pickaway","1290","Pickaway","24","1290",25788,25788
"G3901310","1920","Ohio","390","Pike","1310","Pike","24","1310",14151,14151
"G3901330","1920","Ohio","390","Portage","1330","Portage","24","1330",36269,36269
"G3901350","1920","Ohio","390","Preble","1350","Preble","24","1350",23238,23238
"G3901370","1920","Ohio","390","Putnam","1370","Putnam","24","1370",27751,27751
"G3901390","1920","Ohio","390","Richland","1390","Richland","24","1390",55178,55178
"G3901410","1920","Ohio","390","Ross","1410","Ross","24","1410",41556,41556
"G3901430","1920","Ohio","390","Sandusky","1430","Sandusky","24","1430",37109,37109
"G3901450","1920","Ohio","390","Scioto","1450","Scioto","24","1450",62850,62850
"G3901470","1920","Ohio","390","Seneca","1470","Seneca","24","1470",43176,43176
"G3901490","1920","Ohio","390","Shelby","1490","Shelby","24","1490",25923,25923
"G3901510","1920","Ohio","390","Stark","1510","Stark","24","1510",177218,177218
"G3901530","1920","Ohio","390","Summit","1530","Summit","24","1530",286065,286065
"G3901550","1920","Ohio","390","Trumbull","1550","Trumbull","24","1550",83920,83920
"G3901570","1920","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",63578,63578
"G3901590","1920","Ohio","390","Union","1590","Union","24","1590",20918,20918
"G3901610","1920","Ohio","390","Van Wert","1610","Van Wert","24","1610",28210,28210
"G3901630","1920","Ohio","390","Vinton","1630","Vinton","24","1630",12075,12075
"G3901650","1920","Ohio","390","Warren","1650","Warren","24","1650",25716,25716
"G3901670","1920","Ohio","390","Washington","1670","Washington","24","1670",43049,43049
"G3901690","1920","Ohio","390","Wayne","1690","Wayne","24","1690",41346,41346
"G3901710","1920","Ohio","390","Williams","1710","Williams","24","1710",24627,24627
"G3901730","1920","Ohio","390","Wood","1730","Wood","24","1730",44892,44892
"G3901750","1920","Ohio","390","Wyandot","1750","Wyandot","24","1750",19481,19481
"G4000010","1920","Oklahoma","400","Adair","0010","Adair","53","10",13703,13703
"G4000030","1920","Oklahoma","400","Alfalfa","0030","Alfalfa","53","30",16253,16253
"G4000050","1920","Oklahoma","400","Atoka","0050","Atoka","53","50",20862,20862
