GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A3Y001,A3Y002
"G1300550","1910","Georgia","130","Chattooga","0550","Chattooga","44","550",13608,12952
"G1300570","1910","Georgia","130","Cherokee","0570","Cherokee","44","570",16661,15243
"G1300590","1910","Georgia","130","Clarke","0590","Clarke","44","590",23273,17708
"G1300610","1910","Georgia","130","Clay","0610","Clay","44","610",8960,8568
"G1300630","1910","Georgia","130","Clayton","0630","Clayton","44","630",10453,9598
"G1300650","1910","Georgia","130","Clinch","0650","Clinch","44","650",8424,8732
"G1300670","1910","Georgia","130","Cobb","0670","Cobb","44","670",28397,24664
"G1300690","1910","Georgia","130","Coffee","0690","Coffee","44","690",21953,
"G1300710","1910","Georgia","130","Colquitt","0710","Colquitt","44","710",19789,13636
"G1300730","1910","Georgia","130","Columbia","0730","Columbia","44","730",12328,10653
"G1300770","1910","Georgia","130","Coweta","0770","Coweta","44","770",28800,24980
"G1300790","1910","Georgia","130","Crawford","0790","Crawford","44","790",8310,10368
"G1300810","1910","Georgia","130","Crisp","0810","Crisp","44","810",16423,
"G1300830","1910","Georgia","130","Dade","0830","Dade","44","830",4139,4578
"G1300850","1910","Georgia","130","Dawson","0850","Dawson","44","850",4686,5442
"G1300870","1910","Georgia","130","Decatur","0870","Decatur","44","870",29045,
"G1300890","1910","Georgia","130","DeKalb","0890","De Kalb","44","890",27881,21112
"G1300910","1910","Georgia","130","Dodge","0910","Dodge","44","910",20127,13975
"G1300930","1910","Georgia","130","Dooly","0930","Dooly","44","930",20554,
"G1300950","1910","Georgia","130","Dougherty","0950","Dougherty","44","950",16035,13679
"G1300970","1910","Georgia","130","Douglas","0970","Douglas","44","970",8953,8745
"G1300990","1910","Georgia","130","Early","0990","Early","44","990",18122,14828
"G1301010","1910","Georgia","130","Echols","1010","Echols","44","1010",3309,3209
"G1301030","1910","Georgia","130","Effingham","1030","Effingham","44","1030",9971,8334
"G1301050","1910","Georgia","130","Elbert","1050","Elbert","44","1050",24125,19729
"G1301070","1910","Georgia","130","Emanuel","1070","Emanuel","44","1070",25140,
"G1301110","1910","Georgia","130","Fannin","1110","Fannin","44","1110",12574,11214
"G1301130","1910","Georgia","130","Fayette","1130","Fayette","44","1130",10966,10114
"G1301150","1910","Georgia","130","Floyd","1150","Floyd","44","1150",36736,33113
"G1301170","1910","Georgia","130","Forsyth","1170","Forsyth","44","1170",11940,11550
"G1301190","1910","Georgia","130","Franklin","1190","Franklin","44","1190",17894,
"G1301210","1910","Georgia","130","Fulton","1210","Fulton","44","1210",177733,117363
"G1301230","1910","Georgia","130","Gilmer","1230","Gilmer","44","1230",9237,10198
"G1301250","1910","Georgia","130","Glascock","1250","Glascock","44","1250",4669,4516
"G1301270","1910","Georgia","130","Glynn","1270","Glynn","44","1270",15720,14317
"G1301290","1910","Georgia","130","Gordon","1290","Gordon","44","1290",15861,14119
"G1301310","1910","Georgia","130","Grady","1310","Grady","44","1310",18457,
"G1301330","1910","Georgia","130","Greene","1330","Greene","44","1330",18512,16542
"G1301350","1910","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",28824,25585
"G1301370","1910","Georgia","130","Habersham","1370","Habersham","44","1370",10134,
"G1301390","1910","Georgia","130","Hall","1390","Hall","44","1390",25730,20752
"G1301410","1910","Georgia","130","Hancock","1410","Hancock","44","1410",19189,18277
"G1301430","1910","Georgia","130","Haralson","1430","Haralson","44","1430",13514,11922
"G1301450","1910","Georgia","130","Harris","1450","Harris","44","1450",17886,18009
"G1301470","1910","Georgia","130","Hart","1470","Hart","44","1470",16216,14492
"G1301490","1910","Georgia","130","Heard","1490","Heard","44","1490",11189,11177
"G1301510","1910","Georgia","130","Henry","1510","Henry","44","1510",19927,18602
"G1301530","1910","Georgia","130","Houston","1530","Houston","44","1530",23609,22641
"G1301550","1910","Georgia","130","Irwin","1550","Irwin","44","1550",10461,
"G1301570","1910","Georgia","130","Jackson","1570","Jackson","44","1570",30169,24039
"G1301590","1910","Georgia","130","Jasper","1590","Jasper","44","1590",16552,15033
"G1301610","1910","Georgia","130","Jeff Davis","1610","Jeff Davis","44","1610",6050,
"G1301630","1910","Georgia","130","Jefferson","1630","Jefferson","44","1630",21379,18212
"G1301650","1910","Georgia","130","Jenkins","1650","Jenkins","44","1650",11520,
"G1301670","1910","Georgia","130","Johnson","1670","Johnson","44","1670",12897,11409
"G1301690","1910","Georgia","130","Jones","1690","Jones","44","1690",13103,13358
"G1301750","1910","Georgia","130","Laurens","1750","Laurens","44","1750",35501,25908
"G1301770","1910","Georgia","130","Lee","1770","Lee","44","1770",11679,10344
"G1301790","1910","Georgia","130","Liberty","1790","Liberty","44","1790",12924,13093
"G1301810","1910","Georgia","130","Lincoln","1810","Lincoln","44","1810",8714,7156
"G1301850","1910","Georgia","130","Lowndes","1850","Lowndes","44","1850",24436,20036
"G1301870","1910","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",5444,7433
"G1301890","1910","Georgia","130","McDuffie","1890","Mcduffie","44","1890",10325,9804
"G1301910","1910","Georgia","130","McIntosh","1910","Mcintosh","44","1910",6442,6537
"G1301930","1910","Georgia","130","Macon","1930","Macon","44","1930",15016,14093
"G1301950","1910","Georgia","130","Madison","1950","Madison","44","1950",16851,13224
"G1301970","1910","Georgia","130","Marion","1970","Marion","44","1970",9147,10080
"G1301990","1910","Georgia","130","Meriwether","1990","Meriwether","44","1990",25180,23339
"G1302010","1910","Georgia","130","Miller","2010","Miller","44","2010",7986,6319
"G1302015","1910","Georgia","130","Milton","2015","Milton","44","2030",7239,6763
"G1302050","1910","Georgia","130","Mitchell","2050","Mitchell","44","2050",22114,14767
"G1302070","1910","Georgia","130","Monroe","2070","Monroe","44","2070",20450,20682
"G1302090","1910","Georgia","130","Montgomery","2090","Montgomery","44","2090",19638,
"G1302110","1910","Georgia","130","Morgan","2110","Morgan","44","2110",19717,15813
"G1302130","1910","Georgia","130","Murray","2130","Murray","44","2130",9763,8623
"G1302150","1910","Georgia","130","Muscogee","2150","Muscogee","44","2150",36227,29836
"G1302170","1910","Georgia","130","Newton","2170","Newton","44","2170",18449,16734
"G1302190","1910","Georgia","130","Oconee","2190","Oconee","44","2190",11104,8602
"G1302210","1910","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",18680,17881
"G1302230","1910","Georgia","130","Paulding","2230","Paulding","44","2230",14124,12969
"G1302270","1910","Georgia","130","Pickens","2270","Pickens","44","2270",9041,8641
"G1302290","1910","Georgia","130","Pierce","2290","Pierce","44","2290",10749,8100
"G1302310","1910","Georgia","130","Pike","2310","Pike","44","2310",19495,18761
"G1302330","1910","Georgia","130","Polk","2330","Polk","44","2330",20203,17856
"G1302350","1910","Georgia","130","Pulaski","2350","Pulaski","44","2350",22835,18489
"G1302370","1910","Georgia","130","Putnam","2370","Putnam","44","2370",13876,13436
"G1302390","1910","Georgia","130","Quitman","2390","Quitman","44","2390",4594,4701
"G1302410","1910","Georgia","130","Rabun","2410","Rabun","44","2410",5562,6285
"G1302430","1910","Georgia","130","Randolph","2430","Randolph","44","2430",18841,16847
"G1302450","1910","Georgia","130","Richmond","2450","Richmond","44","2450",58886,53735
"G1302470","1910","Georgia","130","Rockdale","2470","Rockdale","44","2470",8916,7515
"G1302490","1910","Georgia","130","Schley","2490","Schley","44","2490",5213,5499
"G1302510","1910","Georgia","130","Screven","2510","Screven","44","2510",20202,
"G1302550","1910","Georgia","130","Spalding","2550","Spalding","44","2550",19741,17619
"G1302570","1910","Georgia","130","Stephens","2570","Stephens","44","2570",9728,
"G1302590","1910","Georgia","130","Stewart","2590","Stewart","44","2590",13437,15856
"G1302610","1910","Georgia","130","Sumter","2610","Sumter","44","2610",29092,26212
"G1302630","1910","Georgia","130","Talbot","2630","Talbot","44","2630",11696,12197
"G1302650","1910","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",8766,7912
"G1302670","1910","Georgia","130","Tattnall","2670","Tattnall","44","2670",18569,
"G1302690","1910","Georgia","130","Taylor","2690","Taylor","44","2690",10839,9846
"G1302710","1910","Georgia","130","Telfair","2710","Telfair","44","2710",13288,10083
"G1302730","1910","Georgia","130","Terrell","2730","Terrell","44","2730",22003,19023
"G1302750","1910","Georgia","130","Thomas","2750","Thomas","44","2750",29071,
"G1302770","1910","Georgia","130","Tift","2770","Tift","44","2770",11487,
"G1302790","1910","Georgia","130","Toombs","2790","Toombs","44","2790",11206,
"G1302810","1910","Georgia","130","Towns","2810","Towns","44","2810",3932,4748
"G1302850","1910","Georgia","130","Troup","2850","Troup","44","2850",26228,24002
"G1302870","1910","Georgia","130","Turner","2870","Turner","44","2870",10075,
"G1302890","1910","Georgia","130","Twiggs","2890","Twiggs","44","2890",10736,8716
"G1302910","1910","Georgia","130","Union","2910","Union","44","2910",6918,8481
"G1302930","1910","Georgia","130","Upson","2930","Upson","44","2930",12757,13670
"G1302950","1910","Georgia","130","Walker","2950","Walker","44","2950",18692,15661
"G1302970","1910","Georgia","130","Walton","2970","Walton","44","2970",25393,20942
"G1302990","1910","Georgia","130","Ware","2990","Ware","44","2990",22957,13761
"G1303010","1910","Georgia","130","Warren","3010","Warren","44","3010",11860,11463
"G1303030","1910","Georgia","130","Washington","3030","Washington","44","3030",28174,28227
"G1303050","1910","Georgia","130","Wayne","3050","Wayne","44","3050",13069,9449
"G1303070","1910","Georgia","130","Webster","3070","Webster","44","3070",6151,6618
"G1303110","1910","Georgia","130","White","3110","White","44","3110",5110,5912
"G1303130","1910","Georgia","130","Whitfield","3130","Whitfield","44","3130",15934,14509
"G1303150","1910","Georgia","130","Wilcox","3150","Wilcox","44","3150",13486,
"G1303170","1910","Georgia","130","Wilkes","3170","Wilkes","44","3170",23441,20866
"G1303190","1910","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",10078,11440
"G1303210","1910","Georgia","130","Worth","3210","Worth","44","3210",19147,
"G1550015","1910","Hawaii Territory","155","Hawaii","0015","Hawaii","82","10",55382,46843
"G1550035","1910","Hawaii Territory","155","Honolulu","0035","Honolulu","82","30",82028,58504
"G1550055","1910","Hawaii Territory","155","Kalawao","0055","Kalawao","82","50",785,1177
"G1550075","1910","Hawaii Territory","155","Kauai","0075","Kauai","82","70",23952,20734
"G1550095","1910","Hawaii Territory","155","Maui","0095","Maui","82","90",29762,26743
"G1600010","1910","Idaho","160","Ada","0010","Ada","63","10",29088,11559
"G1600050","1910","Idaho","160","Bannock","0050","Bannock","63","50",19242,11702
"G1600070","1910","Idaho","160","Bear Lake","0070","Bear Lake","63","70",7729,7051
"G1600110","1910","Idaho","160","Bingham","0110","Bingham","63","110",23306,10060
"G1600130","1910","Idaho","160","Blaine","0130","Blaine","63","130",8387,4900
"G1600150","1910","Idaho","160","Boise","0150","Boise","63","150",5250,4174
"G1600170","1910","Idaho","160","Bonner","0170","Bonner","63","170",13588,
"G1600270","1910","Idaho","160","Canyon","0270","Canyon","63","270",25323,7497
"G1600310","1910","Idaho","160","Cassia","0310","Cassia","63","310",7197,3683
"G1600370","1910","Idaho","160","Custer","0370","Custer","63","370",3001,2049
"G1600390","1910","Idaho","160","Elmore","0390","Elmore","63","390",4785,2286
"G1600430","1910","Idaho","160","Fremont","0430","Fremont","63","430",24606,13208
"G1600490","1910","Idaho","160","Idaho","0490","Idaho","63","490",12384,9121
"G1600550","1910","Idaho","160","Kootenai","0550","Kootenai","63","550",22747,6380
"G1600570","1910","Idaho","160","Latah","0570","Latah","63","570",18818,13451
"G1600590","1910","Idaho","160","Lemhi","0590","Lemhi","63","590",4786,3446
"G1600630","1910","Idaho","160","Lincoln","0630","Lincoln","63","630",12676,1784
"G1600690","1910","Idaho","160","Nez Perce","0690","Nez Perce","63","690",24860,15162
"G1600710","1910","Idaho","160","Oneida","0710","Oneida","63","710",15170,8933
"G1600730","1910","Idaho","160","Owyhee","0730","Owyhee","63","730",4044,3804
"G1600790","1910","Idaho","160","Shoshone","0790","Shoshone","63","790",13963,10536
"G1600830","1910","Idaho","160","Twin Falls","0830","Twin Falls","63","830",13543,268
"G1600870","1910","Idaho","160","Washington","0870","Washington","63","870",11101,6882
"G1700010","1910","Illinois","170","Adams","0010","Adams","21","10",64588,67058
"G1700030","1910","Illinois","170","Alexander","0030","Alexander","21","30",22741,19384
"G1700050","1910","Illinois","170","Bond","0050","Bond","21","50",17075,16078
"G1700070","1910","Illinois","170","Boone","0070","Boone","21","70",15481,15791
"G1700090","1910","Illinois","170","Brown","0090","Brown","21","90",10397,11557
"G1700110","1910","Illinois","170","Bureau","0110","Bureau","21","110",43975,41112
"G1700130","1910","Illinois","170","Calhoun","0130","Calhoun","21","130",8610,8917
"G1700150","1910","Illinois","170","Carroll","0150","Carroll","21","150",18035,18963
"G1700170","1910","Illinois","170","Cass","0170","Cass","21","170",17372,17222
"G1700190","1910","Illinois","170","Champaign","0190","Champaign","21","190",51829,47622
"G1700210","1910","Illinois","170","Christian","0210","Christian","21","210",34594,32790
"G1700230","1910","Illinois","170","Clark","0230","Clark","21","230",23517,24033
"G1700250","1910","Illinois","170","Clay","0250","Clay","21","250",18661,19553
"G1700270","1910","Illinois","170","Clinton","0270","Clinton","21","270",22832,19824
"G1700290","1910","Illinois","170","Coles","0290","Coles","21","290",34517,34146
"G1700310","1910","Illinois","170","Cook","0310","Cook","21","310",2405233,1838735
"G1700330","1910","Illinois","170","Crawford","0330","Crawford","21","330",26281,19240
"G1700350","1910","Illinois","170","Cumberland","0350","Cumberland","21","350",14281,16124
"G1700370","1910","Illinois","170","DeKalb","0370","De Kalb","21","370",33457,31756
"G1700390","1910","Illinois","170","De Witt","0390","De Witt","21","390",18906,18972
"G1700410","1910","Illinois","170","Douglas","0410","Douglas","21","410",19591,19097
"G1700430","1910","Illinois","170","Dupage","0430","Du Page","21","430",33432,28196
"G1700450","1910","Illinois","170","Edgar","0450","Edgar","21","450",27336,28273
"G1700470","1910","Illinois","170","Edwards","0470","Edwards","21","470",10049,10345
"G1700490","1910","Illinois","170","Effingham","0490","Effingham","21","490",20055,20465
"G1700510","1910","Illinois","170","Fayette","0510","Fayette","21","510",28075,28065
"G1700530","1910","Illinois","170","Ford","0530","Ford","21","530",17096,18359
"G1700550","1910","Illinois","170","Franklin","0550","Franklin","21","550",25943,19675
"G1700570","1910","Illinois","170","Fulton","0570","Fulton","21","570",49549,46201
"G1700590","1910","Illinois","170","Gallatin","0590","Gallatin","21","590",14628,15836
