GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B5O001
"G4804770","1960","Texas","480","Washington","4770","Washington","49","4770",19145
"G4804790","1960","Texas","480","Webb","4790","Webb","49","4790",64791
"G4804810","1960","Texas","480","Wharton","4810","Wharton","49","4810",38152
"G4804830","1960","Texas","480","Wheeler","4830","Wheeler","49","4830",7947
"G4804850","1960","Texas","480","Wichita","4850","Wichita","49","4850",123528
"G4804870","1960","Texas","480","Wilbarger","4870","Wilbarger","49","4870",17748
"G4804890","1960","Texas","480","Willacy","4890","Willacy","49","4890",20084
"G4804910","1960","Texas","480","Williamson","4910","Williamson","49","4910",35044
"G4804930","1960","Texas","480","Wilson","4930","Wilson","49","4930",13267
"G4804950","1960","Texas","480","Winkler","4950","Winkler","49","4950",13652
"G4804970","1960","Texas","480","Wise","4970","Wise","49","4970",17012
"G4804990","1960","Texas","480","Wood","4990","Wood","49","4990",17653
"G4805010","1960","Texas","480","Yoakum","5010","Yoakum","49","5010",8032
"G4805030","1960","Texas","480","Young","5030","Young","49","5030",17254
"G4805050","1960","Texas","480","Zapata","5050","Zapata","49","5050",4393
"G4805070","1960","Texas","480","Zavala","5070","Zavala","49","5070",12696
"G4900010","1960","Utah","490","Beaver","0010","Beaver","67","10",4331
"G4900030","1960","Utah","490","Box Elder","0030","Box Elder","67","30",25061
"G4900050","1960","Utah","490","Cache","0050","Cache","67","50",35788
"G4900070","1960","Utah","490","Carbon","0070","Carbon","67","70",21135
"G4900090","1960","Utah","490","Daggett","0090","Daggett","67","90",1164
"G4900110","1960","Utah","490","Davis","0110","Davis","67","110",64760
"G4900130","1960","Utah","490","Duchesne","0130","Duchesne","67","130",7179
"G4900150","1960","Utah","490","Emery","0150","Emery","67","150",5546
"G4900170","1960","Utah","490","Garfield","0170","Garfield","67","170",3577
"G4900190","1960","Utah","490","Grand","0190","Grand","67","190",6345
"G4900210","1960","Utah","490","Iron","0210","Iron","67","210",10795
"G4900230","1960","Utah","490","Juab","0230","Juab","67","230",4597
"G4900250","1960","Utah","490","Kane","0250","Kane","67","250",2667
"G4900270","1960","Utah","490","Millard","0270","Millard","67","270",7866
"G4900290","1960","Utah","490","Morgan","0290","Morgan","67","290",2837
"G4900310","1960","Utah","490","Piute","0310","Piute","67","310",1436
"G4900330","1960","Utah","490","Rich","0330","Rich","67","330",1685
"G4900350","1960","Utah","490","Salt Lake","0350","Salt Lake","67","350",383035
"G4900370","1960","Utah","490","San Juan","0370","San Juan","67","370",9040
"G4900390","1960","Utah","490","Sanpete","0390","Sanpete","67","390",11053
"G4900410","1960","Utah","490","Sevier","0410","Sevier","67","410",10565
"G4900430","1960","Utah","490","Summit","0430","Summit","67","430",5673
"G4900450","1960","Utah","490","Tooele","0450","Tooele","67","450",17868
"G4900470","1960","Utah","490","Uintah","0470","Uintah","67","470",11582
"G4900490","1960","Utah","490","Utah","0490","Utah","67","490",106991
"G4900510","1960","Utah","490","Wasatch","0510","Wasatch","67","510",5308
"G4900530","1960","Utah","490","Washington","0530","Washington","67","530",10271
"G4900550","1960","Utah","490","Wayne","0550","Wayne","67","550",1728
"G4900570","1960","Utah","490","Weber","0570","Weber","67","570",110744
"G5000010","1960","Vermont","500","Addison","0010","Addison","6","10",20076
"G5000030","1960","Vermont","500","Bennington","0030","Bennington","6","30",25088
"G5000050","1960","Vermont","500","Caledonia","0050","Caledonia","6","50",22786
"G5000070","1960","Vermont","500","Chittenden","0070","Chittenden","6","70",74425
"G5000090","1960","Vermont","500","Essex","0090","Essex","6","90",6083
"G5000110","1960","Vermont","500","Franklin","0110","Franklin","6","110",29474
"G5000130","1960","Vermont","500","Grand Isle","0130","Grand Isle","6","130",2927
"G5000150","1960","Vermont","500","Lamoille","0150","Lamoille","6","150",11027
"G5000170","1960","Vermont","500","Orange","0170","Orange","6","170",16014
"G5000190","1960","Vermont","500","Orleans","0190","Orleans","6","190",20143
"G5000210","1960","Vermont","500","Rutland","0210","Rutland","6","210",46719
"G5000230","1960","Vermont","500","Washington","0230","Washington","6","230",42860
"G5000250","1960","Vermont","500","Windham","0250","Windham","6","250",29776
"G5000270","1960","Vermont","500","Windsor","0270","Windsor","6","270",42483
"G5100010","1960","Virginia","510","Accomack","0010","Accomack","40","10",30635
"G5100030","1960","Virginia","510","Albemarle","0030","Albemarle","40","30",30969
"G5100050","1960","Virginia","510","Alleghany","0050","Alleghany","40","50",12128
"G5100070","1960","Virginia","510","Amelia","0070","Amelia","40","70",7815
"G5100090","1960","Virginia","510","Amherst","0090","Amherst","40","90",22953
"G5100110","1960","Virginia","510","Appomattox","0110","Appomattox","40","110",9148
"G5100130","1960","Virginia","510","Arlington","0130","Arlington","40","130",163401
"G5100150","1960","Virginia","510","Augusta","0150","Augusta","40","150",37363
"G5100170","1960","Virginia","510","Bath","0170","Bath","40","170",5335
"G5100190","1960","Virginia","510","Bedford","0190","Bedford","40","190",31028
"G5100210","1960","Virginia","510","Bland","0210","Bland","40","210",5982
"G5100230","1960","Virginia","510","Botetourt","0230","Botetourt","40","230",16715
"G5100250","1960","Virginia","510","Brunswick","0250","Brunswick","40","250",17779
"G5100270","1960","Virginia","510","Buchanan","0270","Buchanan","40","270",36724
"G5100290","1960","Virginia","510","Buckingham","0290","Buckingham","40","290",10877
"G5100310","1960","Virginia","510","Campbell","0310","Campbell","40","310",32958
"G5100330","1960","Virginia","510","Caroline","0330","Caroline","40","330",12725
"G5100350","1960","Virginia","510","Carroll","0350","Carroll","40","350",23178
"G5100360","1960","Virginia","510","Charles City","0360","Charles City","40","360",5492
"G5100370","1960","Virginia","510","Charlotte","0370","Charlotte","40","370",13368
"G5100410","1960","Virginia","510","Chesterfield","0410","Chesterfield","40","410",71197
"G5100430","1960","Virginia","510","Clarke","0430","Clarke","40","430",7942
"G5100450","1960","Virginia","510","Craig","0450","Craig","40","450",3356
"G5100470","1960","Virginia","510","Culpeper","0470","Culpeper","40","470",15088
"G5100490","1960","Virginia","510","Cumberland","0490","Cumberland","40","490",6360
"G5100510","1960","Virginia","510","Dickenson","0510","Dickenson","40","510",20211
"G5100530","1960","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",22183
"G5100570","1960","Virginia","510","Essex","0570","Essex","40","570",6690
"G5100590","1960","Virginia","510","Fairfax","0590","Fairfax","40","590",275002
"G5100610","1960","Virginia","510","Fauquier","0610","Fauquier","40","610",24066
"G5100630","1960","Virginia","510","Floyd","0630","Floyd","40","630",10462
"G5100650","1960","Virginia","510","Fluvanna","0650","Fluvanna","40","650",7227
"G5100670","1960","Virginia","510","Franklin","0670","Franklin","40","670",25925
"G5100690","1960","Virginia","510","Frederick","0690","Frederick","40","690",21941
"G5100710","1960","Virginia","510","Giles","0710","Giles","40","710",17219
"G5100730","1960","Virginia","510","Gloucester","0730","Gloucester","40","730",11919
"G5100750","1960","Virginia","510","Goochland","0750","Goochland","40","750",9206
"G5100770","1960","Virginia","510","Grayson","0770","Grayson","40","770",17390
"G5100790","1960","Virginia","510","Greene","0790","Greene","40","790",4715
"G5100810","1960","Virginia","510","Greensville","0810","Greensville","40","810",16155
"G5100830","1960","Virginia","510","Halifax","0830","Halifax","40","830",33637
"G5100850","1960","Virginia","510","Hanover","0850","Hanover","40","850",27550
"G5100870","1960","Virginia","510","Henrico","0870","Henrico","40","870",117339
"G5100890","1960","Virginia","510","Henry","0890","Henry","40","890",40335
"G5100910","1960","Virginia","510","Highland","0910","Highland","40","910",3221
"G5100930","1960","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",17164
"G5100950","1960","Virginia","510","James City","0950","James City","40","950",11539
"G5100970","1960","Virginia","510","King And Queen","0970","King And Queen","40","970",5889
"G5100990","1960","Virginia","510","King George","0990","King George","40","990",7243
"G5101010","1960","Virginia","510","King William","1010","King William","40","1010",7563
"G5101030","1960","Virginia","510","Lancaster","1030","Lancaster","40","1030",9174
"G5101050","1960","Virginia","510","Lee","1050","Lee","40","1050",25824
"G5101070","1960","Virginia","510","Loudoun","1070","Loudoun","40","1070",24549
"G5101090","1960","Virginia","510","Louisa","1090","Louisa","40","1090",12959
"G5101110","1960","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",12523
"G5101130","1960","Virginia","510","Madison","1130","Madison","40","1130",8187
"G5101150","1960","Virginia","510","Mathews","1150","Matthews","40","1150",7121
"G5101170","1960","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",31428
"G5101190","1960","Virginia","510","Middlesex","1190","Middlesex","40","1190",6319
"G5101210","1960","Virginia","510","Montgomery","1210","Montgomery","40","1210",32923
"G5101230","1960","Virginia","510","Nansemond","1230","Nansemond","40","1230",31366
"G5101250","1960","Virginia","510","Nelson","1250","Nelson","40","1250",12752
"G5101270","1960","Virginia","510","New Kent","1270","New Kent","40","1270",4504
"G5101290","1960","Virginia","510","Norfolk","1290","Norfolk","40","1290",51612
"G5101310","1960","Virginia","510","Northampton","1310","Northampton","40","1310",16966
"G5101330","1960","Virginia","510","Northumberland","1330","Northumberland","40","1330",10185
"G5101350","1960","Virginia","510","Nottoway","1350","Nottoway","40","1350",15141
"G5101370","1960","Virginia","510","Orange","1370","Orange","40","1370",12900
"G5101390","1960","Virginia","510","Page","1390","Page","40","1390",15572
"G5101410","1960","Virginia","510","Patrick","1410","Patrick","40","1410",15282
"G5101430","1960","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",58296
"G5101450","1960","Virginia","510","Powhatan","1450","Powhatan","40","1450",6747
"G5101470","1960","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",14121
"G5101490","1960","Virginia","510","Prince George","1490","Prince George","40","1490",20270
"G5101510","1960","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",76124
"G5101530","1960","Virginia","510","Prince William","1530","Prince William","40","1530",50164
"G5101550","1960","Virginia","510","Pulaski","1550","Pulaski","40","1550",27258
"G5101570","1960","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",5368
"G5101590","1960","Virginia","510","Richmond","1590","Richmond","40","1590",6375
"G5101610","1960","Virginia","510","Roanoke","1610","Roanoke","40","1610",61693
"G5101630","1960","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",24039
"G5101650","1960","Virginia","510","Rockingham","1650","Rockingham","40","1650",40485
"G5101670","1960","Virginia","510","Russell","1670","Russell","40","1670",26290
"G5101690","1960","Virginia","510","Scott","1690","Scott","40","1690",25813
"G5101710","1960","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",21825
"G5101730","1960","Virginia","510","Smyth","1730","Smyth","40","1730",31066
"G5101750","1960","Virginia","510","Southampton","1750","Southampton","40","1750",27195
"G5101770","1960","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",13819
"G5101790","1960","Virginia","510","Stafford","1790","Stafford","40","1790",16876
"G5101810","1960","Virginia","510","Surry","1810","Surry","40","1810",6220
"G5101830","1960","Virginia","510","Sussex","1830","Sussex","40","1830",12411
"G5101850","1960","Virginia","510","Tazewell","1850","Tazewell","40","1850",44791
"G5101870","1960","Virginia","510","Warren","1870","Warren","40","1870",14655
"G5101910","1960","Virginia","510","Washington","1910","Washington","40","1910",38076
"G5101930","1960","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",11042
"G5101950","1960","Virginia","510","Wise","1950","Wise","40","1950",43579
"G5101970","1960","Virginia","510","Wythe","1970","Wythe","40","1970",21975
"G5101990","1960","Virginia","510","York","1990","York","40","1990",21583
"G5105100","1960","Virginia","510","Alexandria City","5100","Alexandria City","40","5100",91023
"G5105200","1960","Virginia","510","Bristol City","5200","Bristol City","40","5200",17144
"G5105300","1960","Virginia","510","Buena Vista City","5300","Buena Vista City","40","5300",6300
"G5105400","1960","Virginia","510","Charlottesville City","5400","Charlottesville City","40","5400",29427
"G5105600","1960","Virginia","510","Clifton Forge City","5600","Clifton Forge City","40","5600",5268
"G5105700","1960","Virginia","510","Colonial Heights City","5700","Colonial Heights City","40","5700",9587
"G5105800","1960","Virginia","510","Covington City","5800","Covington City","40","5800",11062
"G5105900","1960","Virginia","510","Danville City","5900","Danville City","40","5900",46577
"G5106100","1960","Virginia","510","Falls Church City","6100","Falls Church City","40","6100",10192
"G5106300","1960","Virginia","510","Fredericksburg City","6300","Fredericksburg City","40","6300",13639
"G5106400","1960","Virginia","510","Galax City","6400","Galax City","40","6400",5254
"G5106500","1960","Virginia","510","Hampton City","6500","Hampton City","40","6500",89258
"G5106600","1960","Virginia","510","Harrisonburg City","6600","Harrisonburg City","40","6600",11916
"G5106700","1960","Virginia","510","Hopewell City","6700","Hopewell City","40","6700",17895
"G5106800","1960","Virginia","510","Lynchburg City","6800","Lynchburg City","40","6800",54790
"G5106900","1960","Virginia","510","Martinsville City","6900","Martinsville City","40","6900",18798
"G5107000","1960","Virginia","510","Newport News City","7000","Newport News City","40","7000",113662
"G5107100","1960","Virginia","510","Norfolk City","7100","Norfolk City","40","7100",305872
"G5107200","1960","Virginia","510","Norton City","7200","Norton City","40","7200",4996
"G5107300","1960","Virginia","510","Petersburg City","7300","Petersburg City","40","7300",36750
"G5107400","1960","Virginia","510","Portsmouth City","7400","Portsmouth City","40","7400",114773
"G5107500","1960","Virginia","510","Radford City","7500","Radford City","40","7500",9371
"G5107600","1960","Virginia","510","Richmond City","7600","Richmond City","40","7600",219958
"G5107700","1960","Virginia","510","Roanoke City","7700","Roanoke City","40","7700",97110
"G5107800","1960","Virginia","510","South Boston City","7800","South Boston City","40","7800",5974
"G5107805","1960","Virginia","510","South Norfolk City","7805","South Norfolk City","40","7850",22035
"G5107900","1960","Virginia","510","Staunton City","7900","Staunton City","40","7900",22232
"G5108000","1960","Virginia","510","Suffolk City","8000","Suffolk City","40","8000",12609
"G5108100","1960","Virginia","510","Virginia Beach City","8100","Virginia Beach City","40","8100",8091
"G5108200","1960","Virginia","510","Waynesboro City","8200","Waynesboro City","40","8200",15694
