GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B5O001
"G3100390","1960","Nebraska","310","Cuming","0390","Cuming","35","390",12435
"G3100410","1960","Nebraska","310","Custer","0410","Custer","35","410",16517
"G3100430","1960","Nebraska","310","Dakota","0430","Dakota","35","430",12168
"G3100450","1960","Nebraska","310","Dawes","0450","Dawes","35","450",9536
"G3100470","1960","Nebraska","310","Dawson","0470","Dawson","35","470",19405
"G3100490","1960","Nebraska","310","Deuel","0490","Deuel","35","490",3125
"G3100510","1960","Nebraska","310","Dixon","0510","Dixon","35","510",8106
"G3100530","1960","Nebraska","310","Dodge","0530","Dodge","35","530",32471
"G3100550","1960","Nebraska","310","Douglas","0550","Douglas","35","550",343490
"G3100570","1960","Nebraska","310","Dundy","0570","Dundy","35","570",3570
"G3100590","1960","Nebraska","310","Fillmore","0590","Fillmore","35","590",9425
"G3100610","1960","Nebraska","310","Franklin","0610","Franklin","35","610",5449
"G3100630","1960","Nebraska","310","Frontier","0630","Frontier","35","630",4311
"G3100650","1960","Nebraska","310","Furnas","0650","Furnas","35","650",7711
"G3100670","1960","Nebraska","310","Gage","0670","Gage","35","670",26818
"G3100690","1960","Nebraska","310","Garden","0690","Garden","35","690",3472
"G3100710","1960","Nebraska","310","Garfield","0710","Garfield","35","710",2699
"G3100730","1960","Nebraska","310","Gosper","0730","Gosper","35","730",2489
"G3100750","1960","Nebraska","310","Grant","0750","Grant","35","750",1009
"G3100770","1960","Nebraska","310","Greeley","0770","Greeley","35","770",4595
"G3100790","1960","Nebraska","310","Hall","0790","Hall","35","790",35757
"G3100810","1960","Nebraska","310","Hamilton","0810","Hamilton","35","810",8714
"G3100830","1960","Nebraska","310","Harlan","0830","Harlan","35","830",5081
"G3100850","1960","Nebraska","310","Hayes","0850","Hayes","35","850",1919
"G3100870","1960","Nebraska","310","Hitchcock","0870","Hitchcock","35","870",4829
"G3100890","1960","Nebraska","310","Holt","0890","Holt","35","890",13722
"G3100910","1960","Nebraska","310","Hooker","0910","Hooker","35","910",1130
"G3100930","1960","Nebraska","310","Howard","0930","Howard","35","930",6541
"G3100950","1960","Nebraska","310","Jefferson","0950","Jefferson","35","950",11620
"G3100970","1960","Nebraska","310","Johnson","0970","Johnson","35","970",6281
"G3100990","1960","Nebraska","310","Kearney","0990","Kearney","35","990",6580
"G3101010","1960","Nebraska","310","Keith","1010","Keith","35","1010",7958
"G3101030","1960","Nebraska","310","Keya Paha","1030","Keya Paha","35","1030",1672
"G3101050","1960","Nebraska","310","Kimball","1050","Kimball","35","1050",7975
"G3101070","1960","Nebraska","310","Knox","1070","Knox","35","1070",13300
"G3101090","1960","Nebraska","310","Lancaster","1090","Lancaster","35","1090",155272
"G3101110","1960","Nebraska","310","Lincoln","1110","Lincoln","35","1110",28491
"G3101130","1960","Nebraska","310","Logan","1130","Logan","35","1130",1108
"G3101150","1960","Nebraska","310","Loup","1150","Loup","35","1150",1097
"G3101170","1960","Nebraska","310","McPherson","1170","Mcpherson","35","1170",735
"G3101190","1960","Nebraska","310","Madison","1190","Madison","35","1190",25145
"G3101210","1960","Nebraska","310","Merrick","1210","Merrick","35","1210",8363
"G3101230","1960","Nebraska","310","Morrill","1230","Morrill","35","1230",7057
"G3101250","1960","Nebraska","310","Nance","1250","Nance","35","1250",5635
"G3101270","1960","Nebraska","310","Nemaha","1270","Nemaha","35","1270",9099
"G3101290","1960","Nebraska","310","Nuckolls","1290","Nuckolls","35","1290",8217
"G3101310","1960","Nebraska","310","Otoe","1310","Otoe","35","1310",16503
"G3101330","1960","Nebraska","310","Pawnee","1330","Pawnee","35","1330",5356
"G3101350","1960","Nebraska","310","Perkins","1350","Perkins","35","1350",4189
"G3101370","1960","Nebraska","310","Phelps","1370","Phelps","35","1370",9800
"G3101390","1960","Nebraska","310","Pierce","1390","Pierce","35","1390",8722
"G3101410","1960","Nebraska","310","Platte","1410","Platte","35","1410",23992
"G3101430","1960","Nebraska","310","Polk","1430","Polk","35","1430",7210
"G3101450","1960","Nebraska","310","Red Willow","1450","Red Willow","35","1450",12940
"G3101470","1960","Nebraska","310","Richardson","1470","Richardson","35","1470",13903
"G3101490","1960","Nebraska","310","Rock","1490","Rock","35","1490",2554
"G3101510","1960","Nebraska","310","Saline","1510","Saline","35","1510",12542
"G3101530","1960","Nebraska","310","Sarpy","1530","Sarpy","35","1530",31281
"G3101550","1960","Nebraska","310","Saunders","1550","Saunders","35","1550",17270
"G3101570","1960","Nebraska","310","Scotts Bluff","1570","Scotts Bluff","35","1570",33809
"G3101590","1960","Nebraska","310","Seward","1590","Seward","35","1590",13581
"G3101610","1960","Nebraska","310","Sheridan","1610","Sheridan","35","1610",9049
"G3101630","1960","Nebraska","310","Sherman","1630","Sherman","35","1630",5382
"G3101650","1960","Nebraska","310","Sioux","1650","Sioux","35","1650",2575
"G3101670","1960","Nebraska","310","Stanton","1670","Stanton","35","1670",5783
"G3101690","1960","Nebraska","310","Thayer","1690","Thayer","35","1690",9118
"G3101710","1960","Nebraska","310","Thomas","1710","Thomas","35","1710",1078
"G3101730","1960","Nebraska","310","Thurston","1730","Thurston","35","1730",7237
"G3101750","1960","Nebraska","310","Valley","1750","Valley","35","1750",6590
"G3101770","1960","Nebraska","310","Washington","1770","Washington","35","1770",12103
"G3101790","1960","Nebraska","310","Wayne","1790","Wayne","35","1790",9959
"G3101810","1960","Nebraska","310","Webster","1810","Webster","35","1810",6224
"G3101830","1960","Nebraska","310","Wheeler","1830","Wheeler","35","1830",1297
"G3101850","1960","Nebraska","310","York","1850","York","35","1850",13724
"G3200010","1960","Nevada","320","Churchill","0010","Churchill","65","10",8452
"G3200030","1960","Nevada","320","Clark","0030","Clark","65","30",127016
"G3200050","1960","Nevada","320","Douglas","0050","Douglas","65","50",3481
"G3200070","1960","Nevada","320","Elko","0070","Elko","65","70",12011
"G3200090","1960","Nevada","320","Esmeralda","0090","Esmeralda","65","90",619
"G3200110","1960","Nevada","320","Eureka","0110","Eureka","65","110",767
"G3200130","1960","Nevada","320","Humboldt","0130","Humboldt","65","130",5708
"G3200150","1960","Nevada","320","Lander","0150","Lander","65","150",1566
"G3200170","1960","Nevada","320","Lincoln","0170","Lincoln","65","170",2431
"G3200190","1960","Nevada","320","Lyon","0190","Lyon","65","190",6143
"G3200210","1960","Nevada","320","Mineral","0210","Mineral","65","210",6329
"G3200230","1960","Nevada","320","Nye","0230","Nye","65","230",4374
"G3200250","1960","Nevada","320","Ormsby","0250","Ormsby","65","250",8063
"G3200270","1960","Nevada","320","Pershing","0270","Pershing","65","270",3199
"G3200290","1960","Nevada","320","Storey","0290","Storey","65","290",568
"G3200310","1960","Nevada","320","Washoe","0310","Washoe","65","310",84743
"G3200330","1960","Nevada","320","White Pine","0330","White Pine","65","330",9808
"G3300010","1960","New Hampshire","330","Belknap","0010","Belknap","4","10",28912
"G3300030","1960","New Hampshire","330","Carroll","0030","Carroll","4","30",15829
"G3300050","1960","New Hampshire","330","Cheshire","0050","Cheshire","4","50",43342
"G3300070","1960","New Hampshire","330","Coos","0070","Coos","4","70",37140
"G3300090","1960","New Hampshire","330","Grafton","0090","Grafton","4","90",48857
"G3300110","1960","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",178161
"G3300130","1960","New Hampshire","330","Merrimack","0130","Merrimack","4","130",67785
"G3300150","1960","New Hampshire","330","Rockingham","0150","Rockingham","4","150",99029
"G3300170","1960","New Hampshire","330","Strafford","0170","Strafford","4","170",59799
"G3300190","1960","New Hampshire","330","Sullivan","0190","Sullivan","4","190",28067
"G3400010","1960","New Jersey","340","Atlantic","0010","Atlantic","12","10",160880
"G3400030","1960","New Jersey","340","Bergen","0030","Bergen","12","30",780255
"G3400050","1960","New Jersey","340","Burlington","0050","Burlington","12","50",224499
"G3400070","1960","New Jersey","340","Camden","0070","Camden","12","70",392035
"G3400090","1960","New Jersey","340","Cape May","0090","Cape May","12","90",48555
"G3400110","1960","New Jersey","340","Cumberland","0110","Cumberland","12","110",106850
"G3400130","1960","New Jersey","340","Essex","0130","Essex","12","130",923545
"G3400150","1960","New Jersey","340","Gloucester","0150","Gloucester","12","150",134840
"G3400170","1960","New Jersey","340","Hudson","0170","Hudson","12","170",610734
"G3400190","1960","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",54107
"G3400210","1960","New Jersey","340","Mercer","0210","Mercer","12","210",266392
"G3400230","1960","New Jersey","340","Middlesex","0230","Middlesex","12","230",433856
"G3400250","1960","New Jersey","340","Monmouth","0250","Monmouth","12","250",334401
"G3400270","1960","New Jersey","340","Morris","0270","Morris","12","270",261620
"G3400290","1960","New Jersey","340","Ocean","0290","Ocean","12","290",108241
"G3400310","1960","New Jersey","340","Passaic","0310","Passaic","12","310",406618
"G3400330","1960","New Jersey","340","Salem","0330","Salem","12","330",58711
"G3400350","1960","New Jersey","340","Somerset","0350","Somerset","12","350",143913
"G3400370","1960","New Jersey","340","Sussex","0370","Sussex","12","370",49255
"G3400390","1960","New Jersey","340","Union","0390","Union","12","390",504255
"G3400410","1960","New Jersey","340","Warren","0410","Warren","12","410",63220
"G3500010","1960","New Mexico","350","Bernalillo","0010","Bernalillo","66","10",262199
"G3500030","1960","New Mexico","350","Catron","0030","Catron","66","30",2773
"G3500050","1960","New Mexico","350","Chaves","0050","Chaves","66","50",57649
"G3500070","1960","New Mexico","350","Colfax","0070","Colfax","66","70",13806
"G3500090","1960","New Mexico","350","Curry","0090","Curry","66","90",32691
"G3500110","1960","New Mexico","350","De Baca","0110","De Baca","66","110",2991
"G3500130","1960","New Mexico","350","Dona Ana","0130","Dona Ana","66","130",59948
"G3500150","1960","New Mexico","350","Eddy","0150","Eddy","66","150",50783
"G3500170","1960","New Mexico","350","Grant","0170","Grant","66","170",18700
"G3500190","1960","New Mexico","350","Guadalupe","0190","Guadalupe","66","190",5610
"G3500210","1960","New Mexico","350","Harding","0210","Harding","66","210",1874
"G3500230","1960","New Mexico","350","Hidalgo","0230","Hidalgo","66","230",4961
"G3500250","1960","New Mexico","350","Lea","0250","Lea","66","250",53429
"G3500270","1960","New Mexico","350","Lincoln","0270","Lincoln","66","270",7744
"G3500280","1960","New Mexico","350","Los Alamos","0280","Los Alamos","66","280",13037
"G3500290","1960","New Mexico","350","Luna","0290","Luna","66","290",9839
"G3500310","1960","New Mexico","350","McKinley","0310","Mckinley","66","310",37209
"G3500330","1960","New Mexico","350","Mora","0330","Mora","66","330",6028
"G3500350","1960","New Mexico","350","Otero","0350","Otero","66","350",36976
"G3500370","1960","New Mexico","350","Quay","0370","Quay","66","370",12279
"G3500390","1960","New Mexico","350","Rio Arriba","0390","Rio Arriba","66","390",24193
"G3500410","1960","New Mexico","350","Roosevelt","0410","Roosevelt","66","410",16198
"G3500430","1960","New Mexico","350","Sandoval","0430","Sandoval","66","430",14201
"G3500450","1960","New Mexico","350","San Juan","0450","San Juan","66","450",53306
"G3500470","1960","New Mexico","350","San Miguel","0470","San Miguel","66","470",23468
"G3500490","1960","New Mexico","350","Santa Fe","0490","Santa Fe","66","490",44970
"G3500510","1960","New Mexico","350","Sierra","0510","Sierra","66","510",6409
"G3500530","1960","New Mexico","350","Socorro","0530","Socorro","66","530",10168
"G3500550","1960","New Mexico","350","Taos","0550","Taos","66","550",15934
"G3500570","1960","New Mexico","350","Torrance","0570","Torrance","66","570",6497
"G3500590","1960","New Mexico","350","Union","0590","Union","66","590",6068
"G3500610","1960","New Mexico","350","Valencia","0610","Valencia","66","610",39085
"G3600010","1960","New York","360","Albany","0010","Albany","13","10",272926
"G3600030","1960","New York","360","Allegany","0030","Allegany","13","30",43978
"G3600050","1960","New York","360","Bronx","0050","Bronx","13","50",1424815
"G3600070","1960","New York","360","Broome","0070","Broome","13","70",212661
"G3600090","1960","New York","360","Cattaraugus","0090","Cattaraugus","13","90",80187
"G3600110","1960","New York","360","Cayuga","0110","Cayuga","13","110",73942
"G3600130","1960","New York","360","Chautauqua","0130","Chautauqua","13","130",145377
"G3600150","1960","New York","360","Chemung","0150","Chemung","13","150",98706
"G3600170","1960","New York","360","Chenango","0170","Chenango","13","170",43243
"G3600190","1960","New York","360","Clinton","0190","Clinton","13","190",72722
"G3600210","1960","New York","360","Columbia","0210","Columbia","13","210",47322
"G3600230","1960","New York","360","Cortland","0230","Cortland","13","230",41113
"G3600250","1960","New York","360","Delaware","0250","Delaware","13","250",43540
"G3600270","1960","New York","360","Dutchess","0270","Dutchess","13","270",176008
"G3600290","1960","New York","360","Erie","0290","Erie","13","290",1064688
"G3600310","1960","New York","360","Essex","0310","Essex","13","310",35300
"G3600330","1960","New York","360","Franklin","0330","Franklin","13","330",44742
"G3600350","1960","New York","360","Fulton","0350","Fulton","13","350",51304
"G3600370","1960","New York","360","Genesee","0370","Genesee","13","370",53994
"G3600390","1960","New York","360","Greene","0390","Greene","13","390",31372
"G3600410","1960","New York","360","Hamilton","0410","Hamilton","13","410",4267
"G3600430","1960","New York","360","Herkimer","0430","Herkimer","13","430",66370
"G3600450","1960","New York","360","Jefferson","0450","Jefferson","13","450",87835
"G3600470","1960","New York","360","Kings","0470","Kings","13","470",2627319
"G3600490","1960","New York","360","Lewis","0490","Lewis","13","490",23249
"G3600510","1960","New York","360","Livingston","0510","Livingston","13","510",44053
"G3600530","1960","New York","360","Madison","0530","Madison","13","530",54635
"G3600550","1960","New York","360","Monroe","0550","Monroe","13","550",586387
"G3600570","1960","New York","360","Montgomery","0570","Montgomery","13","570",57240
"G3600590","1960","New York","360","Nassau","0590","Nassau","13","590",1300171
"G3600610","1960","New York","360","New York","0610","New York","13","610",1698281
"G3600630","1960","New York","360","Niagara","0630","Niagara","13","630",242269
"G3600650","1960","New York","360","Oneida","0650","Oneida","13","650",264401
"G3600670","1960","New York","360","Onondaga","0670","Onondaga","13","670",423028
"G3600690","1960","New York","360","Ontario","0690","Ontario","13","690",68070
"G3600710","1960","New York","360","Orange","0710","Orange","13","710",183734
"G3600730","1960","New York","360","Orleans","0730","Orleans","13","730",34159
"G3600750","1960","New York","360","Oswego","0750","Oswego","13","750",86118
"G3600770","1960","New York","360","Otsego","0770","Otsego","13","770",51942
"G3600790","1960","New York","360","Putnam","0790","Putnam","13","790",31722
"G3600810","1960","New York","360","Queens","0810","Queens","13","810",1809578
"G3600830","1960","New York","360","Rensselaer","0830","Rensselaer","13","830",142585
"G3600850","1960","New York","360","Richmond","0850","Richmond","13","850",221991
"G3600870","1960","New York","360","Rockland","0870","Rockland","13","870",136803
"G3600890","1960","New York","360","St Lawrence","0890","St Lawrence","13","890",111239
"G3600910","1960","New York","360","Saratoga","0910","Saratoga","13","910",89096
"G3600930","1960","New York","360","Schenectady","0930","Schenectady","13","930",152896
"G3600950","1960","New York","360","Schoharie","0950","Schoharie","13","950",22616
"G3600970","1960","New York","360","Schuyler","0970","Schuyler","13","970",15044
"G3600990","1960","New York","360","Seneca","0990","Seneca","13","990",31984
"G3601010","1960","New York","360","Steuben","1010","Steuben","13","1010",97691
"G3601030","1960","New York","360","Suffolk","1030","Suffolk","13","1030",666784
"G3601050","1960","New York","360","Sullivan","1050","Sullivan","13","1050",45272
"G3601070","1960","New York","360","Tioga","1070","Tioga","13","1070",37802
"G3601090","1960","New York","360","Tompkins","1090","Tompkins","13","1090",66164
"G3601110","1960","New York","360","Ulster","1110","Ulster","13","1110",118804
"G3601130","1960","New York","360","Warren","1130","Warren","13","1130",44002
"G3601150","1960","New York","360","Washington","1150","Washington","13","1150",48476
"G3601170","1960","New York","360","Wayne","1170","Wayne","13","1170",67989
"G3601190","1960","New York","360","Westchester","1190","Westchester","13","1190",808891
"G3601210","1960","New York","360","Wyoming","1210","Wyoming","13","1210",34793
"G3601230","1960","New York","360","Yates","1230","Yates","13","1230",18614
"G3700010","1960","North Carolina","370","Alamance","0010","Alamance","47","10",85674
"G3700030","1960","North Carolina","370","Alexander","0030","Alexander","47","30",15625
"G3700050","1960","North Carolina","370","Alleghany","0050","Alleghany","47","50",7734
"G3700070","1960","North Carolina","370","Anson","0070","Anson","47","70",24962
"G3700090","1960","North Carolina","370","Ashe","0090","Ashe","47","90",19768
"G3700110","1960","North Carolina","370","Avery","0110","Avery","47","110",12009
"G3700130","1960","North Carolina","370","Beaufort","0130","Beaufort","47","130",36014
"G3700150","1960","North Carolina","370","Bertie","0150","Bertie","47","150",24350
"G3700170","1960","North Carolina","370","Bladen","0170","Bladen","47","170",28881
"G3700190","1960","North Carolina","370","Brunswick","0190","Brunswick","47","190",20278
"G3700210","1960","North Carolina","370","Buncombe","0210","Buncombe","47","210",130074
"G3700230","1960","North Carolina","370","Burke","0230","Burke","47","230",52701
"G3700250","1960","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",68137
"G3700270","1960","North Carolina","370","Caldwell","0270","Caldwell","47","270",49552
"G3700290","1960","North Carolina","370","Camden","0290","Camden","47","290",5598
"G3700310","1960","North Carolina","370","Carteret","0310","Carteret","47","310",30940
"G3700330","1960","North Carolina","370","Caswell","0330","Caswell","47","330",19912
"G3700350","1960","North Carolina","370","Catawba","0350","Catawba","47","350",73191
"G3700370","1960","North Carolina","370","Chatham","0370","Chatham","47","370",26785
"G3700390","1960","North Carolina","370","Cherokee","0390","Cherokee","47","390",16335
"G3700410","1960","North Carolina","370","Chowan","0410","Chowan","47","410",11729
"G3700430","1960","North Carolina","370","Clay","0430","Clay","47","430",5526
"G3700450","1960","North Carolina","370","Cleveland","0450","Cleveland","47","450",66048
"G3700470","1960","North Carolina","370","Columbus","0470","Columbus","47","470",48973
"G3700490","1960","North Carolina","370","Craven","0490","Craven","47","490",58773
"G3700510","1960","North Carolina","370","Cumberland","0510","Cumberland","47","510",148418
"G3700530","1960","North Carolina","370","Currituck","0530","Currituck","47","530",6601
"G3700550","1960","North Carolina","370","Dare","0550","Dare","47","550",5935
"G3700570","1960","North Carolina","370","Davidson","0570","Davidson","47","570",79493
"G3700590","1960","North Carolina","370","Davie","0590","Davie","47","590",16728
"G3700610","1960","North Carolina","370","Duplin","0610","Duplin","47","610",40270
"G3700630","1960","North Carolina","370","Durham","0630","Durham","47","630",111995
"G3700650","1960","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",54226
"G3700670","1960","North Carolina","370","Forsyth","0670","Forsyth","47","670",189428
"G3700690","1960","North Carolina","370","Franklin","0690","Franklin","47","690",28755
"G3700710","1960","North Carolina","370","Gaston","0710","Gaston","47","710",127074
"G3700730","1960","North Carolina","370","Gates","0730","Gates","47","730",9254
"G3700750","1960","North Carolina","370","Graham","0750","Graham","47","750",6432
"G3700770","1960","North Carolina","370","Granville","0770","Granville","47","770",33110
"G3700790","1960","North Carolina","370","Greene","0790","Greene","47","790",16741
"G3700810","1960","North Carolina","370","Guilford","0810","Guilford","47","810",246520
"G3700830","1960","North Carolina","370","Halifax","0830","Halifax","47","830",58956
"G3700850","1960","North Carolina","370","Harnett","0850","Harnett","47","850",48236
"G3700870","1960","North Carolina","370","Haywood","0870","Haywood","47","870",39711
"G3700890","1960","North Carolina","370","Henderson","0890","Henderson","47","890",36163
"G3700910","1960","North Carolina","370","Hertford","0910","Hertford","47","910",22718
"G3700930","1960","North Carolina","370","Hoke","0930","Hoke","47","930",16356
"G3700950","1960","North Carolina","370","Hyde","0950","Hyde","47","950",5765
"G3700970","1960","North Carolina","370","Iredell","0970","Iredell","47","970",62526
"G3700990","1960","North Carolina","370","Jackson","0990","Jackson","47","990",17780
"G3701010","1960","North Carolina","370","Johnston","1010","Johnston","47","1010",62936
"G3701030","1960","North Carolina","370","Jones","1030","Jones","47","1030",11005
"G3701050","1960","North Carolina","370","Lee","1050","Lee","47","1050",26561
"G3701070","1960","North Carolina","370","Lenoir","1070","Lenoir","47","1070",55276
"G3701090","1960","North Carolina","370","Lincoln","1090","Lincoln","47","1090",28814
"G3701110","1960","North Carolina","370","McDowell","1110","Mcdowell","47","1110",26742
"G3701130","1960","North Carolina","370","Macon","1130","Macon","47","1130",14935
"G3701150","1960","North Carolina","370","Madison","1150","Madison","47","1150",17217
"G3701170","1960","North Carolina","370","Martin","1170","Martin","47","1170",27139
"G3701190","1960","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",272111
"G3701210","1960","North Carolina","370","Mitchell","1210","Mitchell","47","1210",13906
"G3701230","1960","North Carolina","370","Montgomery","1230","Montgomery","47","1230",18408
"G3701250","1960","North Carolina","370","Moore","1250","Moore","47","1250",36733
"G3701270","1960","North Carolina","370","Nash","1270","Nash","47","1270",61002
"G3701290","1960","North Carolina","370","New Hanover","1290","New Hanover","47","1290",71742
"G3701310","1960","North Carolina","370","Northampton","1310","Northampton","47","1310",26811
"G3701330","1960","North Carolina","370","Onslow","1330","Onslow","47","1330",82706
"G3701350","1960","North Carolina","370","Orange","1350","Orange","47","1350",42970
"G3701370","1960","North Carolina","370","Pamlico","1370","Pamlico","47","1370",9850
"G3701390","1960","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",25630
"G3701410","1960","North Carolina","370","Pender","1410","Pender","47","1410",18508
"G3701430","1960","North Carolina","370","Perquimans","1430","Perquimans","47","1430",9178
"G3701450","1960","North Carolina","370","Person","1450","Person","47","1450",26394
"G3701470","1960","North Carolina","370","Pitt","1470","Pitt","47","1470",69942
"G3701490","1960","North Carolina","370","Polk","1490","Polk","47","1490",11395
"G3701510","1960","North Carolina","370","Randolph","1510","Randolph","47","1510",61497
"G3701530","1960","North Carolina","370","Richmond","1530","Richmond","47","1530",39202
"G3701550","1960","North Carolina","370","Robeson","1550","Robeson","47","1550",89102
"G3701570","1960","North Carolina","370","Rockingham","1570","Rockingham","47","1570",69629
"G3701590","1960","North Carolina","370","Rowan","1590","Rowan","47","1590",82817
"G3701610","1960","North Carolina","370","Rutherford","1610","Rutherford","47","1610",45091
"G3701630","1960","North Carolina","370","Sampson","1630","Sampson","47","1630",48013
"G3701650","1960","North Carolina","370","Scotland","1650","Scotland","47","1650",25183
"G3701670","1960","North Carolina","370","Stanly","1670","Stanly","47","1670",40873
"G3701690","1960","North Carolina","370","Stokes","1690","Stokes","47","1690",22314
"G3701710","1960","North Carolina","370","Surry","1710","Surry","47","1710",48205
"G3701730","1960","North Carolina","370","Swain","1730","Swain","47","1730",8387
"G3701750","1960","North Carolina","370","Transylvania","1750","Transylvania","47","1750",16372
"G3701770","1960","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",4520
"G3701790","1960","North Carolina","370","Union","1790","Union","47","1790",44670
"G3701810","1960","North Carolina","370","Vance","1810","Vance","47","1810",32002
"G3701830","1960","North Carolina","370","Wake","1830","Wake","47","1830",169082
"G3701850","1960","North Carolina","370","Warren","1850","Warren","47","1850",19652
"G3701870","1960","North Carolina","370","Washington","1870","Washington","47","1870",13488
"G3701890","1960","North Carolina","370","Watauga","1890","Watauga","47","1890",17529
"G3701910","1960","North Carolina","370","Wayne","1910","Wayne","47","1910",82059
"G3701930","1960","North Carolina","370","Wilkes","1930","Wilkes","47","1930",45269
"G3701950","1960","North Carolina","370","Wilson","1950","Wilson","47","1950",57716
"G3701970","1960","North Carolina","370","Yadkin","1970","Yadkin","47","1970",22804
"G3701990","1960","North Carolina","370","Yancey","1990","Yancey","47","1990",14008
"G3800010","1960","North Dakota","380","Adams","0010","Adams","36","10",4449
"G3800030","1960","North Dakota","380","Barnes","0030","Barnes","36","30",16719
"G3800050","1960","North Dakota","380","Benson","0050","Benson","36","50",9435
"G3800070","1960","North Dakota","380","Billings","0070","Billings","36","70",1513
"G3800090","1960","North Dakota","380","Bottineau","0090","Bottineau","36","90",11315
"G3800110","1960","North Dakota","380","Bowman","0110","Bowman","36","110",4154
"G3800130","1960","North Dakota","380","Burke","0130","Burke","36","130",5886
"G3800150","1960","North Dakota","380","Burleigh","0150","Burleigh","36","150",34016
"G3800170","1960","North Dakota","380","Cass","0170","Cass","36","170",66947
"G3800190","1960","North Dakota","380","Cavalier","0190","Cavalier","36","190",10064
"G3800210","1960","North Dakota","380","Dickey","0210","Dickey","36","210",8147
"G3800230","1960","North Dakota","380","Divide","0230","Divide","36","230",5566
"G3800250","1960","North Dakota","380","Dunn","0250","Dunn","36","250",6350
"G3800270","1960","North Dakota","380","Eddy","0270","Eddy","36","270",4936
"G3800290","1960","North Dakota","380","Emmons","0290","Emmons","36","290",8462
"G3800310","1960","North Dakota","380","Foster","0310","Foster","36","310",5361
"G3800330","1960","North Dakota","380","Golden Valley","0330","Golden Valley","36","330",3100
"G3800350","1960","North Dakota","380","Grand Forks","0350","Grand Forks","36","350",48677
"G3800370","1960","North Dakota","380","Grant","0370","Grant","36","370",6248
"G3800390","1960","North Dakota","380","Griggs","0390","Griggs","36","390",5023
"G3800410","1960","North Dakota","380","Hettinger","0410","Hettinger","36","410",6317
"G3800430","1960","North Dakota","380","Kidder","0430","Kidder","36","430",5386
"G3800450","1960","North Dakota","380","LaMoure","0450","La Moure","36","450",8705
"G3800470","1960","North Dakota","380","Logan","0470","Logan","36","470",5369
"G3800490","1960","North Dakota","380","McHenry","0490","Mchenry","36","490",11099
"G3800510","1960","North Dakota","380","McIntosh","0510","Mcintosh","36","510",6702
"G3800530","1960","North Dakota","380","McKenzie","0530","Mckenzie","36","530",7296
"G3800550","1960","North Dakota","380","McLean","0550","Mclean","36","550",14030
"G3800570","1960","North Dakota","380","Mercer","0570","Mercer","36","570",6805
"G3800590","1960","North Dakota","380","Morton","0590","Morton","36","590",20992
"G3800610","1960","North Dakota","380","Mountrail","0610","Mountrail","36","610",10077
"G3800630","1960","North Dakota","380","Nelson","0630","Nelson","36","630",7034
"G3800650","1960","North Dakota","380","Oliver","0650","Oliver","36","650",2610
"G3800670","1960","North Dakota","380","Pembina","0670","Pembina","36","670",12946
"G3800690","1960","North Dakota","380","Pierce","0690","Pierce","36","690",7394
"G3800710","1960","North Dakota","380","Ramsey","0710","Ramsey","36","710",13443
"G3800730","1960","North Dakota","380","Ransom","0730","Ransom","36","730",8078
"G3800750","1960","North Dakota","380","Renville","0750","Renville","36","750",4698
"G3800770","1960","North Dakota","380","Richland","0770","Richland","36","770",18824
"G3800790","1960","North Dakota","380","Rolette","0790","Rolette","36","790",10641
"G3800810","1960","North Dakota","380","Sargent","0810","Sargent","36","810",6856
"G3800830","1960","North Dakota","380","Sheridan","0830","Sheridan","36","830",4350
"G3800850","1960","North Dakota","380","Sioux","0850","Sioux","36","850",3662
"G3800870","1960","North Dakota","380","Slope","0870","Slope","36","870",1893
"G3800890","1960","North Dakota","380","Stark","0890","Stark","36","890",18451
"G3800910","1960","North Dakota","380","Steele","0910","Steele","36","910",4719
"G3800930","1960","North Dakota","380","Stutsman","0930","Stutsman","36","930",25137
"G3800950","1960","North Dakota","380","Towner","0950","Towner","36","950",5624
"G3800970","1960","North Dakota","380","Traill","0970","Traill","36","970",10583
"G3800990","1960","North Dakota","380","Walsh","0990","Walsh","36","990",17997
"G3801010","1960","North Dakota","380","Ward","1010","Ward","36","1010",47072
"G3801030","1960","North Dakota","380","Wells","1030","Wells","36","1030",9237
"G3801050","1960","North Dakota","380","Williams","1050","Williams","36","1050",22051
"G3900010","1960","Ohio","390","Adams","0010","Adams","24","10",19982
"G3900030","1960","Ohio","390","Allen","0030","Allen","24","30",103691
"G3900050","1960","Ohio","390","Ashland","0050","Ashland","24","50",38771
"G3900070","1960","Ohio","390","Ashtabula","0070","Ashtabula","24","70",93067
"G3900090","1960","Ohio","390","Athens","0090","Athens","24","90",46998
"G3900110","1960","Ohio","390","Auglaize","0110","Auglaize","24","110",36147
"G3900130","1960","Ohio","390","Belmont","0130","Belmont","24","130",83864
"G3900150","1960","Ohio","390","Brown","0150","Brown","24","150",25178
"G3900170","1960","Ohio","390","Butler","0170","Butler","24","170",199076
