GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,C1I001
"G4500910","1970","South Carolina","45","York","091",,,,,"1760",,"York","1",,"03",85216
"G4600030","1970","South Dakota","46","Aurora","003",,,,,,,"Aurora","1",,"03",4183
"G4600050","1970","South Dakota","46","Beadle","005",,,,,,,"Beadle","1",,"02",20877
"G4600070","1970","South Dakota","46","Bennett","007",,,,,,,"Bennett","1",,"01",3088
"G4600090","1970","South Dakota","46","Bon Homme","009",,,,,,,"Bon Homme","1",,"03",8577
"G4600110","1970","South Dakota","46","Brookings","011",,,,,,,"Brookings","1",,"04",22158
"G4600130","1970","South Dakota","46","Brown","013",,,,,,,"Brown","1",,"02",36920
"G4600150","1970","South Dakota","46","Brule","015",,,,,,,"Brule","1",,"03",5870
"G4600170","1970","South Dakota","46","Buffalo","017",,,,,,,"Buffalo","1",,"03",1739
"G4600190","1970","South Dakota","46","Butte","019",,,,,,,"Butte","1",,"01",7825
"G4600210","1970","South Dakota","46","Campbell","021",,,,,,,"Campbell","1",,"02",2866
"G4600230","1970","South Dakota","46","Charles Mix","023",,,,,,,"Charles Mix","1",,"03",9994
"G4600250","1970","South Dakota","46","Clark","025",,,,,,,"Clark","1",,"02",5515
"G4600270","1970","South Dakota","46","Clay","027",,,,,,,"Clay","1",,"05",12923
"G4600290","1970","South Dakota","46","Codington","029",,,,,,,"Codington","1",,"04",19140
"G4600310","1970","South Dakota","46","Corson","031",,,,,,,"Corson","1",,"01",4994
"G4600330","1970","South Dakota","46","Custer","033",,,,,,,"Custer","1",,"01",4698
"G4600350","1970","South Dakota","46","Davison","035",,,,,,,"Davison","1",,"03",17319
"G4600370","1970","South Dakota","46","Day","037",,,,,,,"Day","1",,"02",8713
"G4600390","1970","South Dakota","46","Deuel","039",,,,,,,"Deuel","1",,"04",5686
"G4600410","1970","South Dakota","46","Dewey","041",,,,,,,"Dewey","1",,"01",5170
"G4600430","1970","South Dakota","46","Douglas","043",,,,,,,"Douglas","1",,"03",4569
"G4600450","1970","South Dakota","46","Edmunds","045",,,,,,,"Edmunds","1",,"02",5548
"G4600470","1970","South Dakota","46","Fall River","047",,,,,,,"Fall River","1",,"01",7505
"G4600490","1970","South Dakota","46","Faulk","049",,,,,,,"Faulk","1",,"02",3893
"G4600510","1970","South Dakota","46","Grant","051",,,,,,,"Grant","1",,"04",9005
"G4600530","1970","South Dakota","46","Gregory","053",,,,,,,"Gregory","1",,"03",6710
"G4600550","1970","South Dakota","46","Haakon","055",,,,,,,"Haakon","1",,"01",2802
"G4600570","1970","South Dakota","46","Hamlin","057",,,,,,,"Hamlin","1",,"04",5172
"G4600590","1970","South Dakota","46","Hand","059",,,,,,,"Hand","1",,"02",5883
"G4600610","1970","South Dakota","46","Hanson","061",,,,,,,"Hanson","1",,"03",3781
"G4600630","1970","South Dakota","46","Harding","063",,,,,,,"Harding","1",,"01",1855
"G4600650","1970","South Dakota","46","Hughes","065",,,,,,,"Hughes","1",,"02",11632
"G4600670","1970","South Dakota","46","Hutchinson","067",,,,,,,"Hutchinson","1",,"03",10379
"G4600690","1970","South Dakota","46","Hyde","069",,,,,,,"Hyde","1",,"02",2515
"G4600710","1970","South Dakota","46","Jackson","071",,,,,,,"Jackson","1",,"01",1531
"G4600730","1970","South Dakota","46","Jerauld","073",,,,,,,"Jerauld","1",,"03",3310
"G4600750","1970","South Dakota","46","Jones","075",,,,,,,"Jones","1",,"01",1882
"G4600770","1970","South Dakota","46","Kingsbury","077",,,,,,,"Kingsbury","1",,"04",7657
"G4600790","1970","South Dakota","46","Lake","079",,,,,,,"Lake","1",,"05",11456
"G4600810","1970","South Dakota","46","Lawrence","081",,,,,,,"Lawrence","1",,"01",17453
"G4600830","1970","South Dakota","46","Lincoln","083",,,,,,,"Lincoln","1",,"05",11761
"G4600850","1970","South Dakota","46","Lyman","085",,,,,,,"Lyman","1",,"01",4060
"G4600870","1970","South Dakota","46","McCook","087",,,,,,,"Mc Cook","1",,"03",7246
"G4600890","1970","South Dakota","46","McPherson","089",,,,,,,"Mc Pherson","1",,"02",5022
"G4600910","1970","South Dakota","46","Marshall","091",,,,,,,"Marshall","1",,"02",5965
"G4600930","1970","South Dakota","46","Meade","093",,,,,,,"Meade","1",,"01",16618
"G4600950","1970","South Dakota","46","Mellette","095",,,,,,,"Mellette","1",,"01",2420
"G4600970","1970","South Dakota","46","Miner","097",,,,,,,"Miner","1",,"03",4454
"G4600990","1970","South Dakota","46","Minnehaha","099",,,,,"7760",,"Minnehaha","0",,"05",95209
"G4601010","1970","South Dakota","46","Moody","101",,,,,,,"Moody","1",,"05",7622
"G4601030","1970","South Dakota","46","Pennington","103",,,,,,,"Pennington","1",,"01",59349
"G4601050","1970","South Dakota","46","Perkins","105",,,,,,,"Perkins","1",,"01",4769
"G4601070","1970","South Dakota","46","Potter","107",,,,,,,"Potter","1",,"02",4449
"G4601090","1970","South Dakota","46","Roberts","109",,,,,,,"Roberts","1",,"04",11678
"G4601110","1970","South Dakota","46","Sanborn","111",,,,,,,"Sanborn","1",,"03",3697
"G4601130","1970","South Dakota","46","Shannon","113",,,,,,,"Shannon","1",,"01",8198
"G4601150","1970","South Dakota","46","Spink","115",,,,,,,"Spink","1",,"02",10595
"G4601170","1970","South Dakota","46","Stanley","117",,,,,,,"Stanley","1",,"01",2457
"G4601190","1970","South Dakota","46","Sully","119",,,,,,,"Sully","1",,"02",2362
"G4601210","1970","South Dakota","46","Todd","121",,,,,,,"Todd","1",,"01",6606
"G4601230","1970","South Dakota","46","Tripp","123",,,,,,,"Tripp","1",,"03",8171
"G4601250","1970","South Dakota","46","Turner","125",,,,,,,"Turner","1",,"05",9872
"G4601270","1970","South Dakota","46","Union","127",,,,,,,"Union","1",,"05",9643
"G4601290","1970","South Dakota","46","Walworth","129",,,,,,,"Walworth","1",,"02",7842
"G4601310","1970","South Dakota","46","Washabaugh","131",,,,,,,"Washabaugh","1",,"01",1389
"G4601350","1970","South Dakota","46","Yankton","135",,,,,,,"Yankton","1",,"05",19039
"G4601370","1970","South Dakota","46","Ziebach","137",,,,,"7760",,"Ziebach","1",,"01",2221
"G4700010","1970","Tennessee","47","Anderson","001",,,,,"3840",,"Anderson","1",,"D",60300
"G4700030","1970","Tennessee","47","Bedford","003",,,,,,,"Bedford","1",,"05",25039
"G4700050","1970","Tennessee","47","Benton","005",,,,,,,"Benton","1",,"02",12126
"G4700070","1970","Tennessee","47","Bledsoe","007",,,,,,,"Bledsoe","1",,"07",7643
"G4700090","1970","Tennessee","47","Blount","009",,,,,"3840",,"Blount","1",,"D",63744
"G4700110","1970","Tennessee","47","Bradley","011",,,,,,,"Bradley","1",,"08",50686
"G4700130","1970","Tennessee","47","Campbell","013",,,,,,,"Campbell","1",,"08",26045
"G4700150","1970","Tennessee","47","Cannon","015",,,,,,,"Cannon","1",,"06",8467
"G4700170","1970","Tennessee","47","Carroll","017",,,,,,,"Carroll","1",,"02",25741
"G4700190","1970","Tennessee","47","Carter","019",,,,,,,"Carter","1",,"08",42575
"G4700210","1970","Tennessee","47","Cheatham","021",,,,,,,"Cheatham","1",,"04",13199
"G4700230","1970","Tennessee","47","Chester","023",,,,,,,"Chester","1",,"02",9927
"G4700250","1970","Tennessee","47","Claiborne","025",,,,,,,"Claiborne","1",,"08",19420
"G4700270","1970","Tennessee","47","Clay","027",,,,,,,"Clay","1",,"06",6624
"G4700290","1970","Tennessee","47","Cocke","029",,,,,,,"Cocke","1",,"08",25283
"G4700310","1970","Tennessee","47","Coffee","031",,,,,,,"Coffee","1",,"06",32572
"G4700330","1970","Tennessee","47","Crockett","033",,,,,,,"Crockett","1",,"01",14402
"G4700350","1970","Tennessee","47","Cumberland","035",,,,,"3840",,"Cumberland","1",,"07",20733
"G4700370","1970","Tennessee","47","Davidson","037",,,,,"5360",,"Davidson","0",,"B",448003
"G4700390","1970","Tennessee","47","Decatur","039",,,,,,,"Decatur","1",,"02",9457
"G4700410","1970","Tennessee","47","DeKalb","041",,,,,,,"De Kalb","1",,"06",11151
"G4700430","1970","Tennessee","47","Dickson","043",,,,,,,"Dickson","1",,"03",21977
"G4700450","1970","Tennessee","47","Dyer","045",,,,,,,"Dyer","1",,"01",30427
"G4700470","1970","Tennessee","47","Fayette","047",,,,,,,"Fayette","1",,"01",22692
"G4700490","1970","Tennessee","47","Fentress","049",,,,,,,"Fentress","1",,"07",12593
"G4700510","1970","Tennessee","47","Franklin","051",,,,,,,"Franklin","1",,"06",27244
"G4700530","1970","Tennessee","47","Gibson","053",,,,,,,"Gibson","1",,"01",47871
"G4700550","1970","Tennessee","47","Giles","055",,,,,,,"Giles","1",,"05",22138
"G4700570","1970","Tennessee","47","Grainger","057",,,,,,,"Grainger","1",,"08",13948
"G4700590","1970","Tennessee","47","Greene","059",,,,,,,"Greene","1",,"08",47630
"G4700610","1970","Tennessee","47","Grundy","061",,,,,,,"Grundy","1",,"07",10631
"G4700630","1970","Tennessee","47","Hamblen","063",,,,,"5360",,"Hamblen","1",,"08",38696
"G4700650","1970","Tennessee","47","Hamilton","065",,,,,"1560",,"Hamilton","0",,"C",254236
"G4700670","1970","Tennessee","47","Hancock","067",,,,,,,"Hancock","1",,"08",6719
"G4700690","1970","Tennessee","47","Hardeman","069",,,,,,,"Hardeman","1",,"01",22435
"G4700710","1970","Tennessee","47","Hardin","071",,,,,,,"Hardin","1",,"02",18212
"G4700730","1970","Tennessee","47","Hawkins","073",,,,,,,"Hawkins","1",,"08",33726
"G4700750","1970","Tennessee","47","Haywood","075",,,,,,,"Haywood","1",,"01",19596
"G4700770","1970","Tennessee","47","Henderson","077",,,,,,,"Henderson","1",,"02",17291
"G4700790","1970","Tennessee","47","Henry","079",,,,,,,"Henry","1",,"02",23749
"G4700810","1970","Tennessee","47","Hickman","081",,,,,,,"Hickman","1",,"03",12096
"G4700830","1970","Tennessee","47","Houston","083",,,,,,,"Houston","1",,"03",5845
"G4700850","1970","Tennessee","47","Humphreys","085",,,,,,,"Humphreys","1",,"03",13560
"G4700870","1970","Tennessee","47","Jackson","087",,,,,,,"Jackson","1",,"06",8141
"G4700890","1970","Tennessee","47","Jefferson","089",,,,,,,"Jefferson","1",,"08",24940
"G4700910","1970","Tennessee","47","Johnson","091",,,,,"1560",,"Johnson","1",,"08",11569
"G4700930","1970","Tennessee","47","Knox","093",,,,,"3840",,"Knox","0",,"D",276293
"G4700950","1970","Tennessee","47","Lake","095",,,,,,,"Lake","1",,"01",7896
"G4700970","1970","Tennessee","47","Lauderdale","097",,,,,,,"Lauderdale","1",,"01",20271
"G4700990","1970","Tennessee","47","Lawrence","099",,,,,,,"Lawrence","1",,"03",29097
"G4701010","1970","Tennessee","47","Lewis","101",,,,,,,"Lewis","1",,"03",6761
"G4701030","1970","Tennessee","47","Lincoln","103",,,,,,,"Lincoln","1",,"05",24318
"G4701050","1970","Tennessee","47","Loudon","105",,,,,,,"Loudon","1",,"08",24266
"G4701070","1970","Tennessee","47","McMinn","107",,,,,,,"Mc Minn","1",,"08",35462
"G4701090","1970","Tennessee","47","McNairy","109",,,,,,,"Mc Nairy","1",,"02",18369
"G4701110","1970","Tennessee","47","Macon","111",,,,,,,"Macon","1",,"06",12315
"G4701130","1970","Tennessee","47","Madison","113",,,,,,,"Madison","1",,"01",65727
"G4701150","1970","Tennessee","47","Marion","115",,,,,,,"Marion","1",,"07",20577
"G4701170","1970","Tennessee","47","Marshall","117",,,,,,,"Marshall","1",,"05",17319
"G4701190","1970","Tennessee","47","Maury","119",,,,,,,"Maury","1",,"05",43376
"G4701210","1970","Tennessee","47","Meigs","121",,,,,,,"Meigs","1",,"08",5219
"G4701230","1970","Tennessee","47","Monroe","123",,,,,,,"Monroe","1",,"08",23475
"G4701250","1970","Tennessee","47","Montgomery","125",,,,,,,"Montgomery","1",,"04",62721
"G4701270","1970","Tennessee","47","Moore","127",,,,,,,"Moore","1",,"05",3568
"G4701290","1970","Tennessee","47","Morgan","129",,,,,,,"Morgan","1",,"07",13619
"G4701310","1970","Tennessee","47","Obion","131",,,,,,,"Obion","1",,"01",29936
"G4701330","1970","Tennessee","47","Overton","133",,,,,,,"Overton","1",,"06",14866
"G4701350","1970","Tennessee","47","Perry","135",,,,,,,"Perry","1",,"03",5238
"G4701370","1970","Tennessee","47","Pickett","137",,,,,,,"Pickett","1",,"06",3774
"G4701390","1970","Tennessee","47","Polk","139",,,,,,,"Polk","1",,"08",11669
"G4701410","1970","Tennessee","47","Putnam","141",,,,,,,"Putnam","1",,"06",35487
"G4701430","1970","Tennessee","47","Rhea","143",,,,,,,"Rhea","1",,"08",17202
"G4701450","1970","Tennessee","47","Roane","145",,,,,,,"Roane","1",,"08",38881
"G4701470","1970","Tennessee","47","Robertson","147",,,,,,,"Robertson","1",,"04",29102
"G4701490","1970","Tennessee","47","Rutherford","149",,,,,,,"Rutherford","1",,"05",59428
"G4701510","1970","Tennessee","47","Scott","151",,,,,,,"Scott","1",,"07",14762
"G4701530","1970","Tennessee","47","Sequatchie","153",,,,,,,"Sequatchie","1",,"07",6331
"G4701550","1970","Tennessee","47","Sevier","155",,,,,"3840",,"Sevier","1",,"08",28241
"G4701570","1970","Tennessee","47","Shelby","157",,,,,"4920",,"Shelby","0",,"A",722014
"G4701590","1970","Tennessee","47","Smith","159",,,,,,,"Smith","1",,"05",12509
"G4701610","1970","Tennessee","47","Stewart","161",,,,,,,"Stewart","1",,"03",7319
"G4701630","1970","Tennessee","47","Sullivan","163",,,,,"4920",,"Sullivan","1",,"08",127329
"G4701650","1970","Tennessee","47","Sumner","165",,,,,"5360",,"Sumner","1",,"04",56106
"G4701670","1970","Tennessee","47","Tipton","167",,,,,,,"Tipton","1",,"01",28001
"G4701690","1970","Tennessee","47","Trousdale","169",,,,,,,"Trousdale","1",,"05",5155
"G4701710","1970","Tennessee","47","Unicoi","171",,,,,,,"Unicoi","1",,"08",15254
"G4701730","1970","Tennessee","47","Union","173",,,,,,,"Union","1",,"08",9072
"G4701750","1970","Tennessee","47","Van Buren","175",,,,,,,"Van Buren","1",,"07",3758
"G4701770","1970","Tennessee","47","Warren","177",,,,,,,"Warren","1",,"06",26972
"G4701790","1970","Tennessee","47","Washington","179",,,,,,,"Washington","1",,"08",73924
"G4701810","1970","Tennessee","47","Wayne","181",,,,,,,"Wayne","1",,"03",12365
"G4701830","1970","Tennessee","47","Weakley","183",,,,,,,"Weakley","1",,"02",28827
"G4701850","1970","Tennessee","47","White","185",,,,,,,"White","1",,"06",17088
"G4701870","1970","Tennessee","47","Williamson","187",,,,,,,"Williamson","1",,"05",34330
"G4701890","1970","Tennessee","47","Wilson","189",,,,,"5360",,"Wilson","1",,"05",36999
"G4800010","1970","Texas","48","Anderson","001",,,,,,,"Anderson","1",,"12",27789
"G4800030","1970","Texas","48","Andrews","003",,,,,,,"Andrews","1",,"05",10372
"G4800050","1970","Texas","48","Angelina","005",,,,,,,"Angelina","1",,"13",49349
"G4800070","1970","Texas","48","Aransas","007",,,,,,,"Aransas","1",,"11",8902
"G4800090","1970","Texas","48","Archer","009",,,,,"9080",,"Archer","1",,"K",5759
"G4800110","1970","Texas","48","Armstrong","011",,,,,,,"Armstrong","1",,"04",1895
"G4800130","1970","Texas","48","Atascosa","013",,,,,,,"Atascosa","1",,"11",18696
"G4800150","1970","Texas","48","Austin","015",,,,,,,"Austin","1",,"14",13831
"G4800170","1970","Texas","48","Bailey","017",,,,,,,"Bailey","1",,"05",8487
"G4800190","1970","Texas","48","Bandera","019",,,,,,,"Bandera","1",,"02",4747
"G4800210","1970","Texas","48","Bastrop","021",,,,,,,"Bastrop","1",,"09",17297
"G4800230","1970","Texas","48","Baylor","023",,,,,,,"Baylor","1",,"06",5221
"G4800250","1970","Texas","48","Bee","025",,,,,,,"Bee","1",,"11",22737
"G4800270","1970","Texas","48","Bell","027",,,,,"9080",,"Bell","1",,"08",124483
"G4800290","1970","Texas","48","Bexar","029",,,,,"7240",,"Bexar","0",,"F",830460
"G4800310","1970","Texas","48","Blanco","031",,,,,,,"Blanco","1",,"02",3567
"G4800330","1970","Texas","48","Borden","033",,,,,,,"Borden","1",,"06",888
"G4800350","1970","Texas","48","Bosque","035",,,,,"7240",,"Bosque","1",,"07",10966
"G4800370","1970","Texas","48","Bowie","037",,,,,"8360",,"Bowie","0",,"12",67813
"G4800390","1970","Texas","48","Brazoria","039",,,,,"3360",,"Brazoria","1",,"14",108312
"G4800410","1970","Texas","48","Brazos","041",,,,,"1260",,"Brazos","0",,"09",57978
"G4800430","1970","Texas","48","Brewster","043",,,,,,,"Brewster","1",,"01",7780
"G4800450","1970","Texas","48","Briscoe","045",,,,,,,"Briscoe","1",,"04",2794
"G4800470","1970","Texas","48","Brooks","047",,,,,,,"Brooks","1",,"03",8005
"G4800490","1970","Texas","48","Brown","049",,,,,,,"Brown","1",,"06",25877
"G4800510","1970","Texas","48","Burleson","051",,,,,,,"Burleson","1",,"09",9999
"G4800530","1970","Texas","48","Burnet","053",,,,,,,"Burnet","1",,"07",11420
"G4800550","1970","Texas","48","Caldwell","055",,,,,,,"Caldwell","1",,"10",21178
"G4800570","1970","Texas","48","Calhoun","057",,,,,,,"Calhoun","1",,"14",17831
"G4800590","1970","Texas","48","Callahan","059",,,,,"1260",,"Callahan","1",,"06",8205
"G4800610","1970","Texas","48","Cameron","061",,,,,"1240",,"Cameron","0",,"15",140368
"G4800630","1970","Texas","48","Camp","063",,,,,,,"Camp","1",,"12",8005
"G4800650","1970","Texas","48","Carson","065",,,,,,,"Carson","1",,"04",6358
"G4800670","1970","Texas","48","Cass","067",,,,,,,"Cass","1",,"12",24133
"G4800690","1970","Texas","48","Castro","069",,,,,,,"Castro","1",,"04",10394
"G4800710","1970","Texas","48","Chambers","071",,,,,,,"Chambers","1",,"14",12187
"G4800730","1970","Texas","48","Cherokee","073",,,,,,,"Cherokee","1",,"12",32008
"G4800750","1970","Texas","48","Childress","075",,,,,,,"Childress","1",,"06",6605
"G4800770","1970","Texas","48","Clay","077",,,,,,,"Clay","1",,"06",8079
"G4800790","1970","Texas","48","Cochran","079",,,,,,,"Cochran","1",,"05",5326
"G4800810","1970","Texas","48","Coke","081",,,,,,,"Coke","1",,"02",3087
"G4800830","1970","Texas","48","Coleman","083",,,,,"1240",,"Coleman","1",,"06",10288
"G4800850","1970","Texas","48","Collin","085",,,,,"1920",,"Collin","1",,"C",66920
"G4800870","1970","Texas","48","Collingsworth","087",,,,,,,"Collingsworth","1",,"06",4755
"G4800890","1970","Texas","48","Colorado","089",,,,,,,"Colorado","1",,"14",17638
"G4800910","1970","Texas","48","Comal","091",,,,,,,"Comal","1",,"02",24165
"G4800930","1970","Texas","48","Comanche","093",,,,,,,"Comanche","1",,"07",11898
"G4800950","1970","Texas","48","Concho","095",,,,,,,"Concho","1",,"02",2937
"G4800970","1970","Texas","48","Cooke","097",,,,,,,"Cooke","1",,"07",23471
"G4800990","1970","Texas","48","Coryell","099",,,,,,,"Coryell","1",,"07",35311
"G4801010","1970","Texas","48","Cottle","101",,,,,,,"Cottle","1",,"06",3204
"G4801030","1970","Texas","48","Crane","103",,,,,,,"Crane","1",,"05",4172
"G4801050","1970","Texas","48","Crockett","105",,,,,,,"Crockett","1",,"06",3885
"G4801070","1970","Texas","48","Crosby","107",,,,,,,"Crosby","1",,"05",9085
"G4801090","1970","Texas","48","Culberson","109",,,,,,,"Culberson","1",,"01",3429
"G4801110","1970","Texas","48","Dallam","111",,,,,,,"Dallam","1",,"04",6012
"G4801130","1970","Texas","48","Dallas","113",,,,,"1920",,"Dallas","0",,"C",1327321
"G4801150","1970","Texas","48","Dawson","115",,,,,,,"Dawson","1",,"05",16604
"G4801170","1970","Texas","48","Deaf Smith","117",,,,,,,"Deaf Smith","1",,"04",18999
"G4801190","1970","Texas","48","Delta","119",,,,,,,"Delta","1",,"08",4927
"G4801210","1970","Texas","48","Denton","121",,,,,"1920",,"Denton","1",,"O",75633
"G4801230","1970","Texas","48","DeWitt","123",,,,,,,"De Witt","1",,"11",18660
"G4801250","1970","Texas","48","Dickens","125",,,,,,,"Dickens","1",,"06",3737
"G4801270","1970","Texas","48","Dimmit","127",,,,,,,"Dimmit","1",,"03",9039
"G4801290","1970","Texas","48","Donley","129",,,,,,,"Donley","1",,"06",3641
"G4801310","1970","Texas","48","Duval","131",,,,,,,"Duval","1",,"03",11722
"G4801330","1970","Texas","48","Eastland","133",,,,,"1920",,"Eastland","1",,"07",18092
"G4801350","1970","Texas","48","Ector","135",,,,,"5800",,"Ector","0",,"05",91805
"G4801370","1970","Texas","48","Edwards","137",,,,,"5800",,"Edwards","1",,"16",2107
"G4801390","1970","Texas","48","Ellis","139",,,,,"1920",,"Ellis","1",,"C",46638
"G4801410","1970","Texas","48","El Paso","141",,,,,"2320",,"El Paso","0",,"A",359291
"G4801430","1970","Texas","48","Erath","143",,,,,,,"Erath","1",,"07",18141
"G4801450","1970","Texas","48","Falls","145",,,,,,,"Falls","1",,"08",17300
"G4801470","1970","Texas","48","Fannin","147",,,,,,,"Fannin","1",,"08",22705
"G4801490","1970","Texas","48","Fayette","149",,,,,,,"Fayette","1",,"10",17650
"G4801510","1970","Texas","48","Fisher","151",,,,,,,"Fisher","1",,"06",6344
"G4801530","1970","Texas","48","Floyd","153",,,,,,,"Floyd","1",,"04",11044
"G4801550","1970","Texas","48","Foard","155",,,,,,,"Foard","1",,"06",2211
"G4801570","1970","Texas","48","Fort Bend","157",,,,,"3360",,"Fort Bend","0",,"14",52314
"G4801590","1970","Texas","48","Franklin","159",,,,,,,"Franklin","1",,"12",5291
"G4801610","1970","Texas","48","Freestone","161",,,,,,,"Freestone","1",,"09",11116
"G4801630","1970","Texas","48","Frio","163",,,,,,,"Frio","1",,"11",11159
"G4801650","1970","Texas","48","Gaines","165",,,,,"3360",,"Gaines","1",,"05",11593
"G4801670","1970","Texas","48","Galveston","167",,,,,"2920",,"Galveston","0",,"M",169812
"G4801690","1970","Texas","48","Garza","169",,,,,,,"Garza","1",,"06",5289
"G4801710","1970","Texas","48","Gillespie","171",,,,,,,"Gillespie","1",,"02",10553
"G4801730","1970","Texas","48","Glasscock","173",,,,,,,"Glasscock","1",,"16",1155
"G4801750","1970","Texas","48","Goliad","175",,,,,,,"Goliad","1",,"11",4869
"G4801770","1970","Texas","48","Gonzales","177",,,,,,,"Gonzales","1",,"10",16375
"G4801790","1970","Texas","48","Gray","179",,,,,"2920",,"Gray","1",,"04",26949
"G4801810","1970","Texas","48","Grayson","181",,,,,"7640",,"Grayson","0",,"08",83225
"G4801830","1970","Texas","48","Gregg","183",,,,,,,"Gregg","1",,"12",75929
"G4801850","1970","Texas","48","Grimes","185",,,,,"7640",,"Grimes","1",,"10",11855
"G4801870","1970","Texas","48","Guadalupe","187",,,,,"7240",,"Guadalupe","1",,"10",33554
"G4801890","1970","Texas","48","Hale","189",,,,,,,"Hale","1",,"04",34137
"G4801910","1970","Texas","48","Hall","191",,,,,,,"Hall","1",,"06",6015
"G4801930","1970","Texas","48","Hamilton","193",,,,,,,"Hamilton","1",,"07",7198
"G4801950","1970","Texas","48","Hansford","195",,,,,,,"Hansford","1",,"04",6351
"G4801970","1970","Texas","48","Hardeman","197",,,,,,,"Hardeman","1",,"06",6795
"G4801990","1970","Texas","48","Hardin","199",,,,,"7240",,"Hardin","1",,"13",29996
"G4802010","1970","Texas","48","Harris","201",,,,,"3360",,"Harris","0",,"G",1741912
"G4802030","1970","Texas","48","Harrison","203",,,,,,,"Harrison","1",,"12",44841
"G4802050","1970","Texas","48","Hartley","205",,,,,,,"Hartley","1",,"04",2782
"G4802070","1970","Texas","48","Haskell","207",,,,,,,"Haskell","1",,"06",8512
"G4802090","1970","Texas","48","Hays","209",,,,,,,"Hays","1",,"02",27642
"G4802110","1970","Texas","48","Hemphill","211",,,,,,,"Hemphill","1",,"04",3084
"G4802130","1970","Texas","48","Henderson","213",,,,,"3360",,"Henderson","1",,"12",26466
"G4802150","1970","Texas","48","Hidalgo","215",,,,,"4880",,"Hidalgo","0",,"15",181535
"G4802170","1970","Texas","48","Hill","217",,,,,,,"Hill","1",,"08",22596
"G4802190","1970","Texas","48","Hockley","219",,,,,,,"Hockley","1",,"05",20396
"G4802210","1970","Texas","48","Hood","221",,,,,,,"Hood","1",,"07",6368
"G4802230","1970","Texas","48","Hopkins","223",,,,,,,"Hopkins","1",,"12",20710
"G4802250","1970","Texas","48","Houston","225",,,,,,,"Houston","1",,"12",17855
"G4802270","1970","Texas","48","Howard","227",,,,,,,"Howard","1",,"05",37796
"G4802290","1970","Texas","48","Hudspeth","229",,,,,,,"Hudspeth","1",,"01",2392
"G4802310","1970","Texas","48","Hunt","231",,,,,,,"Hunt","1",,"08",47948
"G4802330","1970","Texas","48","Hutchinson","233",,,,,,,"Hutchinson","1",,"04",24443
"G4802350","1970","Texas","48","Irion","235",,,,,,,"Irion","1",,"16",1070
"G4802370","1970","Texas","48","Jack","237",,,,,,,"Jack","1",,"07",6711
"G4802390","1970","Texas","48","Jackson","239",,,,,,,"Jackson","1",,"14",12975
"G4802410","1970","Texas","48","Jasper","241",,,,,,,"Jasper","1",,"13",24692
"G4802430","1970","Texas","48","Jeff Davis","243",,,,,"4880",,"Jeff Davis","1",,"01",1527
"G4802450","1970","Texas","48","Jefferson","245",,,,,"0840",,"Jefferson","0",,"H",244773
"G4802470","1970","Texas","48","Jim Hogg","247",,,,,,,"Jim Hogg","1",,"03",4654
"G4802490","1970","Texas","48","Jim Wells","249",,,,,"0840",,"Jim Wells","1",,"11",33032
"G4802510","1970","Texas","48","Johnson","251",,,,,"2800",,"Johnson","0",,"B",45769
"G4802530","1970","Texas","48","Jones","253",,,,,"0040",,"Jones","0",,"P",16106
"G4802550","1970","Texas","48","Karnes","255",,,,,"0040",,"Karnes","1",,"11",13462
"G4802570","1970","Texas","48","Kaufman","257",,,,,"1920",,"Kaufman","1",,"08",32392
"G4802590","1970","Texas","48","Kendall","259",,,,,,,"Kendall","1",,"02",6964
"G4802610","1970","Texas","48","Kenedy","261",,,,,,,"Kenedy","1",,"03",678
"G4802630","1970","Texas","48","Kent","263",,,,,,,"Kent","1",,"06",1434
"G4802650","1970","Texas","48","Kerr","265",,,,,,,"Kerr","1",,"02",19454
"G4802670","1970","Texas","48","Kimble","267",,,,,,,"Kimble","1",,"16",3904
"G4802690","1970","Texas","48","King","269",,,,,,,"King","1",,"06",464
"G4802710","1970","Texas","48","Kinney","271",,,,,,,"Kinney","1",,"16",2006
"G4802730","1970","Texas","48","Kleberg","273",,,,,,,"Kleberg","1",,"03",33166
"G4802750","1970","Texas","48","Knox","275",,,,,,,"Knox","1",,"06",5972
"G4802770","1970","Texas","48","Lamar","277",,,,,,,"Lamar","1",,"08",36062
"G4802790","1970","Texas","48","Lamb","279",,,,,,,"Lamb","1",,"05",17770
"G4802810","1970","Texas","48","Lampasas","281",,,,,,,"Lampasas","1",,"07",9323
"G4802830","1970","Texas","48","La Salle","283",,,,,,,"La Salle","1",,"03",5014
"G4802850","1970","Texas","48","Lavaca","285",,,,,,,"Lavaca","1",,"10",17903
"G4802870","1970","Texas","48","Lee","287",,,,,,,"Lee","1",,"09",8048
"G4802890","1970","Texas","48","Leon","289",,,,,"1920",,"Leon","1",,"09",8738
"G4802910","1970","Texas","48","Liberty","291",,,,,"3360",,"Liberty","1",,"14",33014
"G4802930","1970","Texas","48","Limestone","293",,,,,,,"Limestone","1",,"08",18100
"G4802950","1970","Texas","48","Lipscomb","295",,,,,,,"Lipscomb","1",,"04",3486
"G4802970","1970","Texas","48","Live Oak","297",,,,,,,"Live Oak","1",,"11",6697
