datetime,year,counts,temp_rank,shape
2006-01-05 12:30:00,2006,45.0,5.0,teardrop
2006-01-05 22:10:00,2006,115.0,12.0,formation
2006-01-07 14:00:00,2006,108.0,10.0,cigar
2006-01-28 23:00:00,2006,59.0,7.0,cylinder
2006-01-29 23:00:00,2006,35.0,3.0,egg
2006-02-04 04:00:00,2006,37.0,4.0,chevron
2006-02-05 00:00:00,2006,9.0,1.0,cross
2007-01-01 00:00:00,2007,289.0,17.0,other
2007-01-01 00:00:00,2007,255.0,15.0,sphere
2007-01-01 00:01:00,2007,965.0,21.0,light
2007-01-01 00:01:00,2007,422.0,19.0,circle
2007-01-01 00:06:00,2007,227.0,14.0,fireball
2007-01-01 00:10:00,2007,136.0,11.0,formation
2007-01-01 02:00:00,2007,218.0,13.0,oval
2007-01-01 03:00:00,2007,255.0,16.0,disk
2007-01-01 04:33:00,2007,343.0,18.0,unknown
2007-01-01 13:40:00,2007,457.0,20.0,triangle
2007-01-01 14:00:00,2007,98.0,10.0,changing
2007-01-01 23:30:00,2007,,,
2007-01-02 13:00:00,2007,26.0,3.0,egg
2007-01-02 21:24:00,2007,140.0,12.0,cigar
2007-01-03 03:45:00,2007,60.0,6.0,diamond
2007-01-03 20:50:00,2007,17.0,2.0,cone
2007-01-03 23:15:00,2007,83.0,9.0,rectangle
2007-01-03 23:30:00,2007,68.0,8.0,cylinder
2007-01-05 12:00:00,2007,46.0,4.0,chevron
2007-01-05 20:30:00,2007,50.0,5.0,teardrop
2007-01-09 18:34:00,2007,60.0,7.0,flash
2007-01-12 20:00:00,2007,8.0,1.0,cross
2008-01-01 00:00:00,2008,1066.0,21.0,light
2008-01-01 00:00:00,2008,421.0,19.0,circle
2008-01-01 00:01:00,2008,477.0,20.0,triangle
2008-01-01 00:02:00,2008,278.0,15.0,disk
2008-01-01 00:03:00,2008,155.0,12.0,formation
2008-01-01 00:08:00,2008,267.0,14.0,fireball
2008-01-01 00:30:00,2008,252.0,13.0,oval
2008-01-01 00:45:00,2008,318.0,16.0,sphere
2008-01-01 03:00:00,2008,145.0,11.0,changing
2008-01-01 11:00:00,2008,321.0,17.0,other
2008-01-01 17:00:00,2008,393.0,18.0,unknown
2008-01-01 18:00:00,2008,130.0,10.0,cigar
2008-01-02 20:30:00,2008,77.0,6.0,diamond
2008-01-03 04:00:00,2008,,,
2008-01-04 10:00:00,2008,85.0,8.0,rectangle
2008-01-05 19:00:00,2008,69.0,5.0,chevron
2008-01-07 06:00:00,2008,15.0,1.0,cross
2008-01-07 20:52:00,2008,90.0,9.0,flash
2008-01-08 07:38:00,2008,52.0,3.0,teardrop
2008-01-09 15:50:00,2008,80.0,7.0,cylinder
2008-01-12 15:30:00,2008,53.0,4.0,egg
2008-01-21 09:24:00,2008,20.0,2.0,cone
2009-01-01 00:00:00,2009,54.0,6.0,diamond
2009-01-01 00:00:00,2009,262.0,15.0,fireball
2009-01-01 00:00:00,2009,463.0,20.0,circle
2009-01-01 00:00:00,2009,325.0,18.0,unknown
2009-01-01 00:01:00,2009,1149.0,21.0,light
2009-01-01 00:05:00,2009,316.0,17.0,sphere
2009-01-01 00:05:00,2009,214.0,14.0,oval
2009-01-01 00:15:00,2009,116.0,11.0,changing
2009-01-01 00:20:00,2009,207.0,13.0,disk
2009-01-01 00:20:00,2009,88.0,9.0,flash
2009-01-01 01:15:00,2009,307.0,16.0,other
2009-01-01 17:00:00,2009,105.0,10.0,cigar
2009-01-02 18:00:00,2009,40.0,4.0,egg
2009-01-03 04:00:00,2009,415.0,19.0,triangle
2009-01-03 09:00:00,2009,134.0,12.0,formation
2009-01-03 18:00:00,2009,64.0,7.0,cylinder
2009-01-04 17:00:00,2009,35.0,3.0,chevron
2009-01-06 21:30:00,2009,44.0,5.0,teardrop
2009-01-07 18:30:00,2009,,,
2009-01-08 18:09:00,2009,79.0,8.0,rectangle
2009-01-27 03:30:00,2009,27.0,2.0,cone
2009-02-13 22:00:00,2009,12.0,1.0,cross
2010-01-01 00:00:00,2010,362.0,18.0,fireball
2010-01-01 00:00:00,2010,310.0,17.0,unknown
2010-01-01 00:00:00,2010,1003.0,21.0,light
2010-01-01 00:00:00,2010,404.0,19.0,triangle
2010-01-01 00:00:00,2010,425.0,20.0,circle
2010-01-01 00:01:00,2010,102.0,11.0,formation
2010-01-01 00:03:00,2010,304.0,16.0,other
2010-01-01 00:04:00,2010,298.0,15.0,sphere
2010-01-01 00:11:00,2010,60.0,6.0,diamond
2010-01-01 00:24:00,2010,200.0,14.0,disk
2010-01-01 00:30:00,2010,53.0,5.0,chevron
2010-01-01 03:00:00,2010,,,
2010-01-02 13:00:00,2010,70.0,8.0,rectangle
2010-01-02 20:15:00,2010,123.0,12.0,changing
2010-01-02 23:17:00,2010,18.0,2.0,cross
2010-01-04 02:40:00,2010,72.0,9.0,flash
2010-01-05 02:11:00,2010,189.0,13.0,oval
2010-01-05 16:00:00,2010,90.0,10.0,cigar
2010-01-06 20:00:00,2010,48.0,4.0,teardrop
2010-01-09 19:00:00,2010,64.0,7.0,cylinder
2010-01-31 19:40:00,2010,22.0,3.0,egg
2010-03-31 00:00:00,2010,12.0,1.0,cone
2011-01-01 00:00:00,2011,241.0,14.0,oval
2011-01-01 00:00:00,2011,530.0,19.0,circle
2011-01-01 00:00:00,2011,1124.0,21.0,light
2011-01-01 00:00:00,2011,541.0,20.0,fireball
2011-01-01 00:05:00,2011,389.0,17.0,sphere
2011-01-01 00:11:00,2011,495.0,18.0,triangle
2011-01-01 00:35:00,2011,175.0,12.0,formation
2011-01-01 00:38:00,2011,351.0,16.0,unknown
2011-01-01 01:00:00,2011,330.0,15.0,other
2011-01-01 09:30:00,2011,76.0,7.0,rectangle
2011-01-01 11:15:00,2011,103.0,11.0,changing
2011-01-01 17:00:00,2011,74.0,6.0,cylinder
2011-01-01 20:45:00,2011,85.0,9.0,cigar
2011-01-02 03:32:00,2011,200.0,13.0,disk
2011-01-02 05:30:00,2011,52.0,5.0,teardrop
2011-01-02 19:12:00,2011,81.0,8.0,diamond
2011-01-03 05:15:00,2011,98.0,10.0,flash
2011-01-06 18:30:00,2011,41.0,4.0,chevron
2011-01-07 07:30:00,2011,34.0,3.0,egg
2011-01-08 04:00:00,2011,17.0,2.0,cone
2011-01-11 00:00:00,2011,,,
2011-03-02 19:15:00,2011,11.0,1.0,cross
2012-01-01 00:00:00,2012,343.0,14.0,oval
2012-01-01 00:00:00,2012,386.0,15.0,other
2012-01-01 00:00:00,2012,880.0,19.0,circle
2012-01-01 00:00:00,2012,591.0,17.0,sphere
2012-01-01 00:00:00,2012,1058.0,20.0,fireball
2012-01-01 00:01:00,2012,1511.0,21.0,light
2012-01-01 00:10:00,2012,178.0,11.0,changing
2012-01-01 00:15:00,2012,467.0,16.0,unknown
2012-01-01 00:15:00,2012,591.0,18.0,triangle
2012-01-01 00:15:00,2012,243.0,13.0,disk
2012-01-01 00:25:00,2012,134.0,10.0,flash
2012-01-01 12:03:00,2012,100.0,6.0,diamond
2012-01-01 19:20:00,2012,102.0,7.0,cylinder
2012-01-02 07:20:00,2012,112.0,8.0,cigar
2012-01-02 18:00:00,2012,125.0,9.0,rectangle
2012-01-02 19:00:00,2012,,,
2012-01-04 20:30:00,2012,26.0,2.0,cone
2012-01-05 07:30:00,2012,49.0,3.0,egg
2012-01-07 19:30:00,2012,72.0,5.0,chevron
2012-01-07 22:30:00,2012,215.0,12.0,formation
2012-01-20 13:00:00,2012,24.0,1.0,cross
2012-01-28 17:00:00,2012,68.0,4.0,teardrop
2013-01-01 00:00:00,2013,205.0,12.0,disk
2013-01-01 00:00:00,2013,562.0,18.0,sphere
2013-01-01 00:00:00,2013,282.0,14.0,oval
2013-01-01 00:00:00,2013,536.0,17.0,triangle
2013-01-01 00:00:00,2013,359.0,15.0,other
2013-01-01 00:02:00,2013,269.0,13.0,formation
2013-01-01 00:02:00,2013,972.0,20.0,fireball
2013-01-01 00:04:00,2013,148.0,11.0,changing
2013-01-01 00:05:00,2013,922.0,19.0,circle
2013-01-01 00:05:00,2013,45.0,3.0,teardrop
2013-01-01 00:07:00,2013,1531.0,21.0,light
2013-01-01 00:10:00,2013,430.0,16.0,unknown
2013-01-01 00:10:00,2013,31.0,2.0,cone
2013-01-01 00:37:00,2013,45.0,4.0,egg
2013-01-01 01:15:00,2013,110.0,9.0,cylinder
2013-01-02 01:30:00,2013,55.0,5.0,chevron
2013-01-03 00:43:00,2013,,,
2013-01-04 23:15:00,2013,26.0,1.0,cross
2013-01-06 11:00:00,2013,103.0,8.0,cigar
2013-01-07 18:00:00,2013,137.0,10.0,flash
2013-01-22 01:00:00,2013,94.0,6.0,rectangle
2013-02-04 19:36:00,2013,97.0,7.0,diamond
2014-01-01 00:00:00,2014,162.0,16.0,unknown
2014-01-01 00:00:00,2014,136.0,15.0,other
2014-01-01 00:00:00,2014,273.0,20.0,circle
2014-01-01 00:00:00,2014,486.0,21.0,light
2014-01-01 00:00:00,2014,95.0,14.0,oval
2014-01-01 00:00:00,2014,184.0,17.0,sphere
2014-01-01 00:00:00,2014,,,
2014-01-01 00:02:00,2014,88.0,13.0,formation
2014-01-01 00:05:00,2014,18.0,3.0,egg
2014-01-01 00:10:00,2014,207.0,19.0,triangle
2014-01-01 00:12:00,2014,206.0,18.0,fireball
2014-01-01 00:15:00,2014,41.0,10.0,flash
2014-01-01 01:00:00,2014,53.0,11.0,changing
2014-01-01 17:00:00,2014,27.0,6.0,rectangle
2014-01-03 01:00:00,2014,18.0,4.0,teardrop
2014-01-03 13:00:00,2014,34.0,8.0,cigar
2014-01-03 22:00:00,2014,21.0,5.0,chevron
2014-01-04 01:00:00,2014,8.0,1.0,cone
2014-01-06 07:40:00,2014,77.0,12.0,disk
2014-01-06 14:00:00,2014,32.0,7.0,cylinder
2014-01-09 18:44:00,2014,39.0,9.0,diamond
2014-02-02 20:00:00,2014,10.0,2.0,cross
